Date,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,μ closed,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
2020-07-19,7765820252,11436,160767739,units unclear,14391785,11502621,597216,14391785,12099837,2291948,0.0494,237759.29,237759.29,199596.43,5644.43,205240.86,32518.43,4115.86,2609.77,171.6,2781.37,1334.49,323.46,-85.9486,-49.3957,1853.22,76.9,1481.19,1558.09,295.13,11.17,20701.96
2020-07-20,7765820252,11436,155609620,units unclear,14597751,11706828,601365,14597751,12308193,2289558,0.0489,242037.86,242037.86,201956.71,6240.14,208196.86,33841.0,4229.57,2741.91,160.8,2902.71,1326.86,-75.7086,-146.976,-46.8485,1879.74,77.44,1507.48,1584.92,294.83,10.66,20037.76
2020-07-21,7765820252,11436,158900305,units unclear,14830792,11908738,607600,14830792,12516338,2314454,0.0485,247603.86,247603.86,205117.14,6156.57,211273.71,36330.14,3850.94,2889.23,133.54,3022.77,828.17,-188.2343,-184.72,-4.3511,1909.75,78.24,1533.48,1611.72,298.03,10.71,20461.5
2020-07-22,7765820252,11436,162310266,units unclear,15110912,12112167,614572,15110912,12726739,2384173,0.0483,250155.14,250155.14,208424.14,6152.43,214576.57,35578.57,3003.09,2979.57,118.71,3098.29,-95.2,-460.0571,-156.7257,9.36,1945.82,79.14,1559.68,1638.81,307.01,10.74,20900.6
2020-07-23,7765820252,11436,169231272,units unclear,15393012,12318951,624529,15393012,12943480,2449532,0.0483,249953.29,249953.29,211710.0,6099.0,217809.0,32144.29,2686.14,3085.69,3.91,3089.6,-403.4571,-595.4286,-70.968,32.09,1982.15,80.42,1586.3,1666.72,315.42,10.99,21791.81
2020-07-24,7765820252,11436,167599517,units unclear,15673428,12535504,630669,15673428,13166173,2507255,0.0479,252774.71,252774.71,214494.29,6238.0,220732.29,32042.43,1815.57,3041.26,11.74,3053.0,-1237.4286,-460.1714,-39.1554,,2018.26,81.21,1614.19,1695.4,322.86,10.69,21581.69
2020-07-25,7765820252,11436,163013727,units unclear,15928573,12757841,636258,15928573,13394099,2534474,0.0475,255468.57,255468.57,217385.14,6259.71,223644.86,31823.71,1252.43,3039.29,-98.7429,2940.54,-1688.1143,-430.5486,13.47,,2051.11,81.93,1642.82,1724.75,326.36,10.23,20991.18
2020-07-26,7765820252,11436,176051294,units unclear,16141458,12984591,639909,16141458,13624500,2516958,0.047,256681.71,256681.71,220323.43,6215.29,226538.71,30143.0,1550.09,2870.89,-83.5143,2787.37,-1237.2857,-384.0114,,,2078.53,82.4,1672.02,1754.42,324.11,10.91,22670.02
2020-07-27,7765820252,11436,180902217,units unclear,16367174,13208288,645031,16367174,13853319,2513855,0.0466,256417.29,256417.29,223620.57,5658.71,229279.29,27138.0,850.34,2787.0,-112.3143,2674.69,-1824.3429,-392.7143,,,2107.59,83.06,1700.82,1783.88,323.71,11.05,23294.67
2020-07-28,7765820252,11436,187281337,units unclear,16619072,13430434,651418,16619072,14081852,2537220,0.0463,257703.71,257703.71,226064.43,5681.43,231745.86,25957.86,766.09,2607.43,-98.2857,2509.14,-1743.0571,,,,2140.03,83.88,1729.43,1813.31,326.72,11.27,24116.11
2020-07-29,7765820252,11436,186318110,units unclear,16907684,13654431,658079,16907684,14312510,2595174,0.046,257026.43,257026.43,228429.29,5676.43,234105.71,22920.71,-148.0,2462.57,-112.2,2350.37,-2498.3714,,,,2177.19,84.74,1758.27,1843.01,334.18,11.02,23992.07
2020-07-30,7765820252,11436,195852355,units unclear,17187933,13884295,664140,17187933,14548435,2639498,0.0457,259299.0,259299.0,230422.29,5768.29,236190.57,23108.43,,,,,,,,,2213.28,85.52,1787.87,1873.39,339.89,11.39,25219.79
2020-07-31,7765820252,11436,193312801,units unclear,17477354,14117955,670439,17477354,14788394,2688960,0.0453,255941.71,255941.71,232636.29,5654.29,238290.57,17651.14,,,,,,,,,2250.55,86.33,1817.96,1904.29,346.26,11.06,24892.77
2020-08-01,7765820252,11436,199691502,units unclear,17727758,14356846,675993,17727758,15032839,2694919,0.045,,,,,,,,,,,,,,,2282.79,87.05,1848.72,1935.77,347.02,11.26,25714.15
2020-08-02,7765820252,11436,200709701,units unclear,17956551,14597547,680287,17956551,15277834,2678717,0.0445,,,,,,,,,,,,,,,2312.25,87.6,1879.72,1967.32,344.94,11.18,25845.27
2020-08-03,7765820252,11436,206848905,units unclear,18158766,14836742,684611,18158766,15521353,2637413,0.0441,,,,,,,,,,,,,,,2338.29,88.16,1910.52,1998.68,339.62,11.39,26635.81
