Country,Date,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Brazil,2020-02-03,213153845,8717,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-04,213153845,8717,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-05,213153845,8717,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-06,213153845,8717,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-07,213153845,8717,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-08,213153845,8717,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-09,213153845,8717,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-10,213153845,8717,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-11,213153845,8717,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-12,213153845,8717,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-13,213153845,8717,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-14,213153845,8717,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-15,213153845,8717,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-16,213153845,8717,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-17,213153845,8717,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0016,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-18,213153845,8717,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0032,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-19,213153845,8717,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.008,0.0032,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-20,213153845,8717,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.016,-0.0032,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-21,213153845,8717,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.04,0.016,-0.0032,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-22,213153845,8717,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0286,0.0,0.0286,0.171,0.08,-0.008,-0.0018,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-23,213153845,8717,,,0,0,0,0,0,0,0,0.143,1.0,0.0,0.0,0.0,1.0,0.2,0.0286,0.0,0.0286,0.171,0.08,-0.008,-0.0082,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-24,213153845,8717,,,0,0,0,0,0,0,0,0.143,1.0,0.143,0.0,0.143,0.857,0.4,0.0571,0.0,0.0571,0.343,0.0,-0.0011,0.0057,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-25,213153845,8717,,,0,0,0,0,0,0,0,0.143,1.0,0.143,0.0,0.143,0.857,0.4,0.0857,0.0,0.0857,0.314,0.0,-0.0251,0.0137,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-02-26,213153845,8717,,,1,0,0,0,7,0,7,0.286,2.0,0.286,0.0,0.286,1.71,0.2,0.114,0.0,0.114,0.0857,0.0343,0.0446,0.0247,,0.0328,0.0,0.0,0.0,0.0328,,
Brazil,2020-02-27,213153845,8717,,,1,0,1,0,7,1,6,0.286,2.0,0.429,0.0,0.429,1.57,0.2,0.114,0.0,0.114,0.0857,-0.0457,0.0606,0.027,0.0,0.0328,0.0,0.0047,0.0047,0.0281,,
Brazil,2020-02-28,213153845,8717,,,1,0,1,0,7,1,6,0.286,2.0,0.571,0.0,0.571,1.43,0.371,0.143,0.0,0.143,0.229,0.303,0.115,0.0459,0.0,0.0328,0.0,0.0047,0.0047,0.0281,,
Brazil,2020-02-29,213153845,8717,,,2,0,2,0,14,2,12,0.286,2.0,0.714,0.0,0.714,1.29,0.171,0.143,0.0,0.143,0.0286,0.303,0.134,-0.0021,0.0,0.0657,0.0,0.0094,0.0094,0.0563,,
Brazil,2020-03-01,213153845,8717,,,2,0,3,0,14,3,11,0.429,2.86,0.857,0.0,0.857,2.0,1.91,0.143,0.0,0.143,1.77,0.577,0.205,0.0199,0.0,0.0657,0.0,0.0141,0.0141,0.0516,,
Brazil,2020-03-02,213153845,8717,,,2,1,4,0,14,4,10,0.429,2.86,1.0,0.0,1.0,1.86,1.71,0.286,0.0,0.286,1.43,0.703,0.0343,0.116,0.0,0.0657,0.0,0.0188,0.0188,0.0469,,
Brazil,2020-03-03,213153845,8717,,,2,1,5,0,14,5,9,1.71,11.57,1.14,0.0,1.14,10.43,3.09,0.429,0.0,0.429,2.66,0.977,0.16,0.093,0.0,0.0657,0.0,0.0235,0.0235,0.0422,,
Brazil,2020-03-04,213153845,8717,,,4,1,6,0,27,6,21,1.57,10.57,2.0,0.0,2.0,8.57,3.89,0.657,0.0,0.657,3.23,0.474,0.695,0.0553,0.0,0.127,0.0,0.0281,0.0281,0.0985,,
Brazil,2020-03-05,213153845,8717,,,4,1,8,0,27,8,19,2.57,17.43,2.86,0.0,2.86,14.57,5.06,0.971,0.0,0.971,4.09,1.1,0.599,0.159,0.0,0.127,0.0,0.0375,0.0375,0.0891,,
Brazil,2020-03-06,213153845,8717,,,13,1,9,0,88,9,79,3.29,22.29,4.14,0.0,4.14,18.14,4.29,1.34,0.0,1.34,2.94,4.05,0.481,0.242,0.0,0.413,0.0,0.0422,0.0422,0.371,,
Brazil,2020-03-07,213153845,8717,,,13,2,16,0,88,16,72,4.14,28.14,5.86,0.0,5.86,22.29,7.23,1.63,0.0,1.63,5.6,3.7,0.83,-0.1831,0.0,0.413,0.0,0.0751,0.0751,0.338,,
Brazil,2020-03-08,213153845,8717,,,20,3,23,0,136,23,113,4.86,33.0,7.86,0.0,7.86,25.14,23.34,2.14,0.0,2.14,21.2,3.38,1.37,0.223,0.0,0.638,0.0,0.108,0.108,0.53,,
Brazil,2020-03-09,213153845,8717,,,25,5,33,0,170,33,137,6.86,46.71,10.14,0.0,10.14,36.57,22.37,4.09,0.0,4.09,18.29,4.62,-0.2206,0.37,0.0,0.798,0.0,0.155,0.155,0.643,,
Brazil,2020-03-10,213153845,8717,,,31,7,46,0,211,46,165,19.71,134.14,13.57,0.0,13.57,120.57,21.97,5.71,0.0,5.71,16.26,7.95,1.71,0.51,0.0,0.99,0.0,0.216,0.216,0.774,,
Brazil,2020-03-11,213153845,8717,,,38,9,61,0,258,61,197,19.71,134.14,24.57,0.0,24.57,109.57,27.4,7.2,0.0,7.2,20.2,2.95,2.33,0.732,0.0,1.21,0.0,0.286,0.286,0.924,,
Brazil,2020-03-12,213153845,8717,,,52,12,79,0,354,79,275,20.29,138.0,34.43,0.0,34.43,103.57,47.0,9.0,0.0286,9.03,37.97,12.27,3.38,1.78,0.0,1.66,0.0,0.371,0.371,1.29,,
Brazil,2020-03-13,213153845,8717,,,151,15,104,0,1027,104,923,25.0,170.0,43.86,0.0,43.86,126.14,38.09,12.37,0.0857,12.46,25.63,15.03,5.03,0.606,0.0,4.82,0.0,0.488,0.488,4.33,,
Brazil,2020-03-14,213153845,8717,,,151,28,188,0,1027,188,839,41.43,281.71,55.14,0.143,55.29,226.43,83.71,14.6,0.171,14.77,68.94,21.53,8.69,0.55,0.0,4.82,0.0,0.882,0.882,3.94,,
Brazil,2020-03-15,213153845,8717,,,162,39,264,0,1102,264,838,47.71,324.57,75.43,0.429,75.86,248.71,97.11,20.74,0.314,21.06,76.06,33.11,4.74,-0.2953,0.0,5.17,0.0,1.24,1.24,3.93,,
Brazil,2020-03-16,213153845,8717,,,200,50,340,0,1360,340,1020,81.29,552.71,97.57,0.857,98.43,454.29,135.03,27.54,0.429,27.97,107.06,46.39,5.08,-2.1033,0.0,6.38,0.0,1.6,1.6,4.79,,
Brazil,2020-03-17,213153845,8717,,,321,63,432,1,2183,433,1750,91.71,623.57,138.14,1.57,139.71,483.86,212.54,37.03,0.686,37.71,174.83,35.99,1.9,-3.952,0.0023,10.24,0.0047,2.03,2.03,8.21,,
Brazil,2020-03-18,213153845,8717,,,372,84,589,3,2530,592,1938,124.29,845.14,181.57,2.14,183.71,661.43,270.03,52.74,0.886,53.63,216.4,40.42,-5.4857,-3.2791,0.0051,11.87,0.0141,2.76,2.78,9.09,,
Brazil,2020-03-19,213153845,8717,,,621,107,762,6,4223,768,3455,197.71,1344.43,240.29,3.57,243.86,1100.57,263.66,72.17,1.11,73.29,190.37,31.05,-11.072,-4.2905,0.0078,19.81,0.0281,3.57,3.6,16.21,,
Brazil,2020-03-20,213153845,8717,,,793,148,1071,11,5392,1082,4310,246.29,1674.71,339.14,4.86,344.0,1330.71,299.2,89.31,1.29,90.6,208.6,5.68,-11.6514,-2.2256,0.0102,25.3,0.0516,5.02,5.08,20.22,,
Brazil,2020-03-21,213153845,8717,,,1021,202,1459,15,6943,1474,5469,275.14,1871.0,458.43,6.43,464.86,1406.14,290.26,107.97,1.6,109.57,180.69,-8.9714,-16.3749,1.52,0.0102,32.57,0.0704,6.84,6.92,25.66,,
Brazil,2020-03-22,213153845,8717,,,1546,265,1946,25,10513,1971,8542,311.71,2119.57,584.71,8.0,592.71,1526.86,240.94,124.4,1.6,126.0,114.94,-22.2686,-9.224,4.15,0.0127,49.32,0.117,9.13,9.25,40.07,,
Brazil,2020-03-23,213153845,8717,,,1924,370,2714,34,13083,2748,10335,337.71,2296.43,721.43,10.14,731.57,1564.86,225.17,134.66,1.77,136.43,88.74,-41.4571,2.11,6.55,0.0124,61.38,0.16,12.73,12.89,48.49,,
Brazil,2020-03-24,213153845,8717,,,2247,496,3641,46,15280,3687,11593,374.86,2549.14,862.29,11.57,873.86,1675.29,152.31,142.63,1.89,144.51,7.8,-15.0743,9.7,10.11,0.0125,71.69,0.216,17.08,17.3,54.39,,
Brazil,2020-03-25,213153845,8717,,,2554,638,4682,59,17367,4741,12626,411.86,2800.57,1012.43,13.71,1026.14,1774.43,91.91,143.23,1.97,145.2,-53.2857,16.23,21.12,6.02,0.0124,81.48,0.277,21.97,22.24,59.23,,
Brazil,2020-03-26,213153845,8717,,,2985,789,5812,77,20298,5889,14409,387.14,2632.57,1171.57,15.86,1187.43,1445.14,214.89,137.97,2.4,140.37,74.51,39.52,34.15,1.48,0.0131,95.23,0.361,27.27,27.63,67.6,,
Brazil,2020-03-27,213153845,8717,,,3417,967,7107,92,23236,7199,16037,379.29,2579.14,1300.86,17.86,1318.71,1260.43,322.11,144.29,2.86,147.14,174.97,83.35,20.87,-1.8389,0.0128,109.01,0.432,33.34,33.77,75.24,,
Brazil,2020-03-28,213153845,8717,,,3904,1162,8546,111,26547,8657,17890,495.71,3370.86,1411.29,22.14,1433.43,1937.43,422.77,158.71,4.31,163.03,259.74,129.31,9.51,-6.368,0.0128,124.54,0.521,40.09,40.61,83.93,,
Brazil,2020-03-29,213153845,8717,,,4256,1376,10147,136,28941,10283,18658,611.71,4159.71,1583.71,25.86,1609.57,2550.14,569.06,182.2,4.46,186.66,382.4,89.29,0.504,-12.3282,0.0132,135.78,0.638,47.6,48.24,87.53,,
Brazil,2020-03-30,213153845,8717,,,4579,1603,11820,159,31137,11979,19158,722.71,4914.43,1806.0,35.29,1841.29,3073.14,738.49,215.46,5.97,221.43,517.06,63.81,-10.7166,-7.2738,0.0133,146.08,0.746,55.45,56.2,89.88,,
Brazil,2020-03-31,213153845,8717,,,5717,1817,13520,201,38876,13721,25155,805.57,5477.86,2082.57,38.14,2120.71,3357.14,661.34,262.86,5.57,268.43,392.91,42.04,-27.4869,-5.2555,0.0146,182.38,0.943,63.43,64.37,118.01,,
Brazil,2020-04-01,213153845,8717,,,6836,2114,15768,240,46485,16008,30477,922.29,6271.57,2378.14,47.71,2425.86,3845.71,641.14,297.74,6.4,304.14,337.0,29.77,-15.496,-2.5794,0.015,218.08,1.13,73.97,75.1,142.98,,
Brazil,2020-04-02,213153845,8717,,,8044,2438,18454,324,54699,18778,35921,982.0,6677.57,2725.57,50.0,2775.57,3902.0,632.97,328.0,6.8,334.8,298.17,-8.12,-16.7634,-1.7829,0.0173,256.62,1.52,86.58,88.1,168.52,,
Brazil,2020-04-03,213153845,8717,,,9056,2883,21685,359,61581,22044,39537,1083.14,7365.43,3072.43,57.86,3130.29,4235.14,717.89,352.97,8.91,361.89,356.0,11.81,-12.3931,2.07,0.0163,288.9,1.68,101.73,103.42,185.49,,
Brazil,2020-04-04,213153845,8717,,,10360,3325,25193,445,70448,25638,44810,1188.14,8079.29,3446.0,69.29,3515.29,4564.0,697.89,385.94,8.34,394.29,303.6,-20.0114,-19.6309,-0.6992,0.0174,330.5,2.09,118.19,120.28,210.22,,
Brazil,2020-04-05,213153845,8717,,,11130,3883,29226,486,75684,29712,45972,1333.43,9067.29,3847.43,82.71,3930.14,5137.14,720.4,411.91,9.94,421.86,298.54,-19.9257,-17.1211,2.88,0.0164,355.07,2.28,137.11,139.39,215.68,,
Brazil,2020-04-06,213153845,8717,,,12161,4420,33327,564,82695,33891,48804,1435.43,9761.0,4307.86,89.43,4397.29,5363.71,541.09,441.17,7.83,449.0,92.09,-68.3886,-18.992,3.64,0.0166,387.96,2.65,156.35,159.0,228.96,,
Brazil,2020-04-07,213153845,8717,62985.0,samples tested,14034,4950,37642,686,95431,38328,57103,1511.71,10279.57,4785.14,99.71,4884.86,5394.71,533.34,450.17,7.2,457.37,75.97,-93.7257,-2.3634,10.9,0.0179,447.71,3.22,176.6,179.81,267.9,4.49,295.49
Brazil,2020-04-08,213153845,8717,,samples tested,16170,5581,42700,819,109956,43519,66437,1481.0,10070.86,5278.29,97.0,5375.29,4695.57,375.94,459.0,5.29,464.29,-88.3429,-83.1486,5.83,13.47,0.0188,515.85,3.84,200.32,204.17,311.69,,
Brazil,2020-04-09,213153845,8717,,samples tested,18092,6338,48609,950,123026,49559,73467,1580.29,10746.0,5696.86,105.29,5802.14,4943.86,229.26,449.94,6.29,456.23,-226.9714,-31.8286,34.87,12.71,0.0192,577.17,4.46,228.05,232.5,344.67,,
Brazil,2020-04-10,213153845,8717,,samples tested,19638,7213,55181,1057,133538,56238,77300,1609.86,10947.0,6142.43,109.14,6251.57,4695.43,304.66,429.34,6.26,435.6,-130.9429,9.21,50.25,7.21,0.0188,626.49,4.96,258.88,263.84,362.65,,
Brazil,2020-04-11,213153845,8717,,samples tested,20727,8180,62141,1124,140944,63265,77679,1604.0,10907.29,6557.57,120.86,6678.43,4228.86,381.94,415.26,8.43,423.69,-41.7429,105.96,44.57,-0.8949,0.0178,661.23,5.27,291.53,296.8,364.43,,
Brazil,2020-04-12,213153845,8717,,samples tested,22192,9119,69104,1223,150906,70327,80579,1735.71,11802.86,6931.86,131.0,7062.86,4740.0,579.37,409.97,9.91,419.89,159.49,157.52,33.71,-12.7383,0.0174,707.97,5.74,324.2,329.94,378.03,,
Brazil,2020-04-13,213153845,8717,,samples tested,23430,10091,76324,1328,159324,77652,81672,1761.86,11980.57,7354.57,139.14,7493.71,4486.86,905.74,421.09,13.31,434.4,471.34,139.69,1.35,-18.4254,0.0171,747.46,6.23,358.07,364.3,383.16,,
Brazil,2020-04-14,213153845,8717,,samples tested,25262,10979,83545,1532,171782,85077,86705,2006.29,13642.86,7746.71,154.86,7901.57,5741.29,1016.86,466.0,11.23,477.23,539.63,136.7,-28.8217,-14.2053,0.018,805.91,7.19,391.95,399.13,406.77,,
Brazil,2020-04-15,213153845,8717,,samples tested,28320,11934,91223,1736,192576,92959,99617,2275.86,15475.71,8247.86,175.71,8423.57,7052.14,1003.09,516.54,9.77,526.31,476.77,15.97,-41.8777,-10.4295,0.0187,903.46,8.14,427.97,436.11,467.35,,
Brazil,2020-04-16,213153845,8717,,samples tested,30425,13078,100091,1924,206890,102015,104875,2351.71,15991.57,8887.57,177.0,9064.57,6927.0,1065.46,562.94,6.71,569.66,495.8,-38.1486,-26.4594,8.22,0.0189,970.61,9.03,469.57,478.6,492.02,,
Brazil,2020-04-17,213153845,8717,,samples tested,33682,14263,109408,2141,229038,111549,117489,2473.29,16818.29,9514.57,179.86,9694.43,7123.86,659.2,612.29,2.46,614.74,44.46,-51.8686,-18.4411,17.96,0.0192,1074.52,10.04,513.28,523.33,551.19,,
Brazil,2020-04-18,213153845,8717,,samples tested,36658,15621,119876,2354,249274,122230,127044,2545.29,17307.86,10169.29,172.71,10342.0,6965.86,715.0,613.71,5.06,618.77,96.23,7.39,42.45,25.48,0.0193,1169.46,11.04,562.39,573.44,596.02,,
Brazil,2020-04-19,213153845,8717,,samples tested,38654,17211,131317,2462,262847,133779,129068,2491.0,16938.86,10808.14,167.14,10975.29,5963.57,757.51,618.29,9.26,627.54,129.97,44.5,60.98,19.19,0.0184,1233.13,11.55,616.07,627.62,605.52,,
Brazil,2020-04-20,213153845,8717,132467.0,samples tested,40743,18812,142926,2587,277052,145513,131539,2801.57,19050.71,11316.43,201.0,11517.43,7533.29,1040.03,626.66,12.69,639.34,400.69,228.21,85.51,12.92,0.0178,1299.77,12.14,670.53,682.67,617.11,3.25,621.46
Brazil,2020-04-21,213153845,8717,132467.0,samples tested,43079,20416,154730,2741,292937,157471,135466,2908.71,19779.14,11979.0,223.29,12202.29,7576.86,1287.94,658.2,17.57,675.77,612.17,266.75,69.49,-14.8098,0.0174,1374.3,12.86,725.91,738.77,635.53,3.07,621.46
Brazil,2020-04-22,213153845,8717,132467.0,samples tested,45757,22063,166880,2906,311148,169786,141362,3238.0,22018.43,12647.86,243.29,12891.14,9127.29,1800.26,707.23,24.17,731.4,1068.86,375.67,46.15,-25.9355,0.0171,1459.73,13.63,782.91,796.54,663.19,2.9,621.46
Brazil,2020-04-23,213153845,8717,132467.0,samples tested,50036,23527,179306,3331,340245,182637,157608,3492.29,23747.57,13460.29,260.57,13720.86,10026.71,2048.74,801.86,26.71,828.57,1220.17,354.84,-31.6,-41.9534,0.0182,1596.24,15.63,841.2,856.83,739.41,2.65,621.46
Brazil,2020-04-24,213153845,8717,132467.0,samples tested,54043,25261,193261,3704,367492,196965,170527,3814.71,25940.14,14344.29,288.0,14632.29,11307.86,2635.89,909.69,29.83,939.51,1696.37,275.26,-68.6983,-42.7269,0.0188,1724.07,17.38,906.67,924.05,800.02,2.45,621.46
Brazil,2020-04-25,213153845,8717,132467.0,samples tested,59324,27188,208411,4057,403403,212468,190935,4308.0,29294.43,15325.71,334.57,15660.29,13634.14,2814.23,1065.94,27.77,1093.71,1720.51,70.21,-124.2583,-27.9289,0.0191,1892.54,19.03,977.75,996.78,895.76,2.23,621.46
Brazil,2020-04-26,213153845,8717,132467.0,samples tested,63100,29512,225539,4286,429080,229825,199255,4846.86,32958.57,16527.43,372.43,16899.86,16058.71,2664.26,1224.89,25.26,1250.14,1414.11,-76.7429,-144.144,3.1,0.0186,2013.01,20.11,1058.1,1078.21,934.79,2.1,621.46
Brazil,2020-04-27,213153845,8717,132467.0,samples tested,67446,31859,243336,4603,458633,247939,210694,5307.29,36089.57,17977.57,382.14,18359.71,17729.86,2151.31,1359.03,19.66,1378.69,772.63,-245.6171,-93.4914,28.3,0.0186,2151.65,21.59,1141.6,1163.19,988.46,1.96,621.46
Brazil,2020-04-28,213153845,8717,132467.0,samples tested,73235,34195,262010,5083,497998,267093,230905,5451.29,37068.86,19584.71,386.86,19971.57,17097.29,1665.03,1436.86,12.09,1448.94,216.09,-365.88,-16.0869,51.06,0.019,2336.33,23.85,1229.21,1253.05,1083.28,1.81,621.46
Brazil,2020-04-29,213153845,8717,132467.0,samples tested,79685,36852,282572,5513,541858,288085,253773,5396.57,36696.71,21139.43,386.29,21525.71,15171.0,1407.8,1464.09,4.49,1468.57,-60.7714,-192.1943,72.83,64.58,0.0191,2542.1,25.86,1325.67,1351.54,1190.56,1.66,621.46
Brazil,2020-04-30,213153845,8717,132467.0,samples tested,87187,39752,305149,6006,592872,311155,281717,5532.29,37619.57,22510.0,395.0,22905.0,14714.57,984.83,1457.91,5.14,1463.06,-478.2286,-10.2229,131.04,34.59,0.0193,2781.43,28.18,1431.59,1459.77,1321.66,1.52,621.46
Brazil,2020-05-01,213153845,8717,132467.0,samples tested,92202,43112,330354,6412,626974,336766,290208,5882.0,39997.57,23847.86,394.86,24242.71,15754.86,1703.29,1409.06,10.49,1419.54,283.74,287.38,178.74,8.85,0.019,2941.42,30.08,1549.84,1579.92,1361.5,1.44,621.46
Brazil,2020-05-02,213153845,8717,132467.0,samples tested,97100,46643,356387,6761,660280,363148,297132,6031.43,41013.71,25267.14,407.86,25675.0,15338.71,2100.2,1431.66,13.71,1445.37,654.83,409.59,79.48,-37.1451,0.0186,3097.67,31.72,1671.97,1703.69,1393.98,1.36,621.46
Brazil,2020-05-03,213153845,8717,132467.0,samples tested,101826,50325,383109,7051,692417,390160,302257,6703.71,45585.29,26630.0,439.29,27069.29,18516.0,3101.94,1480.89,24.0,1504.89,1597.06,527.83,28.18,-57.1342,0.0181,3248.44,33.08,1797.34,1830.42,1418.02,1.3,621.46
Brazil,2020-05-04,213153845,8717,132467.0,samples tested,108620,54050,410271,7367,738616,417638,320978,6940.86,47197.71,28297.71,454.86,28752.57,18445.14,3455.77,1617.77,32.31,1650.09,1805.69,205.21,-112.9006,-66.3879,0.0176,3465.18,34.56,1924.76,1959.33,1505.85,1.22,621.46
Brazil,2020-05-05,213153845,8717,132467.0,samples tested,115455,57771,438880,7938,785094,446818,338276,7813.14,53129.29,29914.43,515.0,30429.43,22699.86,3624.0,1779.46,34.77,1814.23,1809.77,130.69,-154.6286,-20.3303,0.0178,3683.23,37.24,2058.98,2096.22,1587.0,1.15,621.46
Brazil,2020-05-06,213153845,8717,132467.0,samples tested,126611,61643,468982,8588,860955,477570,383385,8423.0,57276.43,31936.71,556.43,32493.14,24783.29,2729.31,1944.17,34.6,1978.77,750.54,-277.12,-153.1966,-8.6117,0.018,4039.12,40.29,2200.2,2240.49,1798.63,1.05,621.46
Brazil,2020-05-07,213153845,8717,132467.0,samples tested,135773,66166,503233,9190,923256,512423,410833,8696.14,59133.71,34164.43,581.71,34746.14,24387.57,2753.63,2008.74,38.26,2047.0,706.63,-363.5486,-22.1714,54.51,0.0179,4331.41,43.11,2360.89,2404.01,1927.4,0.976,621.46
