Date,State,Confirmed,Deaths,Recovered,Order For Place,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-04-10,PI,41,7,612,22,3305959,22,36.0,1476,619,857,4.57,164.57,89.29,0.571,89.86,74.71,34.97,19.77,-0.0286,19.74,15.23,8.43,,,0.0113,446.47,2.12,185.12,187.24,259.23
2020-04-11,PI,44,7,701,23,3305959,22,36.0,1584,708,876,6.29,226.29,125.0,0.429,125.43,100.86,43.2,23.46,-0.0571,23.4,19.8,11.31,,,0.0099,479.13,2.12,212.04,214.16,264.98
2020-04-12,PI,51,7,843,24,3305959,22,36.0,1836,850,986,7.57,272.57,146.29,0.286,146.57,126.0,56.57,28.66,-0.0286,28.63,27.94,8.23,-0.1234,,0.0082,555.36,2.12,254.99,257.11,298.25
2020-04-13,PI,58,8,1003,25,3305959,22,36.0,2088,1011,1077,8.86,318.86,173.14,0.143,173.29,145.57,69.94,33.6,-0.0286,33.57,36.37,8.43,-2.1394,,0.0079,631.59,2.42,303.39,305.81,325.78
2020-04-14,PI,75,8,1317,26,3305959,22,36.0,2700,1325,1375,11.71,421.71,215.86,0.286,216.14,205.57,64.8,32.37,0.0571,32.43,32.37,5.55,-2.8389,,0.006,816.71,2.42,398.37,400.79,415.92
2020-04-15,PI,91,8,1557,27,3305959,22,36.0,3276,1565,1711,14.29,514.29,257.29,0.429,257.71,256.57,77.14,41.11,0.114,41.23,35.91,-2.2629,-1.4811,-0.1481,0.0051,990.94,2.42,470.97,473.39,517.55
2020-04-16,PI,102,8,1783,28,3305959,22,36.0,3672,1791,1881,15.29,550.29,286.86,0.714,287.57,262.71,70.97,40.03,0.171,40.2,30.77,-2.88,-2.3451,0.946,0.0045,1110.72,2.42,539.33,541.75,568.97
2020-04-17,PI,123,9,2123,29,3305959,22,36.0,4428,2132,2296,18.29,658.29,351.86,0.857,352.71,305.57,45.26,32.43,0.143,32.57,12.69,0.823,-0.864,1.01,0.0042,1339.4,2.72,642.17,644.9,694.5
2020-04-18,PI,144,10,2502,30,3305959,22,36.0,5184,2512,2672,18.71,673.71,373.29,1.0,374.29,299.43,55.54,36.83,0.143,36.97,18.57,-3.2914,2.59,0.716,0.004,1568.08,3.02,756.82,759.84,808.24
2020-04-19,PI,158,12,2851,31,3305959,22,36.0,5688,2863,2825,18.0,648.0,378.0,1.0,379.0,269.0,68.91,43.17,0.0857,43.26,25.66,1.23,2.22,1.41,0.0042,1720.53,3.63,862.38,866.01,854.52
2020-04-20,PI,186,14,3466,32,3305959,22,36.0,6696,3480,3216,22.0,792.0,441.43,1.14,442.57,349.43,60.69,34.66,0.0571,34.71,25.97,10.7,2.1,0.839,0.004,2025.43,4.23,1048.41,1052.64,972.79
2020-04-21,PI,206,15,3930,33,3305959,22,36.0,7416,3945,3471,24.86,894.86,502.71,1.14,503.86,391.0,77.14,41.37,0.0286,41.4,35.74,8.23,4.69,-0.181,0.0038,2243.22,4.54,1188.76,1193.3,1049.92
2020-04-22,PI,217,15,4203,34,3305959,22,36.0,7812,4218,3594,26.71,961.71,525.14,1.14,526.29,435.43,98.74,48.8,0.0,48.8,49.94,11.31,3.33,-0.1317,0.0036,2363.01,4.54,1271.34,1275.88,1087.13
2020-04-23,PI,256,16,4873,35,3305959,22,36.0,9216,4889,4327,29.43,1059.43,580.14,1.14,581.29,478.14,96.69,45.97,0.0286,46.0,50.69,20.16,1.69,-0.469,0.0033,2787.69,4.84,1474.0,1478.84,1308.85
2020-04-24,PI,297,17,5642,36,3305959,22,36.0,10692,5659,5033,31.71,1141.71,622.0,1.0,623.0,518.71,125.49,55.51,0.0286,55.54,69.94,17.9,1.56,-1.7938,0.003,3234.16,5.14,1706.62,1711.76,1522.4
2020-04-25,PI,331,18,6178,37,3305959,22,36.0,11916,6196,5720,35.43,1275.43,671.29,1.29,672.57,602.86,161.49,74.51,0.0,74.51,86.97,19.13,-0.2469,-1.3166,0.0029,3604.4,5.44,1868.75,1874.19,1730.21
2020-04-26,PI,364,20,6912,38,3305959,22,36.0,13104,6932,6172,42.29,1522.29,780.29,1.29,781.57,740.71,166.63,84.43,0.0286,84.46,82.17,16.05,-4.2789,-1.6704,0.0029,3963.75,6.05,2090.77,2096.82,1866.93
2020-04-27,PI,408,21,7820,39,3305959,22,36.0,14688,7841,6847,49.14,1769.14,897.71,1.14,898.86,870.29,194.4,112.43,0.0857,112.51,81.89,10.08,-3.2503,-1.152,0.0027,4442.89,6.35,2365.43,2371.78,2071.11
2020-04-28,PI,454,24,8629,40,3305959,22,36.0,16344,8653,7691,52.57,1892.57,1002.29,1.29,1003.57,889.0,176.91,115.91,-0.0286,115.89,61.03,-1.2343,-6.6651,-1.1931,0.0028,4943.8,7.26,2610.14,2617.39,2326.41
2020-04-29,PI,513,24,9665,41,3305959,22,36.0,18468,9689,8779,58.71,2113.71,1184.14,1.43,1185.57,928.14,175.89,122.06,-0.0286,122.03,53.86,1.65,-4.1966,0.0987,0.0025,5586.28,7.26,2923.51,2930.77,2655.51
2020-04-30,PI,600,24,11157,42,3305959,22,36.0,21600,11181,10419,60.0,2160.0,1250.86,1.14,1252.0,908.0,155.31,121.37,-0.0571,121.31,34.0,-14.1943,-6.2126,-0.5678,0.0021,6533.66,7.26,3374.81,3382.07,3151.58
2020-05-01,PI,665,26,12658,43,3305959,22,36.0,23940,12684,11256,66.71,2401.71,1390.57,1.14,1391.71,1010.0,174.86,114.2,0.0571,114.26,60.6,-4.9371,-3.7851,2.0,0.002,7241.47,7.86,3828.84,3836.71,3404.76
2020-05-02,PI,742,28,14467,44,3305959,22,36.0,26712,14495,12217,70.71,2545.71,1504.57,0.857,1505.43,1040.29,123.43,80.57,0.0857,80.66,42.77,-20.9829,-6.0891,1.18,0.0019,8079.96,8.47,4376.04,4384.51,3695.45
2020-05-03,PI,784,28,15668,45,3305959,22,36.0,28224,15696,12528,76.86,2766.86,1573.29,1.57,1574.86,1192.0,152.23,75.77,0.114,75.89,76.34,-20.16,3.33,3.47,0.0018,8537.31,8.47,4739.32,4747.79,3789.52
2020-05-04,PI,875,29,17554,46,3305959,22,36.0,31500,17583,13917,75.86,2730.86,1587.0,1.86,1588.86,1142.0,70.97,29.29,0.171,29.46,41.51,-28.8,1.69,3.63,0.0016,9528.25,8.77,5309.81,5318.58,4209.67
2020-05-05,PI,949,30,19161,47,3305959,22,36.0,34164,19191,14973,81.14,2921.14,1629.71,1.71,1631.43,1289.71,54.51,24.49,0.314,24.8,29.71,2.47,11.15,5.46,0.0016,10334.07,9.07,5795.9,5804.97,4529.09
2020-05-06,PI,1051,35,20678,48,3305959,22,36.0,37836,20713,17123,76.57,2756.57,1537.0,2.0,1539.0,1217.57,30.86,42.03,0.257,42.29,-11.4286,3.5,14.36,0.551,0.0017,11444.79,10.59,6254.77,6265.35,5179.44
2020-05-07,PI,1131,37,22266,49,3305959,22,36.0,40716,22303,18413,78.29,2818.29,1627.0,2.43,1629.43,1188.86,135.77,105.91,0.4,106.31,29.46,34.77,21.23,0.337,0.0017,12315.94,11.19,6735.11,6746.3,5569.64
2020-05-08,PI,1233,38,24066,50,3305959,22,36.0,44388,24104,20284,81.14,2921.14,1783.43,2.86,1786.29,1134.86,169.71,152.83,0.371,153.2,16.51,51.63,6.09,-3.5136,0.0016,13426.66,11.49,7279.58,7291.08,6135.59
2020-05-09,PI,1278,42,25226,51,3305959,22,36.0,46008,25268,20740,94.71,3409.71,2116.57,3.86,2120.43,1289.29,244.8,192.54,0.257,192.8,52.0,77.35,3.37,-5.6613,0.0017,13916.69,12.7,7630.46,7643.17,6273.52
2020-05-10,PI,1332,45,27057,52,3305959,22,36.0,47952,27102,20850,104.71,3769.71,2393.86,3.57,2397.43,1372.29,312.69,206.74,0.286,207.03,105.66,32.91,-6.4183,-9.0761,0.0017,14504.72,13.61,8184.31,8197.92,6306.79
2020-05-11,PI,1443,49,30038,53,3305959,22,36.0,51948,30087,21861,110.57,3980.57,2499.71,3.29,2503.0,1477.57,417.6,248.63,0.286,248.91,168.69,20.37,-13.9474,-3.1433,0.0016,15713.44,14.82,9086.02,9100.84,6612.6
2020-05-12,PI,1612,57,33977,54,3305959,22,36.0,58032,34034,23998,121.71,4381.71,2660.71,3.86,2664.57,1717.14,300.34,194.34,0.229,194.57,105.77,2.67,-24.1509,-2.5015,0.0017,17553.76,17.24,10277.5,10294.74,7259.01
2020-05-13,PI,1784,60,37435,55,3305959,22,36.0,64224,37495,26729,139.14,5009.14,3026.57,4.29,3030.86,1978.29,271.54,149.2,0.314,149.51,122.03,-18.1029,-9.6274,1.07,0.0016,19426.74,18.15,11323.49,11341.64,8085.1
2020-05-14,PI,1905,60,39764,56,3305959,22,36.0,68580,39824,28756,136.43,4911.43,3088.29,5.0,3093.29,1818.14,258.17,129.14,0.2,129.34,128.83,-43.4057,-9.1337,3.48,0.0015,20744.36,18.15,12027.98,12046.13,8698.23
2020-05-15,PI,2085,65,42691,57,3305959,22,36.0,75060,42756,32304,142.43,5127.43,3139.86,5.14,3145.0,1982.43,222.17,110.66,0.114,110.77,111.4,-15.2229,-1.0697,6.28,0.0015,22704.46,19.66,12913.35,12933.01,9771.45
2020-05-16,PI,2252,72,46412,58,3305959,22,36.0,81072,46484,34588,146.43,5271.43,3145.43,4.29,3149.71,2121.71,200.57,103.03,0.0857,103.11,97.46,-25.3029,3.46,2.53,0.0015,24522.99,21.78,14038.89,14060.67,10462.32
2020-05-17,PI,2287,80,48675,59,3305959,22,36.0,82332,48755,33577,152.57,5492.57,3214.0,4.43,3218.43,2274.14,224.23,110.06,-0.0286,110.03,114.2,-2.6743,7.24,4.07,0.0016,24904.12,24.2,14723.41,14747.61,10156.51
2020-05-18,PI,2440,85,52017,60,3305959,22,36.0,87840,52102,35738,167.0,6012.0,3541.71,4.71,3546.43,2465.57,145.03,99.03,-0.0286,99.0,46.03,-0.8229,3.04,0.206,0.0016,26570.2,25.71,15734.31,15760.03,10810.18
2020-05-19,PI,2637,87,55995,61,3305959,22,36.0,94932,56082,38850,167.57,6032.57,3638.57,4.86,3643.43,2389.14,244.8,163.89,0.0,163.89,80.91,-7.2,11.23,-0.2551,0.0016,28715.42,26.32,16937.6,16963.91,11751.51
2020-05-20,PI,2852,91,59933,62,3305959,22,36.0,102672,60024,42648,162.57,5852.57,3635.0,5.0,3640.0,2212.57,218.06,219.86,0.0857,219.94,-1.8857,0.0,-0.0411,-0.5019,0.0015,31056.65,27.53,18128.78,18156.31,12900.34
2020-05-21,PI,3074,93,64556,63,3305959,22,36.0,110664,64649,46015,180.43,6495.43,3964.86,4.29,3969.14,2526.29,164.57,224.74,0.4,225.14,-60.5714,30.86,2.18,0.848,0.0014,33474.1,28.13,19527.16,19555.29,13918.81
2020-05-22,PI,3258,99,68161,64,3305959,22,36.0,117288,68260,49028,182.86,6582.86,4313.29,4.86,4318.14,2264.71,224.23,272.86,0.371,273.23,-49.0,-2.88,4.73,-2.3122,0.0015,35477.75,29.95,20617.62,20647.56,14830.19
2020-05-23,PI,3390,107,71857,65,3305959,22,36.0,122040,71964,50076,189.86,6834.86,4665.43,6.71,4672.14,2162.71,299.31,279.46,0.514,279.97,19.34,10.08,7.28,1.03,0.0015,36915.16,32.37,21735.6,21767.97,15147.19
2020-05-24,PI,3550,110,76429,66,3305959,22,36.0,127800,76539,51261,198.71,7153.71,5002.86,6.71,5009.57,2144.14,230.4,246.0,0.8,246.8,-16.4,16.46,-0.3291,2.55,0.0014,38657.47,33.27,23118.56,23151.83,15505.64
2020-05-25,PI,3720,119,82210,67,3305959,22,36.0,133920,82329,51591,204.14,7349.14,5032.29,7.57,5039.86,2309.29,268.46,143.31,0.571,143.89,124.57,36.41,5.1,2.93,0.0014,40508.67,36.0,24867.22,24903.21,15605.46
2020-05-26,PI,3966,134,88653,68,3305959,22,36.0,142776,88787,53989,212.43,7647.43,5194.86,8.29,5203.14,2444.29,246.86,137.77,0.314,138.09,108.77,29.21,14.93,0.0987,0.0015,43187.47,40.53,26816.12,26856.65,16330.81
2020-05-27,PI,4243,138,94953,69,3305959,22,36.0,152748,95091,57657,220.14,7925.14,5029.86,7.71,5037.57,2887.57,406.29,262.06,0.4,262.46,143.83,22.63,19.38,0.601,0.0015,46203.84,41.74,28721.77,28763.51,17440.33
2020-05-28,PI,4503,146,99782,70,3305959,22,36.0,162108,99928,62180,224.14,8069.14,5354.29,8.29,5362.57,2706.57,445.37,266.09,0.143,266.23,179.14,84.75,7.78,0.263,0.0015,49035.09,44.16,30182.47,30226.63,18808.46
2020-05-29,PI,4745,157,104525,71,3305959,22,36.0,170820,104682,66138,255.14,9185.14,6313.14,8.71,6321.86,2863.29,343.54,205.09,0.171,205.26,138.29,113.35,2.67,-9.3065,0.0015,51670.33,47.49,31617.15,31664.64,20005.69
2020-05-30,PI,4931,161,107066,72,3305959,22,36.0,177516,107227,70289,266.0,9576.0,6362.71,8.29,6371.0,3205.0,692.23,517.86,0.486,518.34,173.89,75.29,6.42,-11.6352,0.0015,53695.77,48.7,32385.76,32434.46,21261.3
2020-05-31,PI,5119,168,113909,73,3305959,22,36.0,184284,114077,70207,260.14,9365.14,6220.29,9.14,6229.43,3135.71,813.6,575.71,0.257,575.97,237.63,42.58,-31.5977,-10.2281,0.0015,55742.98,50.82,34455.66,34506.48,21236.5
2020-06-01,PI,5506,180,126402,74,3305959,22,36.0,198216,126582,71634,316.29,11386.29,7619.14,10.14,7629.29,3757.0,782.74,598.37,0.486,598.86,183.89,54.72,-38.7977,-5.7106,0.0014,59957.19,54.45,38234.59,38289.04,21668.15
2020-06-02,PI,5828,192,133192,75,3305959,22,36.0,209808,133384,76424,337.14,12137.14,8232.86,9.57,8242.43,3894.71,658.29,594.51,0.8,595.31,62.97,-73.2343,-43.3646,-6.3195,0.0014,63463.58,58.08,40288.46,40346.54,23117.04
2020-06-03,PI,6064,202,138495,76,3305959,22,36.0,218304,138697,79607,363.86,13098.86,9305.0,11.14,9316.14,3782.71,617.14,599.51,0.6,600.11,17.03,-80.64,-25.8789,8.33,0.0015,66033.49,61.1,41892.53,41953.64,24079.85
2020-06-04,PI,6717,217,153116,77,3305959,22,36.0,241812,153333,88479,357.43,12867.43,9335.29,12.29,9347.57,3519.86,326.06,414.37,0.571,414.94,-88.8857,-141.5314,-25.1794,9.31,0.0014,73144.28,65.64,46315.15,46380.79,26763.49
2020-06-05,PI,7105,224,162155,78,3305959,22,36.0,255780,162379,93401,345.86,12450.86,9217.86,12.14,9230.0,3220.86,410.4,456.06,0.857,456.91,-46.5143,-86.8114,10.04,18.51,0.0014,77369.38,67.76,49049.31,49117.06,28252.32
2020-06-06,PI,7478,239,172201,79,3305959,22,36.0,269208,172440,96768,361.57,13016.57,9691.0,13.0,9704.0,3312.57,75.09,206.11,0.629,206.74,-131.6571,-71.1771,7.73,11.43,0.0014,81431.14,72.29,52088.06,52160.36,29270.78
2020-06-07,PI,7621,254,179256,80,3305959,22,36.0,274356,179510,94846,394.14,14189.14,10513.14,13.86,10527.0,3662.14,224.23,352.17,0.714,352.89,-128.6571,-23.04,49.17,10.36,0.0014,82988.33,76.83,54222.09,54298.92,28689.41
2020-06-08,PI,7927,265,190927,81,3305959,22,36.0,285372,191192,94180,374.29,13474.29,10335.57,14.29,10349.86,3124.43,261.26,427.6,1.03,428.63,-167.3714,-41.9657,31.27,7.53,0.0014,86320.49,80.16,57752.38,57832.54,28487.95
2020-06-09,PI,8359,283,201029,82,3305959,22,36.0,300924,201312,99612,388.57,13988.57,11096.14,15.86,11112.0,2876.57,210.86,420.2,0.829,421.03,-210.1714,104.3,26.62,8.05,0.0014,91024.72,85.6,60808.07,60893.68,30131.05
2020-06-10,PI,8823,299,212087,83,3305959,22,36.0,317628,212386,105242,382.14,13757.14,11355.86,17.29,11373.14,2384.0,200.57,407.14,0.886,408.03,-207.4571,69.53,47.68,-11.2155,0.0014,96077.42,90.44,64152.94,64243.39,31834.03
2020-06-11,PI,9337,317,225465,84,3305959,22,36.0,336132,225782,110350,390.86,14070.86,11792.0,17.14,11809.14,2261.71,596.57,621.97,0.429,622.4,-25.8286,61.92,47.97,-4.4599,0.0014,101674.58,95.89,68199.58,68295.46,33379.12
2020-06-12,PI,9825,335,239828,85,3305959,22,36.0,353700,240163,113537,422.0,15192.0,12548.86,18.29,12567.14,2624.86,571.89,559.86,0.314,560.17,11.71,215.38,-6.912,-0.5349,0.0014,106988.62,101.33,72544.15,72645.49,34343.14
2020-06-13,PI,10153,360,251692,86,3305959,22,36.0,365508,252052,113456,457.14,16457.14,13445.43,16.43,13461.86,2995.29,570.86,577.77,-0.0857,577.69,-6.8286,197.9,8.97,-20.2834,0.0014,110560.35,108.89,76132.83,76241.72,34318.63
2020-06-14,PI,10357,374,261800,87,3305959,22,36.0,372852,262174,110678,468.0,16848.0,13895.43,17.43,13912.86,2935.14,1287.77,794.63,0.114,794.74,493.03,69.74,23.95,-15.9634,0.0014,112781.8,113.13,79190.33,79303.46,33478.33
2020-06-15,PI,10881,393,278769,88,3305959,22,36.0,391716,279162,112554,461.43,16611.43,14244.71,16.86,14261.57,2349.86,1190.06,668.11,-0.0857,668.03,522.03,114.38,-53.7326,-2.9376,0.0014,118487.86,118.88,84323.19,84442.06,34045.79
2020-06-16,PI,11559,398,295147,89,3305959,22,36.0,416124,295545,120579,569.71,20509.71,15765.14,17.71,15782.86,4726.86,945.26,583.63,0.371,584.0,361.26,181.65,-31.8446,-11.3554,0.0013,125870.89,120.39,89277.27,89397.66,36473.23
2020-06-17,PI,12099,421,309355,90,3305959,22,36.0,435564,309776,125788,587.29,21142.29,15889.43,17.86,15907.29,5235.0,1143.77,740.11,0.0571,740.17,403.6,-53.28,-21.6,-18.8763,0.0014,131751.18,127.35,93574.97,93702.31,38048.87
2020-06-18,PI,12567,435,325178,91,3305959,22,36.0,452412,325613,126799,588.43,21183.43,16363.57,18.29,16381.86,4801.57,1479.09,886.03,0.514,886.54,592.54,38.67,-47.808,6.12,0.0013,136847.43,131.58,98361.17,98492.75,38354.68
2020-06-19,PI,13813,459,350184,92,3305959,22,36.0,497268,350643,146625,626.86,22566.86,17596.0,17.71,17613.71,4953.14,1021.37,761.86,0.0286,761.89,259.49,-38.2629,-70.4366,-3.1515,0.0013,150415.66,138.84,105925.09,106063.93,44351.73
2020-06-20,PI,14264,485,362918,93,3305959,22,36.0,513504,363403,150101,666.86,24006.86,18674.86,19.43,18694.29,5312.57,1383.43,992.4,0.4,992.8,390.63,-124.6629,-23.1223,11.13,0.0013,155326.79,146.7,109776.92,109923.63,45403.16
2020-06-21,PI,14476,502,376345,94,3305959,22,36.0,521136,376847,144289,711.57,25616.57,19574.43,17.86,19592.29,6024.29,753.94,599.8,0.143,599.94,154.0,-170.5371,-47.6023,22.39,0.0013,157635.35,151.85,113838.37,113990.22,43645.13
2020-06-22,PI,15269,517,401941,95,3305959,22,36.0,549684,402458,147226,779.43,28059.43,20851.43,19.86,20871.29,7188.14,520.46,407.11,0.171,407.29,113.17,-168.8914,34.07,29.22,0.0013,166270.66,156.38,121580.76,121737.14,44533.52
2020-06-23,PI,16227,534,425871,96,3305959,22,36.0,584172,426405,157767,693.14,24953.14,19362.57,19.0,19381.57,5571.57,626.4,402.66,0.143,402.8,223.6,-199.3371,64.14,24.51,0.0013,176702.74,161.53,128819.2,128980.73,47722.01
2020-06-24,PI,17080,546,446376,97,3305959,22,36.0,614880,446922,167958,699.14,25169.14,19631.57,18.57,19650.14,5519.0,176.91,215.26,0.6,215.86,-38.9429,132.07,75.66,22.02,0.0012,185991.42,165.16,135021.64,135186.79,50804.62
2020-06-25,PI,18023,574,471138,98,3305959,22,36.0,648828,471712,177116,753.86,27138.86,20688.14,20.14,20708.29,6430.57,386.74,624.4,0.371,624.77,-238.0286,196.05,99.44,-16.2926,0.0012,196260.15,173.63,142511.75,142685.38,53574.77
2020-06-26,PI,18665,592,485722,99,3305959,22,36.0,671940,486314,185626,736.14,26501.14,20650.71,20.86,20671.57,5829.57,1414.29,1237.57,0.514,1238.09,176.2,207.77,62.5,-32.6839,0.0012,203251.16,179.07,146923.18,147102.25,56148.91
2020-06-27,PI,19158,615,500339,100,3305959,22,36.0,689688,500954,188734,833.14,29993.14,23973.43,21.71,23995.14,5998.0,1500.69,1243.74,0.629,1244.37,256.31,328.32,-47.3966,,0.0012,208619.65,186.03,151344.59,151530.61,57089.03
2020-06-28,PI,19753,643,521162,101,3305959,22,36.0,711108,521805,189303,889.57,32024.57,25550.43,21.57,25572.0,6452.57,1665.26,1568.46,0.829,1569.29,95.97,113.14,-99.2777,,0.0012,215098.86,194.5,157643.21,157837.71,57261.15
2020-06-29,PI,20422,663,546496,102,3305959,22,36.0,735192,547159,188033,907.57,32672.57,25850.29,21.71,25872.0,6800.57,1818.51,1667.86,0.657,1668.51,150.0,-104.9143,,,0.0012,222383.88,200.55,165306.35,165506.89,56876.99
2020-06-30,PI,22059,686,593685,103,3305959,22,36.0,794124,594371,199753,985.14,35465.14,28530.43,24.29,28554.71,6910.43,952.46,1007.97,0.4,1008.37,-55.9143,-300.3429,,,0.0012,240209.88,207.5,179580.27,179787.77,60422.1
2020-07-01,PI,23307,697,625229,104,3305959,22,36.0,839052,625926,213126,988.71,35593.71,28990.0,24.14,29014.14,6579.57,889.71,1082.97,0.571,1083.54,-193.8286,,,,0.0011,253799.88,210.83,189121.83,189332.66,64467.22
2020-07-02,PI,24376,726,652090,105,3305959,22,36.0,877536,652816,224720,965.43,34755.43,29013.29,23.71,29037.0,5718.43,-1.0286,352.03,0.571,352.6,-353.6286,,,,0.0011,265440.68,219.6,197246.85,197466.45,67974.22
2020-07-03,PI,25561,762,685435,106,3305959,22,36.0,920196,686197,233999,1013.14,36473.14,30965.29,24.43,30989.71,5483.43,,,,,,,,,0.0011,278344.65,230.49,207333.18,207563.68,70780.97
2020-07-04,PI,26079,784,703269,107,3305959,22,36.0,938844,704053,234791,907.43,32667.43,27610.43,24.57,27635.0,5032.43,,,,,,,,,0.0011,283985.37,237.15,212727.68,212964.83,71020.54
2020-07-05,PI,26511,809,724255,108,3305959,22,36.0,954396,725064,229332,,,,,,,,,,,,,,,0.0011,288689.61,244.71,219075.61,219320.32,69369.28
2020-07-06,PI,27514,834,763253,109,3305959,22,36.0,990504,764087,226417,,,,,,,,,,,,,,,0.0011,299611.7,252.27,230871.89,231124.16,68487.54
2020-07-07,PI,28411,858,786958,110,3305959,22,36.0,1022796,787816,234980,,,,,,,,,,,,,,,0.0011,309379.52,259.53,238042.27,238301.81,71077.71
