Date,State,Confirmed,Deaths,Recovered,Order For Place,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-06-27,PE,57089,4708,343750,108,9652642,26,8.3,473839,348458,125381,861.0,7146.29,6506.43,70.0,6576.43,569.86,2.83,21.94,-2.2857,19.66,-16.8286,46.47,14.39,-4.4647,0.0135,49089.05,487.74,35612.01,36099.75,12989.29
2020-06-28,PE,58107,4751,353463,109,9652642,26,8.3,482288,358214,124074,811.86,6738.43,6251.29,67.0,6318.29,420.14,133.77,275.46,-1.6857,273.77,-140.0,70.1,2.56,-4.5298,0.0133,49964.35,492.2,36618.26,37110.46,12853.89
2020-06-29,PE,58476,4782,360779,110,9652642,26,8.3,485351,365561,119790,854.71,7094.14,6380.0,68.57,6448.57,645.57,91.51,245.71,-3.4857,242.23,-150.7143,89.35,-1.872,,0.0131,50281.67,495.41,37376.19,37871.6,12410.07
2020-06-30,PE,58858,4829,365217,111,9652642,26,8.3,488521,370046,118475,936.86,7776.0,7248.71,65.43,7314.14,461.86,235.97,320.31,-2.8,317.51,-81.5429,61.57,-0.8137,,0.013,50610.08,500.28,37835.96,38336.24,12273.84
2020-07-01,PE,59705,4894,369266,112,9652642,26,8.3,495552,374160,121392,909.71,7550.57,7255.0,58.29,7313.29,237.29,351.69,436.89,-2.5143,434.37,-82.6857,36.84,,,0.0131,51338.48,507.01,38255.43,38762.44,12576.04
2020-07-02,PE,61119,4968,376962,113,9652642,26,8.3,507288,381930,125358,1003.14,8326.14,8108.0,56.0,8164.0,162.14,310.66,359.29,-2.1429,357.14,-46.4857,42.41,,,0.013,52554.32,514.68,39052.73,39567.41,12986.91
2020-07-03,PE,62362,5068,385553,114,9652642,26,8.3,517605,390621,126984,1023.71,8496.86,8435.71,54.43,8490.14,6.71,317.97,333.14,-0.8286,332.31,-14.3429,,,,0.013,53623.14,525.04,39942.74,40467.78,13155.36
2020-07-04,PE,63457,5116,394535,115,9652642,26,8.3,526693,399651,127042,1041.86,8647.43,8176.43,57.86,8234.29,413.14,303.54,345.09,0.943,346.03,-42.4857,,,,0.0128,54564.65,530.01,40873.27,41403.28,13161.37
2020-07-05,PE,65129,5143,410219,116,9652642,26,8.3,540571,415362,125209,1128.43,9365.86,8914.43,61.29,8975.71,390.14,,,,,,,,,0.0124,56002.39,532.81,42498.11,43030.91,12971.47
2020-07-06,PE,65642,5163,419829,117,9652642,26,8.3,544829,424992,119837,1092.57,9068.29,8980.43,63.0,9043.43,24.86,,,,,,,,,0.0121,56443.51,534.88,43493.69,44028.57,12414.94
2020-07-07,PE,66151,5234,422452,118,9652642,26,8.3,549053,427686,121367,,,,,,,,,,,,,,,0.0122,56881.11,542.23,43765.43,44307.66,12573.45
2020-07-08,PE,67604,5323,431667,119,9652642,26,8.3,561113,436990,124123,,,,,,,,,,,,,,,0.0122,58130.51,551.46,44720.09,45271.54,12858.97
2020-07-09,PE,68767,5409,439825,120,9652642,26,8.3,570766,445234,125532,,,,,,,,,,,,,,,0.0121,59130.55,560.36,45565.25,46125.61,13004.94
