Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-04-10,AL,45,3,155,3370731,27,8.3,374,158,216,3.86,32.0,18.14,0.286,18.43,13.57,5.69,3.43,0.0286,3.46,2.23,1.94,0.426,0.0578,0.019,0.008,110.96,0.89,45.98,46.87,64.08
2020-04-11,AL,48,3,176,3370731,27,8.3,398,179,219,5.43,45.14,25.71,0.286,26.0,19.14,6.43,3.71,0.0286,3.74,2.69,2.33,0.286,,0.0168,0.0075,118.08,0.89,52.21,53.1,64.97
2020-04-12,AL,48,3,183,3370731,27,8.3,398,186,212,6.57,54.57,29.71,0.286,30.0,24.57,10.66,5.43,0.0857,5.51,5.14,2.56,0.405,,0.0161,0.0075,118.08,0.89,54.29,55.18,62.89
2020-04-13,AL,58,4,231,3370731,27,8.3,481,235,246,7.43,61.71,33.86,0.286,34.14,27.57,13.54,6.46,0.143,6.6,6.94,2.04,0.0869,0.0379,0.017,0.0083,142.7,1.19,68.53,69.72,72.98
2020-04-14,AL,72,4,292,3370731,27,8.3,598,296,302,9.29,77.0,40.43,0.571,41.0,36.0,17.31,8.54,0.286,8.83,8.49,2.79,0.423,0.22,0.0135,0.0067,177.41,1.19,86.63,87.81,89.59
2020-04-15,AL,83,5,328,3370731,27,8.3,689,333,356,12.0,99.71,50.43,1.0,51.43,48.29,15.89,8.43,0.343,8.77,7.11,2.38,0.616,0.144,0.015,0.0073,204.41,1.48,97.31,98.79,105.62
2020-04-16,AL,89,5,359,3370731,27,8.3,739,364,375,15.86,131.71,68.43,1.71,70.14,61.57,20.37,11.29,0.371,11.66,8.71,4.45,1.38,0.299,0.0137,0.0068,219.24,1.48,106.51,107.99,111.25
2020-04-17,AL,110,7,438,3370731,27,8.3,913,445,468,16.14,134.0,71.86,2.0,73.86,60.14,22.54,13.54,0.314,13.86,8.69,5.64,1.12,0.0814,0.0157,0.0077,270.86,2.08,129.94,132.02,138.84
2020-04-18,AL,132,10,529,3370731,27,8.3,1096,539,557,19.71,163.57,90.29,2.14,92.43,71.14,35.77,20.29,0.286,20.57,15.2,8.96,1.58,0.0667,0.0186,0.0091,325.15,2.97,156.94,159.91,165.25
2020-04-19,AL,159,15,662,3370731,27,8.3,1320,677,643,22.86,189.71,108.14,2.14,110.29,79.43,45.51,25.49,0.229,25.71,19.8,8.4,0.83,-0.4526,0.0222,0.0114,391.61,4.45,196.4,200.85,190.76
2020-04-20,AL,171,18,734,3370731,27,8.3,1419,752,667,33.57,278.57,151.86,2.43,154.29,124.29,60.69,32.11,0.143,32.26,28.43,10.29,0.95,-0.2777,0.0239,0.0127,420.98,5.34,217.76,223.1,197.88
2020-04-21,AL,210,19,924,3370731,27,8.3,1743,943,800,43.29,359.29,195.86,2.86,198.71,160.57,62.37,33.09,0.0571,33.14,29.23,8.59,-0.8789,-0.5653,0.0201,0.0109,517.1,5.64,274.12,279.76,237.34
2020-04-22,AL,243,20,1085,3370731,27,8.3,2017,1105,912,52.71,437.43,232.43,2.71,235.14,202.29,74.0,38.57,0.0286,38.6,35.4,10.39,-0.2663,-0.544,0.0181,0.0099,598.39,5.93,321.89,327.82,270.56
2020-04-23,AL,324,22,1422,3370731,27,8.3,2689,1444,1245,57.29,475.43,255.71,2.43,258.14,217.29,78.74,40.51,0.0,40.51,38.23,4.57,-1.2434,-1.0418,0.0152,0.0082,797.75,6.53,421.87,428.39,369.36
2020-04-24,AL,413,27,1809,3370731,27,8.3,3428,1836,1592,67.43,559.71,301.0,2.29,303.29,256.43,97.46,48.6,0.0286,48.63,48.83,7.07,-1.8903,,0.0147,0.0079,1016.99,8.01,536.68,544.69,472.3
2020-04-25,AL,501,29,2156,3370731,27,8.3,4158,2185,1973,81.0,672.29,354.43,2.43,356.86,315.43,83.51,40.89,0.171,41.06,42.46,4.07,-4.2594,,0.0133,0.007,1233.56,8.6,639.62,648.23,585.33
2020-04-26,AL,560,32,2452,3370731,27,8.3,4648,2484,2164,102.0,846.57,438.86,3.0,441.86,404.71,97.71,50.91,0.257,51.17,46.54,-0.8571,-3.2389,,0.0129,0.0069,1378.93,9.49,727.44,736.93,642.0
2020-04-27,AL,643,34,2841,3370731,27,8.3,5337,2875,2462,103.0,855.0,436.86,3.57,440.43,414.57,94.37,54.29,0.371,54.66,39.71,-10.9086,-5.9577,,0.0118,0.0064,1583.34,10.09,842.84,852.93,730.41
2020-04-28,AL,777,36,3405,3370731,27,8.3,6449,3441,3008,116.14,964.0,510.29,3.71,514.0,450.0,74.46,48.74,0.429,49.17,25.29,-11.6286,-5.0457,,0.0105,0.0056,1913.23,10.68,1010.17,1020.85,892.39
2020-04-29,AL,957,41,4157,3370731,27,8.3,7943,4198,3745,124.29,1031.57,572.43,4.14,576.57,455.0,42.91,34.29,0.486,34.77,8.14,-22.72,,,0.0098,0.0052,2356.46,12.16,1233.26,1245.43,1111.03
2020-04-30,AL,1045,47,4480,3370731,27,8.3,8674,4527,4147,125.86,1044.57,598.14,4.57,602.71,441.86,25.37,28.83,0.543,29.37,-4.0,-21.1543,,,0.0104,0.0054,2573.33,13.94,1329.09,1343.03,1230.3
2020-05-01,AL,1226,53,5381,3370731,27,8.3,10176,5434,4742,127.86,1061.14,610.29,5.43,615.71,445.43,-15.8857,-0.1143,0.629,0.514,-16.4,-18.4,,,0.0098,0.0052,3018.93,15.72,1596.39,1612.11,1406.82
2020-05-02,AL,1371,58,6163,3370731,27,8.3,11379,6221,5158,118.29,981.86,581.0,6.29,587.29,394.57,-11.4,-0.3714,0.629,0.257,-11.6571,-13.1314,,,0.0093,0.0051,3375.83,17.21,1828.39,1845.59,1530.23
2020-05-03,AL,1441,64,6639,3370731,27,8.3,11960,6703,5257,106.57,884.57,509.71,6.86,516.57,368.0,-17.5429,-11.9714,0.657,-11.3143,-6.2286,-5.6,,,0.0095,0.0054,3548.19,18.99,1969.6,1988.59,1559.6
2020-05-04,AL,1538,72,7113,3370731,27,8.3,12765,7185,5580,117.43,974.57,570.57,7.29,577.86,396.71,-22.7429,-15.9714,0.514,-15.4571,-7.2857,,,,0.01,0.0056,3787.01,21.36,2110.22,2131.59,1655.43
2020-05-05,AL,1605,80,7472,3370731,27,8.3,13322,7552,5770,115.29,956.86,538.29,7.86,546.14,410.71,-2.6286,-3.7429,0.514,-3.2286,0.6,,,,0.0106,0.006,3952.26,23.73,2216.73,2240.46,1711.79
2020-05-06,AL,1703,89,7725,3370731,27,8.3,14135,7814,6321,114.14,947.43,530.43,8.0,538.43,409.0,14.0,16.11,0.514,16.63,-2.6286,,,,0.0114,0.0063,4193.45,26.4,2291.79,2318.19,1875.26
2020-05-07,AL,1867,98,8474,3370731,27,8.3,15496,8572,6924,116.71,968.71,562.29,8.86,571.14,397.57,36.29,30.63,0.543,31.17,5.11,,,,0.0114,0.0063,4597.22,29.07,2513.99,2543.07,2054.15
2020-05-08,AL,2033,108,9149,3370731,27,8.3,16874,9257,7617,115.0,954.57,590.29,9.43,599.71,354.86,59.51,53.26,0.571,53.83,5.69,,,,0.0117,0.0064,5006.04,32.04,2714.25,2746.29,2259.75
2020-05-09,AL,2170,114,9876,3370731,27,8.3,18011,9990,8021,139.29,1156.0,723.71,10.0,733.71,422.29,72.57,60.46,0.657,61.11,11.46,26.51,,,0.0114,0.0063,5343.35,33.82,2929.93,2963.75,2379.6
2020-05-10,AL,2258,126,10575,3370731,27,8.3,18741,10701,8040,151.14,1254.43,804.57,10.71,815.29,439.14,85.86,59.37,0.486,59.86,26.0,20.4,,,0.0118,0.0067,5559.92,37.38,3137.3,3174.68,2385.24
2020-05-11,AL,2343,138,11245,3370731,27,8.3,19447,11383,8064,157.86,1310.29,832.71,11.29,844.0,466.29,146.54,87.54,0.543,88.09,58.46,17.98,,,0.0121,0.0071,5769.37,40.94,3336.07,3377.01,2392.36
2020-05-12,AL,2580,150,12538,3370731,27,8.3,21414,12688,8726,168.43,1398.0,859.14,11.29,870.43,527.57,138.29,88.11,0.4,88.51,49.77,15.55,-6.2217,,0.0118,0.007,6352.92,44.5,3719.67,3764.17,2588.76
2020-05-13,AL,2761,164,13357,3370731,27,8.3,22916,13521,9395,203.29,1687.29,1028.0,12.14,1040.14,647.14,149.4,83.86,0.229,84.09,65.31,6.4,-4.5657,,0.0121,0.0072,6798.53,48.65,3962.64,4011.3,2787.23
2020-05-14,AL,2972,177,14303,3370731,27,8.3,24668,14480,10188,222.57,1847.43,1164.29,12.0,1176.29,671.14,150.34,79.37,0.143,79.51,70.83,-4.6,-6.2606,,0.0122,0.0072,7318.29,52.51,4243.29,4295.8,3022.49
2020-05-15,AL,3212,187,15163,3370731,27,8.3,26660,15350,11310,241.14,2001.43,1223.86,11.86,1235.71,765.71,117.86,60.74,0.229,60.97,56.89,-2.4286,-2.8743,,0.0122,0.007,7909.26,55.48,4498.43,4553.91,3355.36
2020-05-16,AL,3593,199,17072,3370731,27,8.3,29822,17271,12551,248.43,2062.0,1229.57,12.0,1241.57,820.43,123.54,65.8,0.0,65.8,57.74,-13.3257,3.25,,0.0115,0.0067,8847.34,59.04,5064.78,5123.81,3723.52
2020-05-17,AL,3816,210,18725,3370731,27,8.3,31673,18935,12738,239.43,1987.29,1162.86,12.43,1175.29,812.0,126.14,64.6,0.257,64.86,61.29,1.18,,,0.0111,0.0066,9396.48,62.3,5555.17,5617.48,3779.0
2020-05-18,AL,4031,221,19812,3370731,27,8.3,33457,20033,13424,277.71,2305.0,1357.0,12.14,1369.14,935.86,82.77,53.57,0.543,54.11,28.66,22.67,,,0.011,0.0066,9925.74,65.56,5877.66,5943.22,3982.52
2020-05-19,AL,4319,234,21145,3370731,27,8.3,35848,21379,14469,298.57,2478.14,1487.29,13.29,1500.57,977.57,156.26,100.34,0.629,100.97,55.29,12.99,,-1.6208,0.0109,0.0065,10635.08,69.42,6273.12,6342.54,4292.54
2020-05-20,AL,4437,251,21497,3370731,27,8.3,36827,21748,15079,291.0,2415.29,1491.71,14.57,1506.29,909.0,231.23,174.11,0.829,174.94,56.29,24.71,2.23,,0.0115,0.0068,10925.52,74.46,6377.55,6452.01,4473.51
2020-05-21,AL,4916,262,23802,3370731,27,8.3,40803,24064,16739,342.57,2843.29,1731.29,15.14,1746.43,1096.86,188.51,163.71,0.943,164.66,23.86,35.76,-4.8491,,0.0109,0.0064,12105.09,77.73,7061.38,7139.1,4965.99
2020-05-22,AL,5302,280,25574,3370731,27,8.3,44007,25854,18153,378.71,3143.43,2033.43,16.57,2050.0,1093.43,249.71,205.74,0.686,206.43,43.29,12.34,2.52,,0.0108,0.0064,13055.63,83.07,7587.08,7670.15,5385.48
2020-05-23,AL,5630,301,27514,3370731,27,8.3,46729,27815,18914,391.29,3247.57,2175.57,16.86,2192.43,1055.14,261.57,197.51,0.6,198.11,63.46,-1.5714,-5.3326,0.181,0.0108,0.0064,13863.16,89.3,8162.62,8251.92,5611.25
2020-05-24,AL,6214,316,30844,3370731,27,8.3,51576,31160,20416,449.0,3726.71,2516.0,16.71,2532.71,1194.0,217.94,173.74,0.571,174.31,43.63,25.62,-4.704,,0.0101,0.0061,15301.13,93.75,9150.54,9244.29,6056.85
2020-05-25,AL,6682,337,34046,3370731,27,8.3,55461,34383,21078,448.57,3723.14,2479.29,17.57,2496.86,1226.29,223.37,126.37,0.2,126.57,96.8,-1.9486,3.14,-1.6985,0.0098,0.0061,16453.7,99.98,10100.48,10200.46,6253.24
2020-05-26,AL,7058,352,36374,3370731,27,8.3,58581,36726,21855,473.86,3933.0,2600.0,18.0,2618.0,1315.0,316.6,191.66,0.257,191.91,124.69,12.24,,,0.0096,0.006,17379.32,104.43,10791.13,10895.56,6483.76
2020-05-27,AL,7580,368,39109,3370731,27,8.3,62914,39477,23437,513.29,4260.29,2665.29,17.57,2682.86,1577.43,239.97,162.89,0.2,163.09,76.89,28.03,-5.968,,0.0093,0.0058,18664.79,109.18,11602.53,11711.7,6953.09
2020-05-28,AL,8056,385,41157,3370731,27,8.3,66865,41542,25323,582.0,4830.57,3133.86,18.14,3152.0,1678.57,322.77,205.06,0.2,205.26,117.51,23.95,,-3.3328,0.0093,0.0058,19836.94,114.22,12210.11,12324.33,7512.61
2020-05-29,AL,8619,406,43774,3370731,27,8.3,71538,44180,27358,593.57,4926.57,3330.43,17.71,3348.14,1578.43,358.09,229.17,0.343,229.51,128.57,-4.2229,-6.6606,,0.0092,0.0057,21223.29,120.45,12986.5,13106.95,8116.34
2020-05-30,AL,9223,424,46171,3370731,27,8.3,76551,46595,29956,643.0,5337.0,3504.57,18.57,3523.14,1813.86,343.14,257.51,0.657,258.17,84.97,20.3,-13.5257,,0.0091,0.0055,22710.5,125.79,13697.62,13823.41,8887.09
2020-05-31,AL,10288,443,52781,3370731,27,8.3,85390,53224,32166,689.57,5723.43,3745.86,19.71,3765.57,1957.86,295.49,218.14,0.686,218.83,76.66,-21.0629,-12.8823,,0.0083,0.0052,25332.78,131.43,15658.62,15790.05,9542.74
2020-06-01,AL,10837,461,57359,3370731,27,8.3,89947,57820,32127,720.0,5976.0,3952.86,20.86,3973.71,2002.29,341.49,262.49,0.971,263.46,78.03,-39.6,,,0.008,0.0051,26684.72,136.77,17016.78,17153.55,9531.17
2020-06-02,AL,11559,482,60906,3370731,27,8.3,95940,61388,34552,760.0,6308.0,4224.57,21.57,4246.14,2061.86,217.46,224.6,0.8,225.4,-7.9429,-40.4571,-12.8914,,0.0079,0.005,28462.67,143.0,18069.08,18212.07,10250.6
2020-06-03,AL,12407,506,65330,3370731,27,8.3,102978,65836,37142,799.29,6634.0,4642.86,22.57,4665.43,1968.57,160.09,204.34,0.657,205.0,-44.9143,-37.8,,,0.0077,0.0049,30550.64,150.12,19381.55,19531.67,11018.97
2020-06-04,AL,13096,531,68827,3370731,27,8.3,108697,69358,39339,774.0,6424.29,4627.57,22.57,4650.14,1774.14,140.86,192.97,0.343,193.31,-52.4571,-44.1543,,,0.0077,0.0049,32247.31,157.53,20419.01,20576.55,11670.76
2020-06-05,AL,13939,557,73346,3370731,27,8.3,115694,73903,41791,786.0,6523.86,4767.57,23.0,4790.57,1733.29,106.49,166.6,0.0857,166.69,-60.2,-11.5314,,,0.0075,0.0048,34323.12,165.25,21759.67,21924.92,12398.2
2020-06-06,AL,14818,582,78671,3370731,27,8.3,122989,79253,43736,804.86,6680.29,4917.71,22.57,4940.29,1740.0,120.71,159.03,-0.2286,158.8,-38.0857,-5.1257,,,0.0073,0.0047,36487.34,172.66,23339.45,23512.11,12975.23
2020-06-07,AL,15706,601,85174,3370731,27,8.3,130360,85775,44585,824.14,6840.43,5057.57,22.0,5079.57,1760.86,159.8,199.77,-0.4,199.37,-39.5714,12.57,,,0.007,0.0046,38674.1,178.3,25268.7,25447.0,13227.1
2020-06-08,AL,16339,622,90732,3370731,27,8.3,135614,91354,44260,872.0,7237.57,5438.0,21.43,5459.43,1778.14,134.46,209.54,-0.5714,208.97,-74.5143,17.5,,,0.0068,0.0046,40232.82,184.53,26917.6,27102.13,13130.68
2020-06-09,AL,17193,640,95330,3370731,27,8.3,142702,95970,46732,870.29,7223.29,5626.43,20.57,5647.0,1576.29,203.71,279.29,-0.4286,278.86,-75.1429,-8.2514,,,0.0067,0.0045,42335.62,189.87,28281.7,28471.57,13864.06
2020-06-10,AL,18176,660,100733,3370731,27,8.3,150861,101393,49468,867.0,7196.14,5815.29,20.14,5835.43,1360.71,193.97,265.26,-0.2286,265.03,-71.0571,-3.5486,-7.0389,,0.0065,0.0044,44756.17,195.8,29884.62,30080.42,14675.75
2020-06-11,AL,19200,681,106893,3370731,27,8.3,159360,107574,51786,927.57,7698.86,6314.14,20.43,6334.57,1364.29,79.46,163.6,0.0857,163.69,-84.2286,-9.6286,-9.1337,,0.0063,0.0043,47277.58,202.03,31712.11,31914.15,15363.43
2020-06-12,AL,20031,701,112731,3370731,27,8.3,166257,113432,52825,941.0,7810.29,6383.86,20.86,6404.71,1405.57,142.06,184.94,0.2,185.14,-43.0857,-22.6229,,,0.0062,0.0042,49323.72,207.97,33444.08,33652.05,15671.67
2020-06-13,AL,20887,723,119378,3370731,27,8.3,173362,120101,53261,919.86,7634.86,6256.0,21.86,6277.86,1357.0,86.31,152.0,0.257,152.26,-65.9429,-28.1714,,,0.006,0.0042,51431.57,214.49,35416.06,35630.55,15801.02
2020-06-14,AL,22199,744,129373,3370731,27,8.3,184252,130117,54135,955.86,7933.57,6551.14,21.57,6572.71,1360.86,90.6,9.6,0.114,9.71,80.89,-14.9943,,,0.0057,0.004,54662.33,220.72,38381.29,38602.01,16060.31
2020-06-15,AL,22926,768,135419,3370731,27,8.3,190286,136187,54099,919.0,7627.71,6575.29,21.43,6596.71,1031.0,53.11,-45.4,-0.0857,-45.4857,98.6,-38.9371,,,0.0056,0.004,56452.44,227.84,40174.97,40402.81,16049.63
2020-06-16,AL,23632,793,139122,3370731,27,8.3,196146,139915,56231,982.14,8151.86,6362.14,21.0,6383.14,1768.71,4.49,-39.8857,-0.3714,-40.2571,44.74,-8.68,,,0.0057,0.004,58190.94,235.26,41273.54,41508.8,16682.14
2020-06-17,AL,24867,811,146591,3370731,27,8.3,206396,147402,58994,973.0,8075.86,6156.86,20.43,6177.29,1898.57,-52.6286,-82.1143,-0.4571,-82.5714,29.94,-42.4057,,,0.0055,0.0039,61231.82,240.6,43489.38,43729.98,17501.84
2020-06-18,AL,25633,831,152920,3370731,27,8.3,212754,153751,59003,922.57,7657.29,6056.57,20.0,6076.57,1580.71,42.91,-61.0,-0.6571,-61.6571,104.57,-28.5943,,,0.0054,0.0039,63118.06,246.53,45367.01,45613.55,17504.51
2020-06-19,AL,26906,848,157266,3370731,27,8.3,223320,158114,65206,924.14,7670.43,6140.57,19.29,6159.86,1510.57,-121.4286,-84.3429,-0.5714,-84.9143,-36.5143,-24.6114,,,0.0054,0.0038,66252.69,251.58,46656.35,46907.93,19344.77
2020-06-20,AL,27698,866,162476,3370731,27,8.3,229893,163342,66551,944.86,7842.29,6270.29,18.14,6288.43,1553.86,-89.8571,-78.9714,-0.4571,-79.4286,-10.4286,,,,0.0053,0.0038,68202.71,256.92,48202.01,48458.92,19743.79
2020-06-21,AL,28657,884,171769,3370731,27,8.3,237853,172653,65200,909.0,7544.71,5940.43,18.14,5958.57,1586.14,-118.5714,-71.0,-0.3714,-71.3714,-47.2,-54.0629,,,0.0051,0.0037,70564.22,262.26,50958.98,51221.23,19342.99
2020-06-22,AL,29395,903,178403,3370731,27,8.3,243979,179306,64673,918.86,7626.57,5762.0,18.14,5780.14,1846.43,-153.2,-103.4286,-0.2286,-103.6571,-49.5429,,,,0.005,0.0037,72381.63,267.89,52927.1,53194.99,19186.64
2020-06-23,AL,30246,920,183014,3370731,27,8.3,251042,183934,67108,851.14,7064.43,5701.57,18.14,5719.71,1344.71,-227.4,-198.3429,0.0286,-198.3143,-29.0857,,,,0.005,0.0037,74477.02,272.94,54295.05,54567.99,19909.03
2020-06-24,AL,31230,938,188174,3370731,27,8.3,259209,189112,70097,831.86,6904.43,5623.43,18.14,5641.57,1262.86,-152.2571,-95.1714,0.0571,-95.1143,-57.1429,,,,0.005,0.0036,76899.94,278.28,55825.87,56104.15,20795.79
2020-06-25,AL,32065,958,193254,3370731,27,8.3,266140,194212,71928,807.86,6705.29,5278.57,18.29,5296.86,1408.43,-169.8,-5.7714,0.143,-5.6286,-164.1714,,,,0.0049,0.0036,78956.17,284.21,57332.96,57617.18,21338.99
2020-06-26,AL,32864,975,197177,3370731,27,8.3,272771,198152,74619,817.29,6783.43,5464.57,18.43,5483.0,1300.43,-87.4857,-10.4286,0.2,-10.2286,-77.2571,,,,0.0049,0.0036,80923.4,289.25,58496.81,58786.06,22137.33
2020-06-27,AL,33521,993,201840,3370731,27,8.3,278224,202833,75391,816.57,6777.57,5733.14,18.86,5752.0,1025.57,,,,,,,,,0.0049,0.0036,82541.15,294.59,59880.19,60174.78,22366.37
2020-06-28,AL,34312,1012,208719,3370731,27,8.3,284790,209731,75059,798.43,6627.0,5649.43,19.14,5668.57,958.43,,,,,,,,,0.0048,0.0036,84489.09,300.23,61920.99,62221.22,22267.87
2020-06-29,AL,35116,1032,216655,3370731,27,8.3,291463,217687,73776,,,,,,,,,,,,,,,0.0047,0.0035,86468.78,306.17,64275.38,64581.54,21887.24
2020-06-30,AL,35962,1052,223146,3370731,27,8.3,298485,224198,74287,,,,,,,,,,,,,,,0.0047,0.0035,88552.01,312.1,66201.07,66513.17,22038.84
2020-07-01,AL,36819,1072,227720,3370731,27,8.3,305598,228792,76806,,,,,,,,,,,,,,,0.0047,0.0035,90662.23,318.03,67558.05,67876.08,22786.16
