Date,State,Confirmed,Deaths,Recovered,Order For Place,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-25,RJ,370,8,980,13,17437592,33,9.8,3626,988,2638,62.71,614.57,217.0,1.43,218.43,396.14,,,,,,,,,0.0081,0.0022,207.94,0.459,56.2,56.66,151.28
2020-03-26,RJ,421,9,1184,14,17437592,33,9.8,4126,1193,2933,59.14,579.57,247.0,2.0,249.0,330.57,,,,,,,,,0.0075,0.0022,236.62,0.516,67.9,68.42,168.2
2020-03-27,RJ,493,10,1481,15,17437592,33,9.8,4831,1491,3340,60.57,593.71,282.14,2.0,284.14,309.57,,,,,,,,,0.0067,0.0021,277.05,0.573,84.93,85.5,191.54
2020-03-28,RJ,558,13,1764,16,17437592,33,9.8,5468,1777,3691,57.57,564.14,243.57,2.43,246.0,318.14,36.97,16.77,0.629,17.4,19.57,,,,0.0073,0.0024,313.58,0.746,101.16,101.91,211.67
2020-03-29,RJ,600,17,2067,17,17437592,33,9.8,5880,2084,3796,66.0,646.86,256.14,2.86,259.0,387.86,46.77,14.49,0.657,15.14,31.63,,,,0.0082,0.0029,337.2,0.975,118.54,119.51,217.69
2020-03-30,RJ,657,18,2450,18,17437592,33,9.8,6439,2468,3971,81.57,799.43,300.86,4.57,305.43,494.0,73.91,18.34,0.886,19.23,54.69,,,,0.0073,0.0028,369.26,1.03,140.5,141.53,227.73
2020-03-31,RJ,708,23,2419,19,17437592,33,9.8,6938,2442,4496,83.0,813.43,319.43,5.29,324.71,488.71,109.49,43.4,0.857,44.26,65.23,15.51,,,0.0094,0.0033,397.88,1.32,138.72,140.04,257.83
2020-04-01,RJ,832,28,2773,20,17437592,33,9.8,8154,2801,5353,98.29,963.29,373.86,6.43,380.29,583.0,95.74,44.14,0.943,45.09,50.66,20.04,,,0.01,0.0034,467.61,1.61,159.02,160.63,306.98
2020-04-02,RJ,992,41,3290,21,17437592,33,9.8,9722,3331,6391,113.43,1111.57,460.57,6.71,467.29,644.29,114.51,57.74,0.971,58.71,55.8,15.23,,,0.0123,0.0042,557.53,2.35,188.67,191.02,366.51
2020-04-03,RJ,1074,47,3717,22,17437592,33,9.8,10525,3764,6761,114.86,1125.57,476.86,7.57,484.43,641.14,146.97,68.34,1.17,69.51,77.46,11.48,-2.2949,,0.0125,0.0045,603.58,2.7,213.16,215.86,387.73
2020-04-04,RJ,1246,58,4381,23,17437592,33,9.8,12211,4439,7772,140.0,1372.0,589.57,9.43,599.0,773.0,150.06,77.26,1.03,78.29,71.77,12.05,-2.5611,,0.0131,0.0047,700.27,3.33,251.24,254.56,445.7
2020-04-05,RJ,1394,64,5291,24,17437592,33,9.8,13661,5355,8306,158.0,1548.29,661.14,11.14,672.29,876.0,166.89,87.77,1.51,89.29,77.6,4.03,-3.4697,,0.012,0.0047,783.42,3.67,303.42,307.1,476.33
2020-04-06,RJ,1461,71,5788,25,17437592,33,9.8,14318,5859,8459,174.86,1713.57,760.14,11.57,771.71,941.86,155.97,102.34,1.26,103.6,52.37,7.23,-4.3234,,0.0121,0.005,821.1,4.07,331.93,336.0,485.1
2020-04-07,RJ,1688,89,6546,26,17437592,33,9.8,16542,6635,9907,198.57,1946.0,899.43,14.29,913.71,1032.29,134.69,98.14,1.14,99.29,35.4,-2.12,-4.5383,,0.0134,0.0054,948.64,5.1,375.4,380.5,568.14
2020-04-08,RJ,1938,106,7401,27,17437592,33,9.8,18992,7507,11485,194.43,1905.43,988.57,13.86,1002.43,903.0,183.14,135.8,0.943,136.74,46.4,-10.1371,-1.4457,,0.0141,0.0056,1089.14,6.08,424.43,430.51,658.63
2020-04-09,RJ,2216,122,8611,28,17437592,33,9.8,21717,8733,12984,208.71,2045.43,1080.29,15.14,1095.43,950.0,139.46,126.83,1.54,128.37,11.09,-10.6457,-6.8023,,0.014,0.0056,1245.41,7.0,493.82,500.81,744.6
2020-04-10,RJ,2464,147,10013,29,17437592,33,9.8,24147,10160,13987,251.43,2464.0,1340.14,15.86,1356.0,1108.0,116.2,106.83,1.69,108.51,7.69,-3.1943,,,0.0145,0.0061,1384.77,8.43,574.22,582.65,802.12
2020-04-11,RJ,2607,155,11301,30,17437592,33,9.8,25549,11456,14093,246.0,2410.86,1394.29,19.29,1413.57,997.29,102.74,92.37,2.34,94.71,8.03,-26.7771,,,0.0135,0.0061,1465.17,8.89,648.08,656.97,808.2
2020-04-12,RJ,2855,170,12853,31,17437592,33,9.8,27979,13023,14956,257.86,2527.0,1433.57,22.71,1456.29,1070.71,118.71,81.6,2.51,84.11,34.6,-22.4057,,,0.0131,0.0061,1604.52,9.75,737.09,746.83,857.69
2020-04-13,RJ,3221,182,15169,32,17437592,33,9.8,31566,15351,16215,246.86,2419.14,1450.43,25.57,1476.0,943.14,49.26,22.97,3.46,26.43,22.83,-30.3543,,,0.0119,0.0058,1810.23,10.44,869.9,880.34,929.89
2020-04-14,RJ,3410,224,16306,33,17437592,33,9.8,33418,16530,16888,269.29,2639.0,1488.29,27.71,1516.0,1123.0,27.43,10.11,2.77,12.89,14.54,-11.1371,,,0.0136,0.0067,1916.43,12.85,935.11,947.95,968.48
2020-04-15,RJ,3743,265,17436,34,17437592,33,9.8,36681,17701,18980,276.57,2710.29,1455.0,33.14,1488.14,1222.14,-35.5714,-10.1714,2.31,-7.8571,-27.7143,-27.9943,,,0.015,0.0072,2103.56,15.2,999.91,1015.11,1088.45
2020-04-16,RJ,3944,301,18764,35,17437592,33,9.8,38651,19065,19586,260.0,2548.0,1444.86,33.14,1478.0,1070.0,47.06,31.29,1.66,32.94,14.11,6.51,,,0.0158,0.0078,2216.53,17.26,1076.07,1093.33,1123.21
2020-04-17,RJ,4349,341,20431,36,17437592,33,9.8,42620,20772,21848,239.71,2349.14,1382.71,34.29,1417.0,932.14,-21.2571,40.57,0.886,41.46,-62.7143,0.846,,,0.0164,0.008,2444.14,19.56,1171.66,1191.22,1252.93
2020-04-18,RJ,4543,387,21486,37,17437592,33,9.8,44521,21873,22648,270.86,2654.43,1606.86,33.86,1640.71,1013.71,81.8,86.69,-0.0857,86.6,-4.8,,,,0.0177,0.0087,2553.16,22.19,1232.17,1254.36,1298.8
2020-04-19,RJ,4675,402,22967,38,17437592,33,9.8,45815,23369,22446,258.43,2532.71,1691.14,32.14,1723.29,809.43,31.66,55.51,-0.0857,55.43,-23.7714,20.83,6.29,,0.0172,0.0088,2627.37,23.05,1317.1,1340.15,1287.22
2020-04-20,RJ,4899,422,24848,39,17437592,33,9.8,48010,25270,22740,318.29,3119.29,1888.43,32.71,1921.14,1198.14,169.97,100.77,-0.3429,100.43,69.54,,14.06,,0.0167,0.0088,2753.25,24.2,1424.97,1449.17,1304.08
2020-04-21,RJ,5306,461,27554,40,17437592,33,9.8,51999,28015,23984,276.14,2706.29,1722.43,32.71,1755.14,951.14,151.2,72.6,0.171,72.77,78.43,37.95,,,0.0165,0.0089,2982.01,26.44,1580.15,1606.59,1375.42
2020-04-22,RJ,5552,490,29274,41,17437592,33,9.8,54410,29764,24646,326.43,3199.0,1886.57,32.57,1919.14,1279.86,346.06,136.03,0.857,136.89,209.17,71.17,6.0,-3.0894,0.0165,0.009,3120.27,28.1,1678.79,1706.89,1413.38
2020-04-23,RJ,6172,530,31983,42,17437592,33,9.8,60486,32513,27973,348.0,3410.43,1969.86,34.71,2004.57,1405.86,271.57,92.23,1.37,93.6,177.97,21.78,,-7.7287,0.0163,0.0088,3468.71,30.39,1834.14,1864.53,1604.18
2020-04-24,RJ,6282,570,32488,43,17437592,33,9.8,61564,33058,28506,435.0,4263.0,2371.29,36.43,2407.71,1855.29,387.49,118.69,2.14,120.83,266.66,50.85,-9.1577,,0.0172,0.0093,3530.53,32.69,1863.1,1895.79,1634.74
2020-04-25,RJ,6828,615,34692,44,17437592,33,9.8,66914,35307,31607,456.86,4477.14,2349.57,39.57,2389.14,2088.0,278.86,76.06,2.74,78.8,200.06,-31.52,-24.5794,-5.2638,0.0174,0.0092,3837.34,35.27,1989.49,2024.76,1812.58
2020-04-26,RJ,7111,645,36756,45,17437592,33,9.8,69688,37401,32287,473.86,4643.71,2315.86,43.43,2359.29,2284.43,405.43,182.89,3.09,185.97,219.46,-7.8343,-8.7211,,0.0172,0.0093,3996.42,36.99,2107.86,2144.85,1851.57
2020-04-27,RJ,7944,677,41447,46,17437592,33,9.8,77851,42124,35727,468.71,4593.29,2266.86,46.29,2313.14,2280.14,188.46,133.83,2.89,136.71,51.74,-51.7314,-20.3154,,0.0161,0.0087,4464.55,38.82,2376.88,2415.7,2048.85
2020-04-28,RJ,8504,738,44001,47,17437592,33,9.8,83339,44739,38600,554.86,5437.57,2884.29,50.14,2934.43,2503.14,232.4,211.31,2.77,214.09,18.31,-21.8286,,,0.0165,0.0089,4779.27,42.32,2523.34,2565.66,2213.61
2020-04-29,RJ,8869,794,45485,48,17437592,33,9.8,86916,46279,40637,531.14,5205.29,3040.43,50.86,3091.29,2114.0,128.83,181.49,2.4,183.89,-55.0571,-50.7314,,,0.0172,0.0091,4984.4,45.53,2608.45,2653.98,2330.42
2020-04-30,RJ,9453,854,47851,49,17437592,33,9.8,92639,48705,43934,575.43,5639.14,3406.14,53.43,3459.57,2179.57,169.71,235.29,1.74,237.03,-67.3143,17.47,,,0.0175,0.0092,5312.6,48.97,2744.13,2793.1,2519.5
2020-05-01,RJ,10166,921,52678,50,17437592,33,9.8,99627,53599,46028,539.57,5287.86,3223.29,55.43,3278.71,2009.14,151.77,158.09,1.71,159.8,-8.0286,40.15,,,0.0172,0.0092,5713.35,52.82,3020.94,3073.76,2639.58
2020-05-02,RJ,10546,971,55975,51,17437592,33,9.8,103351,56946,46405,555.29,5441.86,3443.29,55.0,3498.29,1943.57,275.8,192.34,5.26,197.6,78.2,120.17,,,0.0171,0.0094,5926.91,55.68,3210.02,3265.7,2661.2
2020-05-03,RJ,11139,1019,60599,52,17437592,33,9.8,109162,61618,47544,632.29,6196.43,3674.71,58.71,3733.43,2463.0,433.17,203.31,5.94,209.26,223.91,80.07,1.06,,0.0165,0.0093,6260.15,58.44,3475.19,3533.63,2726.52
2020-05-04,RJ,11721,1065,64010,53,17437592,33,9.8,114866,65075,49791,671.86,6584.29,4002.14,77.14,4079.29,2505.0,729.66,355.09,8.4,363.49,366.17,69.99,-26.9486,,0.0164,0.0093,6587.26,61.07,3670.81,3731.88,2855.38
2020-05-05,RJ,12391,1123,68104,54,17437592,33,9.8,121432,69227,52205,796.43,7805.0,4422.71,83.14,4505.86,3299.14,570.09,275.63,8.86,284.49,285.6,22.79,-65.2251,,0.0162,0.0092,6963.81,64.4,3905.59,3969.99,2993.82
2020-05-06,RJ,13295,1205,71208,55,17437592,33,9.8,130291,72413,57878,911.86,8936.14,4998.71,97.43,5096.14,3840.0,501.74,340.57,8.4,348.97,152.77,-94.5886,-57.6011,-6.301,0.0166,0.0092,7471.85,69.1,4083.59,4152.69,3319.15
2020-05-07,RJ,14156,1394,75866,56,17437592,33,9.8,138729,77260,61469,846.14,8292.29,4821.43,99.29,4920.71,3371.57,389.74,284.26,7.57,291.83,97.91,-205.96,-51.3829,,0.018,0.01,7955.74,79.94,4350.72,4430.66,3525.09
2020-05-08,RJ,15741,1503,83637,57,17437592,33,9.8,154262,85140,69122,888.29,8705.14,5377.57,100.71,5478.29,3226.86,-39.7714,137.46,7.51,144.97,-184.7429,-207.9314,-30.4411,,0.0177,0.0097,8846.52,86.19,4796.36,4882.55,3963.96
2020-05-09,RJ,16929,1653,90966,58,17437592,33,9.8,165904,92619,73285,870.71,8533.0,5423.43,115.0,5538.43,2994.57,-300.1429,-6.8571,4.89,-1.9714,-298.1714,-186.92,,,0.0178,0.01,9514.16,94.8,5216.66,5311.46,4202.7
2020-05-10,RJ,17062,1714,94349,59,17437592,33,9.8,167208,96063,71145,776.14,7606.14,5110.0,120.71,5230.71,2375.43,-469.5714,-170.9429,6.86,-164.0857,-305.4857,-129.4171,,,0.0178,0.0103,9588.94,98.29,5410.67,5508.96,4079.98
2020-05-11,RJ,17939,1770,101653,60,17437592,33,9.8,175802,103423,72379,758.71,7435.43,4964.43,121.86,5086.29,2349.14,-432.8571,-212.0286,7.31,-204.7143,-228.1429,,,,0.0171,0.0101,10081.78,101.5,5829.53,5931.04,4150.75
2020-05-12,RJ,18486,1928,106068,61,17437592,33,9.8,181163,107996,73167,606.57,5944.43,3966.71,133.57,4100.29,1844.14,-257.3429,-99.1429,5.6,-93.5429,-163.8,,,,0.0179,0.0106,10389.22,110.57,6082.72,6193.29,4195.93
2020-05-13,RJ,18728,2050,106978,62,17437592,33,9.8,183534,109028,74506,667.43,6540.86,4317.43,137.29,4454.71,2086.14,922.06,494.94,6.77,501.71,420.34,,,,0.0188,0.0112,10525.19,117.56,6134.91,6252.47,4272.72
2020-05-14,RJ,19467,2247,110617,63,17437592,33,9.8,190777,112864,77913,739.43,7246.29,4927.71,143.0,5070.71,2175.57,1122.23,568.77,8.51,577.29,544.94,,,,0.0199,0.0118,10940.56,128.86,6343.59,6472.45,4468.11
2020-05-15,RJ,19987,2438,111404,64,17437592,33,9.8,195873,113842,82031,1246.57,12216.43,7584.71,154.57,7739.29,4477.14,2071.46,1114.34,7.2,1121.54,949.91,,,,0.0214,0.0124,11232.8,139.81,6388.73,6528.54,4704.26
2020-05-16,RJ,21601,2614,121188,65,17437592,33,9.8,211690,123802,87888,1331.29,13046.57,7808.29,164.43,7972.71,5073.86,2225.97,1217.37,5.83,1223.2,1002.77,51.12,,,0.0211,0.0123,12139.86,149.91,6949.81,7099.72,5040.15
2020-05-17,RJ,22238,2715,128843,66,17437592,33,9.8,217932,131558,86374,1663.43,16301.71,9538.43,169.57,9708.0,6593.71,2359.29,1297.09,6.23,1303.31,1055.97,131.44,,,0.0206,0.0125,12497.83,155.7,7388.81,7544.5,4953.32
2020-05-18,RJ,26665,2852,154746,67,17437592,33,9.8,261317,157598,103719,1803.14,17670.71,10404.29,166.43,10570.71,7100.0,1177.66,713.77,5.97,719.74,457.91,-358.9143,,,0.0181,0.0109,14985.84,163.55,8874.28,9037.83,5948.01
2020-05-19,RJ,27805,3079,160726,68,17437592,33,9.8,272489,163805,108684,1943.14,19042.71,11413.14,174.14,11587.29,7455.43,1779.43,1105.51,3.63,1109.14,670.29,-467.76,-58.8411,,0.0188,0.0113,15626.53,176.57,9217.21,9393.79,6232.74
2020-05-20,RJ,30372,3237,173747,69,17437592,33,9.8,297646,176984,120662,1847.43,18104.71,11153.57,184.43,11338.0,6766.71,276.89,425.74,1.89,427.63,-150.7429,-560.1143,-112.1383,,0.0183,0.0109,17069.21,185.63,9963.93,10149.57,6919.65
2020-05-21,RJ,32089,3412,183447,70,17437592,33,9.8,314472,186859,127613,2239.14,21943.71,13335.86,182.57,13518.43,8425.29,-112.8286,285.46,3.34,288.8,-401.6286,-243.0857,,,0.0183,0.0108,18034.14,195.67,10520.2,10715.87,7318.27
2020-05-22,RJ,33589,3657,191296,71,17437592,33,9.8,329172,194953,134219,1804.71,17686.14,11667.14,179.0,11846.14,5840.0,-441.2857,132.83,4.26,137.09,-578.3714,-429.2514,,,0.0188,0.0111,18877.15,209.72,10970.32,11180.04,7697.11
2020-05-23,RJ,34533,3905,199263,72,17437592,33,9.8,338423,203168,135255,1745.57,17106.57,11831.57,183.14,12014.71,5091.86,-37.7714,263.91,4.37,268.29,-306.0571,238.85,,,0.0192,0.0115,19407.67,223.94,11427.21,11651.15,7756.52
2020-05-24,RJ,37912,3993,222194,73,17437592,33,9.8,371538,226187,145351,1718.0,16836.29,12077.29,195.43,12272.71,4563.57,-366.8286,83.11,4.11,87.23,-454.0571,,,,0.0177,0.0107,21306.73,228.99,12742.24,12971.23,8335.5
2020-05-25,RJ,39298,4105,236416,74,17437592,33,9.8,385120,240521,144599,1828.14,17915.86,12473.14,206.29,12679.43,5236.43,1471.14,825.94,3.4,829.34,641.8,,,,0.0171,0.0107,22085.62,235.41,13557.84,13793.25,8292.37
2020-05-26,RJ,40024,4361,243547,75,17437592,33,9.8,392235,247908,144327,2052.0,20109.57,13751.43,203.14,13954.57,6155.0,911.94,525.29,1.97,527.26,384.69,,-127.2354,,0.0176,0.0111,22493.64,250.09,13966.78,14216.87,8276.77
2020-05-27,RJ,42398,4605,258288,76,17437592,33,9.8,415500,262893,152607,2555.29,25041.86,15796.86,196.0,15992.86,9049.0,897.71,566.43,-0.3143,566.11,331.6,,,,0.0175,0.0111,23827.83,264.08,14812.14,15076.22,8751.61
2020-05-28,RJ,44886,4856,270759,77,17437592,33,9.8,439883,275615,164268,2210.86,21666.29,14458.0,193.0,14651.0,7015.29,1095.09,631.14,-3.4,627.74,467.34,-397.3257,,,0.0176,0.011,25226.13,278.48,15527.32,15805.79,9420.34
2020-05-29,RJ,47953,5079,287556,78,17437592,33,9.8,469939,292635,177304,2176.0,21324.86,14909.43,193.86,15103.29,6221.57,693.86,393.17,-0.4857,392.69,301.17,-202.7086,,,0.0174,0.0108,26949.76,291.27,16490.58,16781.85,10167.92
2020-05-30,RJ,52420,5277,309841,79,17437592,33,9.8,513716,315118,198598,2386.86,23391.29,15628.86,189.29,15818.14,7573.14,-515.4857,-92.2857,2.83,-89.4571,-426.0286,-354.2114,,,0.0167,0.0103,29460.26,302.62,17768.57,18071.19,11389.07
2020-05-31,RJ,53388,5344,323400,80,17437592,33,9.8,523202,328744,194458,2406.0,23578.86,15717.29,200.71,15918.0,7660.86,-101.6,87.31,1.23,88.54,-190.1429,-350.0571,,,0.0163,0.0102,30004.26,306.46,18546.14,18852.6,11151.65
2020-06-01,RJ,54530,5462,340782,81,17437592,33,9.8,534394,346244,188150,2292.29,22464.43,15335.43,210.14,15545.57,6918.86,-873.3429,-276.3714,0.143,-276.2286,-597.1143,-243.6629,,,0.0158,0.0102,30646.09,313.23,19542.95,19856.18,10789.91
2020-06-02,RJ,56732,5686,352949,82,17437592,33,9.8,555974,358635,197339,2159.0,21158.29,14894.57,199.14,15093.71,6064.57,-655.2,29.8,1.09,30.89,-686.0857,,,,0.0159,0.0102,31883.65,326.08,20240.7,20566.77,11316.87
2020-06-03,RJ,59240,6010,368309,83,17437592,33,9.8,580552,374319,206233,1730.43,16958.14,13527.57,194.57,13722.14,3236.0,-524.4571,139.4,-2.4571,136.94,-661.4,,,,0.0161,0.0104,33293.13,344.66,21121.55,21466.21,11826.92
2020-06-04,RJ,60932,6327,378107,84,17437592,33,9.8,597134,384434,212700,2052.57,20115.29,15777.86,194.71,15972.57,4142.71,56.26,499.43,-6.5429,492.89,-436.6286,,,,0.0165,0.0106,34244.06,362.84,21683.44,22046.28,12197.79
2020-06-05,RJ,63066,6473,391818,85,17437592,33,9.8,618047,398291,219756,2138.43,20956.57,16414.29,188.43,16602.71,4353.86,5.57,402.89,-7.6,395.29,-389.7143,,,,0.0163,0.0105,35443.37,371.21,22469.73,22840.94,12602.43
2020-06-06,RJ,64533,6639,404534,86,17437592,33,9.8,632423,411173,221250,2321.0,22745.71,17832.57,177.43,18010.0,4735.71,764.4,723.0,-9.3143,713.69,50.71,,,,0.0161,0.0105,36267.79,380.73,23198.96,23579.69,12688.11
2020-06-07,RJ,67756,6707,433845,87,17437592,33,9.8,664009,440552,223457,2161.86,21186.14,16909.0,161.14,17070.14,4116.0,97.97,417.34,-11.9714,405.37,-307.4,-259.3829,,,0.0152,0.0101,38079.17,384.63,24879.87,25264.5,12814.67
2020-06-08,RJ,69499,6781,455682,88,17437592,33,9.8,681090,462463,218627,2120.43,20780.14,17142.57,148.0,17290.57,3489.57,-186.4571,359.43,-10.4571,348.97,-535.4286,-207.5257,,,0.0147,0.01,39058.72,388.87,26132.16,26521.04,12537.68
2020-06-09,RJ,72979,6928,477777,89,17437592,33,9.8,715194,484705,230489,2102.57,20605.14,17864.57,134.86,17999.43,2605.71,-1240.6571,-317.9714,-7.9143,-325.8857,-914.7714,-403.7029,,,0.0143,0.0097,41014.49,397.3,27399.25,27796.56,13217.94
2020-06-10,RJ,74373,7138,486672,90,17437592,33,9.8,728855,493810,235045,2043.29,20024.29,18211.43,136.14,18347.57,1676.71,-1032.0571,-271.5714,-5.1714,-276.7429,-755.3143,-138.76,,,0.0145,0.0098,41797.92,409.35,27909.36,28318.7,13479.21
2020-06-11,RJ,75775,7363,498105,91,17437592,33,9.8,742595,505468,237127,1688.0,16542.43,16242.71,137.86,16380.57,161.86,-1254.1143,-527.6,0.0857,-527.5143,-726.6,,,,0.0146,0.0099,42585.87,422.25,28565.01,28987.26,13598.61
2020-06-12,RJ,77784,7417,516870,92,17437592,33,9.8,762283,524287,237996,1635.29,16025.86,15551.14,135.29,15686.43,339.43,-595.8286,-183.7429,1.6,-182.1429,-413.6857,,,,0.0141,0.0097,43714.92,425.35,29641.13,30066.48,13648.44
2020-06-13,RJ,78836,7592,532014,93,17437592,33,9.8,772593,539606,232987,1480.57,14509.57,14504.57,148.43,14653.0,-143.4286,-773.0857,-300.9143,2.74,-298.1714,-474.9143,,,,0.0141,0.0098,44306.17,435.38,30509.6,30944.98,13361.19
2020-06-14,RJ,79572,7672,547544,94,17437592,33,9.8,779806,555216,224590,1798.57,17626.0,16945.86,142.86,17088.71,537.29,1057.83,396.06,6.09,402.14,655.69,,,,0.0138,0.0098,44719.82,439.97,31400.21,31840.18,12879.65
2020-06-15,RJ,80946,7728,564540,95,17437592,33,9.8,793271,572268,221003,1648.86,16158.86,16706.86,149.86,16856.71,-697.8571,1471.11,595.14,8.14,603.29,867.83,,,,0.0135,0.0097,45492.0,443.18,32374.88,32818.06,12673.94
2020-06-16,RJ,83343,7967,579309,96,17437592,33,9.8,816761,587276,229485,2227.71,21831.57,18223.0,168.29,18391.29,3440.29,1735.14,893.6,4.69,898.29,836.86,,,,0.0136,0.0098,46839.09,456.89,33221.85,33678.73,13160.36
2020-06-17,RJ,86963,8138,605293,97,17437592,33,9.8,852237,613431,238806,2385.86,23381.43,18526.86,176.0,18702.86,4678.57,1130.09,458.23,5.86,464.09,666.0,-159.1486,,,0.0133,0.0095,48873.55,466.69,34711.96,35178.65,13694.9
2020-06-18,RJ,87317,8412,615053,98,17437592,33,9.8,855707,623465,232242,2365.86,23185.29,18972.57,171.86,19144.43,4040.86,1675.51,696.8,3.91,700.71,974.8,-189.0,,,0.0135,0.0098,49072.54,482.41,35271.67,35754.08,13318.47
2020-06-19,RJ,93378,8595,644431,99,17437592,33,9.8,915104,653026,262078,2375.14,23276.43,19237.0,172.14,19409.14,3867.29,262.09,98.11,-0.6,97.51,164.57,-427.7714,,,0.0132,0.0094,52478.81,492.9,36956.42,37449.32,15029.48
2020-06-20,RJ,95537,8824,661702,100,17437592,33,9.8,936263,670526,265737,2503.71,24536.43,20190.86,169.43,20360.29,4176.14,526.11,252.51,-5.5429,246.97,279.14,-414.1829,,,0.0132,0.0094,53692.22,506.03,37946.87,38452.9,15239.32
2020-06-21,RJ,96133,8875,680352,101,17437592,33,9.8,942103,689227,252876,2361.43,23142.0,18713.57,165.29,18878.86,4263.14,-403.7143,-246.7714,-6.0286,-252.8,-150.9143,-467.32,,,0.0129,0.0094,54027.13,508.96,39016.4,39525.35,14501.77
2020-06-22,RJ,97572,8933,699199,102,17437592,33,9.8,956206,708132,248074,2654.29,26012.0,19789.43,148.29,19937.71,6074.29,-940.8286,-652.2286,-6.8571,-659.0857,-281.7429,-176.6857,,,0.0126,0.0093,54835.9,512.28,40097.22,40609.51,14226.39
2020-06-23,RJ,100869,9153,720645,103,17437592,33,9.8,988516,729798,258718,2159.86,21166.71,17738.71,141.71,17880.43,3286.29,-661.0857,-637.5143,-6.9143,-644.4286,-16.6571,-488.1486,,,0.0125,0.0093,56688.79,524.9,41327.09,41851.99,14836.8
2020-06-24,RJ,103493,9295,736288,104,17437592,33,9.8,1014231,745583,268648,1895.14,18572.29,15975.86,137.86,16113.71,2458.57,-621.3429,-433.1429,-6.9143,-440.0571,-181.2857,,,,0.0125,0.0092,58163.48,533.04,42224.18,42757.22,15406.26
2020-06-25,RJ,105897,9450,753579,105,17437592,33,9.8,1037791,763029,274762,2166.43,21231.0,17003.29,134.86,17138.14,4092.86,-1914.6286,-975.2,-3.1714,-978.3714,-936.2571,,,,0.0124,0.0091,59514.58,541.93,43215.77,43757.7,15756.88
2020-06-26,RJ,108497,9587,768602,106,17437592,33,9.8,1063271,778189,285082,2044.43,20035.29,16547.86,130.71,16678.57,3356.71,-933.5429,-532.3714,-2.5429,-534.9143,-398.6286,,,,0.0123,0.009,60975.79,549.79,44077.3,44627.09,16348.7
2020-06-27,RJ,108803,9789,773533,107,17437592,33,9.8,1066269,783322,282947,1677.43,16438.86,14913.43,132.43,15045.86,1393.0,-655.2,-419.1429,-2.3714,-421.5143,-233.6857,,,,0.0125,0.0092,61147.72,561.37,44360.08,44921.45,16226.27
