key,group_name,M,β,γ,α,μ,σ(β),σ(γ),σ(α),σ(μ),σ(E),R0,σ(R0),loss_7_days,loss_14_days
2020-05-10,All,3.9653765e7,0.00101,0.99,0.05793,0.07695,0.1278,0.5965,0.04342,0.115,3.55,0.01744,2.206,1.014,1.014
2020-05-11,All,3.9653765e7,0.00101,0.99,0.02827,0.07622,0.177,0.8158,0.00971,0.1153,4.162,0.03573,6.26,1.015,1.015
2020-05-12,All,3.9653765e7,,,,0.07558,,,,0.1155,,,,,
2020-05-15,All,3.9653765e7,0.07812,0.4764,0.06051,0.06253,0.05696,0.1558,0.03755,0.08681,2.289,1.291,1.236,1.012,1.012
2020-05-16,All,3.9653765e7,0.08667,0.99,0.05359,0.05932,0.05834,0.6097,0.05318,0.08757,1.97,1.617,1.939,0.9915,0.9915
2020-05-17,All,3.9653765e7,0.07208,0.3933,0.03623,0.05195,0.06829,0.2151,,0.06957,5.099,1.989,,0.9933,0.9933
2020-05-18,All,3.9653765e7,0.08051,0.99,0.05951,0.05008,0.0658,1.457,0.06362,0.0662,4.212,1.353,1.82,1.01,1.01
2020-05-19,All,3.9653765e7,0.00101,0.99,0.05515,0.04995,0.1001,2.183,0.01069,0.06626,7.423,0.01831,1.815,1.015,1.015
2020-05-20,All,3.9653765e7,,,,0.0495,,,,0.06638,,,,,
2020-05-21,All,3.9653765e7,0.00101,0.4859,0.0482,0.04749,0.09848,0.2392,0.01016,0.0671,5.404,0.02095,2.043,1.015,1.015
2020-05-22,All,3.9653765e7,0.07022,0.99,0.04832,0.04701,0.04384,0.7649,0.02568,0.06732,6.373,1.453,1.191,1.011,1.011
2020-05-23,All,3.9653765e7,0.06387,0.4508,0.04015,0.04785,0.05367,0.334,,0.06689,11.779,1.591,,1.011,1.011
2020-05-24,All,3.9653765e7,,,,0.04048,,,,0.04948,,,,,
2020-05-25,All,3.9653765e7,,,,0.03958,,,,0.04961,,,,,
2020-05-26,All,3.9653765e7,0.1101,0.99,0.08138,0.05473,0.144,1.006,0.03303,0.05961,8.895,1.353,1.853,1.005,1.005
2020-05-27,All,3.9653765e7,,,,0.05299,,,,0.0609,,,,,
2020-05-28,All,3.9653765e7,,,,0.0511,,,,0.05805,,,,,
2020-05-29,All,3.9653765e7,,,,0.05223,,,,0.05781,,,,,
2020-05-30,All,3.9653765e7,,,,0.05166,,,,0.05705,,,,,
