Key,Group Name,M,β,γ,α,μ,σ(β),σ(γ),σ(α),σ(μ),σ(E),R0,σ(R0),Loss 7 Days,Loss 14 Days
2020-05-04,All,3.9653765e7,0.006,0.222,0.0945,,0.327,0.841,0.0111,,32148.41,0.0634,3.46,1.04,1.04
2020-05-05,All,3.9653765e7,0.006,0.222,0.0935,,0.155,0.602,0.0061,,22735.55,0.0641,1.65,1.04,1.04
2020-05-06,All,3.9653765e7,0.006,0.222,0.0909,,0.21,1.5,0.0115,,55939.5,0.0659,2.3,1.04,1.04
2020-05-07,All,3.9653765e7,0.006,0.222,0.101,,0.187,0.721,0.0144,,26765.67,0.0591,1.84,1.04,1.04
2020-05-08,All,3.9653765e7,0.006,0.222,0.0973,,0.239,2.97,0.0139,,103207.32,0.0616,2.46,1.04,1.04
2020-05-09,All,3.9653765e7,0.006,0.222,0.0948,,0.174,6.19,0.0198,,203282.97,0.0632,1.83,1.04,1.04
2020-05-10,All,3.9653765e7,0.006,0.222,0.0909,,0.144,1.06,0.0132,,33570.01,0.0659,1.58,1.04,1.04
2020-05-11,All,3.9653765e7,0.006,0.222,0.0957,,0.17,2.99,0.0137,,92701.68,0.0626,1.77,1.03,1.03
2020-05-12,All,3.9653765e7,0.149,0.222,0.0909,,0.073,0.422,0.0089,,13304.41,1.64,0.819,41.99,41.99
2020-05-15,All,3.9653765e7,0.115,0.222,0.0909,,0.106,0.945,0.0184,,29085.26,1.27,1.2,4.54,4.54
2020-05-16,All,3.9653765e7,0.128,0.222,0.0909,,0.0955,0.495,0.0111,,14192.96,1.41,1.06,12.35,12.35
2020-05-17,All,3.9653765e7,0.006,0.222,0.0909,0.0983,0.153,0.169,0.0092,0.161,4476.52,0.0659,1.69,1.27,1.27
2020-05-18,All,3.9653765e7,0.006,0.222,0.0909,0.089,0.132,0.415,0.0106,0.141,9941.31,0.0659,1.45,1.23,1.23
2020-05-19,All,3.9653765e7,0.006,0.222,0.0909,,0.108,1.31,0.0107,,28538.38,0.0659,1.18,1.03,1.03
2020-05-20,All,3.9653765e7,0.006,0.222,0.0909,0.0967,0.0859,0.461,0.0113,0.164,9732.51,0.0659,0.945,1.26,1.26
2020-05-21,All,3.9653765e7,0.006,0.222,0.0909,0.0924,0.222,0.359,0.0117,0.157,7561.72,0.0659,2.44,1.24,1.24
2020-05-22,All,3.9653765e7,0.006,0.222,0.0909,0.0842,0.273,0.226,0.0079,0.139,4733.63,0.0659,3.0,1.2,1.2
2020-05-23,All,3.9653765e7,0.006,0.222,0.0909,0.0871,0.218,0.268,0.0084,0.147,5585.57,0.0659,2.4,1.21,1.21
2020-05-24,All,3.9653765e7,0.006,0.222,0.0909,0.0848,0.145,0.332,0.0072,0.145,6992.65,0.0659,1.59,1.21,1.21
2020-05-25,All,3.9653765e7,0.006,0.172,0.11,0.0817,0.133,,0.0346,0.139,,0.0547,1.21,1.2,1.2
2020-05-26,All,3.9653765e7,0.0981,0.222,0.128,0.0951,0.125,1.07,0.0865,0.135,23340.23,0.768,1.11,1.36,1.36
2020-05-27,All,3.9653765e7,0.006,0.222,0.0909,0.0915,0.113,0.341,0.0178,0.134,7224.82,0.0659,1.24,1.24,1.24
2020-05-28,All,3.9653765e7,0.006,0.222,0.0909,0.0893,0.106,0.378,0.0149,0.134,7818.24,0.0659,1.16,1.22,1.22
2020-05-29,All,3.9653765e7,0.006,0.222,0.101,0.0914,0.121,0.864,0.0292,0.142,17524.12,0.0596,1.2,1.23,1.23
2020-05-30,All,3.9653765e7,0.006,0.222,0.0909,0.0964,0.09,0.526,0.0047,0.158,10219.44,0.0659,0.99,1.24,1.24
2020-05-31,All,3.9653765e7,0.006,0.222,0.0937,0.0936,0.0931,6.15,0.0056,0.154,112885.73,0.0639,0.994,1.23,1.23
2020-06-01,All,3.9653765e7,0.006,0.222,0.0999,0.0898,0.0885,0.595,0.0296,0.152,10631.45,0.06,0.886,1.22,1.22
2020-06-02,All,3.9653765e7,0.0754,0.222,0.101,0.0871,0.0266,0.675,0.0294,0.147,11931.34,0.745,0.341,1.26,1.26
2020-06-03,All,3.9653765e7,0.082,0.222,0.101,0.0874,0.0223,0.229,0.0294,0.149,4069.41,0.816,0.325,1.28,1.28
2020-06-06,All,3.9653765e7,0.0923,0.222,0.0909,0.0827,0.0425,0.743,0.0382,0.142,14270.27,1.02,0.633,1.34,1.34
2020-06-08,All,3.9653765e7,0.0747,0.222,0.0909,0.0767,0.032,0.485,0.0382,0.128,9296.97,0.822,0.493,1.21,1.21
2020-06-09,All,3.9653765e7,0.0809,0.222,0.0909,0.0804,0.0495,0.382,0.0376,0.138,7732.41,0.89,0.657,1.24,1.24
2020-06-10,All,3.9653765e7,0.0836,0.222,0.1,0.0782,0.0531,0.663,0.0296,0.134,14643.86,0.833,0.584,1.22,1.22
2020-06-11,All,3.9653765e7,0.0979,0.222,0.104,0.078,0.0523,0.765,0.0294,0.134,18386.38,0.938,0.567,1.26,1.26
2020-06-12,All,3.9653765e7,0.111,0.222,0.0996,0.0761,0.0755,0.921,0.0301,0.13,23989.79,1.11,0.829,1.57,1.57
2020-06-13,All,3.9653765e7,0.143,0.222,0.091,0.0785,0.145,0.433,0.0095,0.141,12075.38,1.58,1.6,25.92,25.92
2020-06-14,All,3.9653765e7,0.16,0.222,0.0932,0.0763,0.169,0.436,0.0072,0.136,12800.86,1.71,1.82,48.55,48.55
2020-06-15,All,3.9653765e7,0.006,0.222,0.0909,0.0867,0.217,0.741,0.0069,0.163,22030.25,0.0659,2.38,1.2,1.2
2020-06-16,All,3.9653765e7,0.006,0.222,0.0946,0.0839,0.228,0.167,0.0124,0.156,4822.76,0.0633,2.41,1.18,1.18
2020-06-17,All,3.9653765e7,0.006,0.222,0.0909,0.0877,0.194,0.444,0.0084,0.167,12357.67,0.0659,2.14,1.2,1.2
2020-06-18,All,3.9653765e7,,,0.0909,0.0846,,,0.0063,0.16,,,,,
2020-06-19,All,3.9653765e7,,,0.0909,0.082,,,0.0066,0.153,,,,,
2020-06-20,All,3.9653765e7,0.25,,0.0909,0.0799,0.25,,0.0073,0.148,,2.76,2.75,,
2020-06-21,All,3.9653765e7,0.25,,0.0941,0.0787,0.25,,0.0046,0.143,,2.66,2.66,,
2020-06-22,All,3.9653765e7,0.25,,0.0909,0.0766,0.25,,0.0377,0.138,,2.76,2.97,,
