Key,Group Name,M,β,γ,α,μ,σ(β),σ(γ),σ(α),σ(μ),σ(E),R0,σ(R0),Loss 7 Days,Loss 14 Days
niquelândia__go,All,46852.0,0.0743,0.196,0.0909,0.0044,0.0322,0.7,1.0,0.0009,325.12,0.817,9.0,1.28,1.28
niterói__rj,All,518720.0,0.104,0.196,0.0909,0.0045,0.0194,0.7,1.0,0.0002,24878.56,1.15,12.63,0.975,0.975
nobres__mt,All,15489.0,0.178,0.196,0.0909,0.005,0.0121,0.7,1.0,0.001,312.12,1.96,21.59,0.24,0.24
nonoai__rs,All,11812.0,0.0867,0.196,0.0909,0.003,0.0326,0.7,1.0,0.0001,395.35,0.953,10.49,1.02,1.02
normandia__rr,All,11403.0,0.309,0.196,0.0909,0.0097,0.0596,0.7,1.0,0.0008,0.0,3.39,37.33,1.37,1.37
nossa_senhora_da_glória__se,All,37293.0,0.129,0.196,0.0909,,0.0195,0.7,1.0,,1186.06,1.41,15.55,1.74,1.74
nossa_senhora_das_dores__se,All,26895.0,0.159,0.196,0.0909,0.0083,0.0166,0.7,1.0,0.0009,603.43,1.75,19.29,0.312,0.312
nossa_senhora_de_lourdes__se,All,6548.0,0.189,0.196,0.0909,0.0309,0.0553,0.7,1.0,0.0028,20.81,2.08,22.91,0.664,0.664
nossa_senhora_do_livramento__mt,All,13348.0,0.0972,0.196,0.0909,0.003,0.0087,0.7,1.0,0.0003,1170.45,1.07,11.76,0.615,0.615
nossa_senhora_do_socorro__se,All,185464.0,0.119,0.196,0.0909,0.007,0.0012,0.7,1.0,0.0002,5873.06,1.31,14.37,0.745,0.745
nossa_senhora_dos_remédios__pi,All,8779.0,0.104,0.196,0.0909,,0.0507,0.7,1.0,,2621.81,1.14,12.59,1.39,1.39
nova_aliança__sp,All,7043.0,0.0016,0.196,0.0909,0.0036,0.0972,0.7,1.0,0.0002,556.61,0.0178,1.09,2.34,2.34
nova_alvorada__rs,All,3661.0,0.0746,0.196,0.0909,0.0045,0.0049,0.7,1.0,0.001,262.7,0.821,9.03,1.09,1.09
nova_andradina__ms,All,54918.0,0.0895,0.196,0.0909,0.0048,0.25,0.7,1.0,0.0011,452.57,0.985,11.18,0.322,0.322
nova_araçá__rs,All,4807.0,0.5,0.196,0.0909,,0.0266,0.7,1.0,,416.16,5.5,60.49,2.68,2.68
nova_bandeirantes__mt,All,15441.0,0.249,0.196,0.0909,0.0047,0.0772,0.7,1.0,0.0003,182.07,2.74,30.17,0.481,0.481
nova_cruz__rn,All,37716.0,0.288,0.196,0.0909,0.0083,0.25,0.7,1.0,0.0002,0.0,3.17,34.98,1.09,1.09
nova_esperança_do_piriá__pa,All,21582.0,0.134,0.196,0.0909,0.0023,0.0137,0.7,1.0,0.0002,1144.44,1.48,16.25,0.696,0.696
nova_friburgo__rj,All,192537.0,0.103,0.196,0.0909,0.0092,0.0107,0.7,1.0,0.0004,2676.43,1.13,12.46,0.533,0.533
nova_granada__sp,All,21715.0,0.203,0.196,0.0909,0.0041,0.0661,0.7,1.0,0.0011,101.44,2.23,24.52,0.434,0.434
nova_ibiá__ba,All,6657.0,0.141,0.196,0.0909,0.0065,0.0226,0.7,1.0,0.0014,304.32,1.55,17.1,0.463,0.463
nova_iguaçu__rj,All,829339.0,0.108,0.196,0.0909,0.0134,0.0035,0.7,1.0,0.0004,9048.88,1.19,13.12,1.48,1.48
nova_ipixuna__pa,All,16845.0,0.0776,0.196,0.0909,0.0034,0.0067,0.7,1.0,0.0003,951.97,0.853,9.39,1.51,1.51
nova_lacerda__mt,All,6706.0,0.192,0.196,0.0909,0.0066,0.032,0.7,1.0,0.0006,78.03,2.11,23.24,0.498,0.498
nova_lima__mg,All,95838.0,0.14,0.196,0.0909,,0.0167,0.7,1.0,,3904.1,1.54,16.96,0.611,0.611
nova_londrina__pr,All,13345.0,0.154,0.196,0.0909,0.005,0.0381,0.7,1.0,0.0,41.62,1.7,18.69,0.617,0.617
nova_mamoré__ro,All,30889.0,0.287,0.196,0.0909,0.0028,0.25,0.7,1.0,0.0005,0.0,3.16,34.84,0.728,0.728
nova_mutum__mt,All,45832.0,0.0957,0.196,0.0909,0.0033,0.0238,0.7,1.0,0.0003,3849.48,1.05,11.58,0.44,0.44
nova_odessa__sp,All,60776.0,0.0939,0.196,0.0909,0.0109,0.0067,0.7,1.0,0.0011,881.74,1.03,11.37,0.732,0.732
nova_olinda__to,All,11937.0,0.14,0.196,0.0909,0.0072,0.0152,0.7,1.0,0.0002,260.1,1.54,16.99,1.5,1.5
nova_olinda_do_maranhão__ma,All,21137.0,0.101,0.196,0.0909,0.0013,0.0788,0.7,1.0,0.0,907.75,1.11,12.19,1.3,1.3
nova_olinda_do_norte__am,All,37752.0,0.131,0.196,0.0909,0.0023,0.0206,0.7,1.0,0.0001,5501.11,1.44,15.83,0.557,0.557
nova_olímpia__mt,All,20504.0,0.201,0.196,0.0909,0.0067,0.0474,0.7,1.0,0.0017,156.06,2.21,24.34,0.282,0.282
nova_petrópolis__rs,All,21567.0,0.0262,0.196,0.0909,0.0078,0.0316,0.7,1.0,0.0007,176.87,0.289,3.19,1.68,1.68
nova_ponte__mg,All,15700.0,0.0011,0.196,0.0909,0.0034,0.0633,0.7,1.0,0.0006,2790.87,0.0118,0.708,4.08,4.08
nova_porteirinha__mg,All,7575.0,0.0492,0.196,0.0909,0.0043,0.0162,0.7,1.0,0.0012,257.5,0.541,5.95,2.06,2.06
nova_prata__rs,All,27530.0,0.134,0.196,0.0909,,0.0165,0.7,1.0,,460.38,1.48,16.27,0.523,0.523
nova_russas__ce,All,32651.0,0.125,0.196,0.0909,0.004,0.0073,0.7,1.0,0.0002,1456.56,1.37,15.08,1.02,1.02
nova_santa_helena__mt,All,3755.0,0.224,0.196,0.0909,0.008,0.0914,0.7,1.0,0.0015,156.06,2.47,27.15,0.537,0.537
nova_santa_rita__rs,All,29593.0,0.275,0.196,0.0909,0.0152,0.085,0.7,1.0,0.0011,65.02,3.03,33.29,0.732,0.732
nova_serrana__mg,All,103720.0,0.0037,0.196,0.0909,0.0029,0.0078,0.7,1.0,0.0002,2101.61,0.0402,0.45,2.49,2.49
nova_timboteua__pa,All,15517.0,0.109,0.196,0.0909,0.0012,0.0108,0.7,1.0,0.0003,473.38,1.2,13.24,0.608,0.608
nova_venécia__es,All,50611.0,0.259,0.196,0.0909,0.0036,0.25,0.7,1.0,0.0004,0.0,2.85,31.42,1.11,1.11
nova_viçosa__ba,All,43810.0,0.104,0.196,0.0909,0.0028,0.0197,0.7,1.0,0.0002,691.87,1.14,12.58,0.452,0.452
nova_xavantina__mt,All,21588.0,0.139,0.196,0.0909,0.0341,0.073,0.7,1.0,0.005,104.04,1.53,16.88,0.731,0.731
novo_airão__am,All,19649.0,0.179,0.196,0.0909,0.0017,0.0182,0.7,1.0,0.0,200.28,1.97,21.69,2.46,2.46
novo_aripuanã__am,All,25900.0,0.169,0.196,0.0909,0.0013,0.0612,0.7,1.0,0.0001,2119.81,1.86,20.52,0.962,0.962
novo_cruzeiro__mg,All,31644.0,0.0316,0.196,0.0909,0.0021,0.0213,0.7,1.0,0.0002,603.43,0.348,3.83,2.17,2.17
novo_gama__go,All,116868.0,0.0913,0.196,0.0909,0.0074,0.004,0.7,1.0,0.0004,1898.73,1.0,11.05,0.664,0.664
novo_hamburgo__rs,All,249215.0,0.135,0.196,0.0909,0.0052,0.0094,0.7,1.0,0.0002,4478.92,1.49,16.34,0.382,0.382
novo_horizonte__sp,All,41463.0,0.0866,0.196,0.0909,0.0047,0.0646,0.7,1.0,0.0005,278.31,0.952,10.5,1.0,1.0
novo_horizonte_do_oeste__ro,All,8623.0,0.215,0.196,0.0909,0.0066,0.25,0.7,1.0,0.0001,0.0,2.37,26.18,1.66,1.66
novo_lino__al,All,12817.0,0.11,0.196,0.0909,0.0071,0.0076,0.7,1.0,0.0012,280.91,1.21,13.3,1.48,1.48
novo_mundo__mt,All,9270.0,0.204,0.196,0.0909,0.0034,0.0088,0.7,1.0,0.0008,78.03,2.25,24.74,0.438,0.438
novo_oriente__ce,All,28893.0,0.229,0.196,0.0909,0.0028,0.0472,0.7,1.0,0.0004,501.99,2.52,27.69,0.394,0.394
novo_progresso__pa,All,26020.0,0.11,0.196,0.0909,,0.0046,0.7,1.0,,1857.11,1.21,13.3,0.701,0.701
novo_repartimento__pa,All,76678.0,0.198,0.196,0.0909,0.0154,0.0219,0.7,1.0,0.0018,325.12,2.18,23.99,0.331,0.331
não-me-toque__rs,All,17800.0,0.138,0.196,0.0909,0.0034,0.0089,0.7,1.0,0.0002,20.81,1.52,16.67,2.11,2.11
nísia_floresta__rn,All,27878.0,0.248,0.196,0.0909,0.0029,0.25,0.7,1.0,0.0003,0.0,2.73,30.18,1.35,1.35
ocara__ce,All,25960.0,0.118,0.196,0.0909,0.0026,0.0072,0.7,1.0,0.0002,2811.68,1.3,14.27,0.93,0.93
oeiras__pi,All,37399.0,0.224,0.196,0.0909,,0.0373,0.7,1.0,,5243.62,2.47,27.15,0.305,0.305
oeiras_do_pará__pa,All,32837.0,0.139,0.196,0.0909,0.0086,0.0242,0.7,1.0,0.0004,301.72,1.53,16.82,1.84,1.84
oiapoque__ap,All,27543.0,0.128,0.196,0.0909,0.0013,0.0245,0.7,1.0,0.0001,7147.55,1.41,15.48,1.34,1.34
olho_d'água_das_cunhãs__ma,All,19700.0,0.15,0.196,0.0909,0.0013,0.0151,0.7,1.0,0.0,304.32,1.65,18.13,1.72,1.72
olho_d'água_das_flores__al,All,21905.0,0.145,0.196,0.0909,0.0021,0.0258,0.7,1.0,0.0003,1121.03,1.59,17.51,0.449,0.449
olho_d'água_do_piauí__pi,All,2484.0,0.225,0.196,0.0909,0.0023,0.0456,0.7,1.0,0.0006,93.64,2.48,27.23,0.548,0.548
olho_d'água_grande__al,All,5174.0,0.254,0.196,0.0909,0.0137,0.0676,0.7,1.0,0.0019,20.81,2.79,30.69,0.664,0.664
olinda__pe,All,396407.0,0.129,0.196,0.0909,0.0093,0.0045,0.7,1.0,0.0002,6023.92,1.42,15.62,2.02,2.02
olinda_nova_do_maranhão__ma,All,14848.0,0.19,0.196,0.0909,0.0039,0.0127,0.7,1.0,0.0006,0.0,2.08,22.93,1.02,1.02
olivença__al,All,11740.0,0.124,0.196,0.0909,0.0033,0.0467,0.7,1.0,0.0009,236.69,1.37,15.04,0.55,0.55
olímpia__sp,All,55320.0,0.117,0.196,0.0909,0.0027,0.0287,0.7,1.0,0.0003,756.89,1.29,14.15,0.429,0.429
onda_verde__sp,All,4425.0,0.0994,0.196,0.0909,0.0086,0.113,0.7,1.0,0.0011,78.03,1.09,12.09,0.846,0.846
oriximiná__pa,All,73827.0,0.113,0.196,0.0909,0.0023,0.0391,0.7,1.0,0.0001,7381.64,1.24,13.68,0.567,0.567
orlândia__sp,All,44468.0,0.0775,0.196,0.0909,0.004,0.014,0.7,1.0,0.0003,1209.46,0.853,9.38,0.88,0.88
orobó__pe,All,24123.0,0.176,0.196,0.0909,0.0071,0.0062,0.7,1.0,0.001,88.43,1.94,21.34,0.419,0.419
orós__ce,All,21641.0,0.218,0.196,0.0909,0.0011,0.0308,0.7,1.0,0.0002,2559.38,2.4,26.38,0.301,0.301
osasco__sp,All,705402.0,0.12,0.196,0.0909,0.0109,0.0039,0.7,1.0,0.0003,20030.3,1.32,14.57,1.51,1.51
osório__rs,All,46454.0,0.104,0.196,0.0909,0.0016,0.0238,0.7,1.0,0.0003,1136.64,1.14,12.57,0.661,0.661
ouricuri__pe,All,70154.0,0.14,0.196,0.0909,0.0051,0.0172,0.7,1.0,0.0005,239.29,1.54,16.92,0.317,0.317
ourilândia_do_norte__pa,All,33160.0,0.128,0.196,0.0909,,0.0097,0.7,1.0,,6583.13,1.41,15.51,0.832,0.832
ourinhos__sp,All,114677.0,0.081,0.196,0.0909,0.0016,0.0168,0.7,1.0,0.0001,2624.41,0.891,9.8,1.04,1.04
ouro_branco__al,All,11611.0,0.122,0.196,0.0909,0.0053,0.0126,0.7,1.0,0.0008,106.64,1.35,14.82,1.68,1.68
ouro_branco__mg,All,39895.0,0.0655,0.196,0.0909,,0.0228,0.7,1.0,,988.38,0.721,7.93,0.796,0.796
ouro_fino__mg,All,33975.0,0.143,0.196,0.0909,0.0026,0.0299,0.7,1.0,0.0003,130.05,1.58,17.33,0.494,0.494
ouro_preto__mg,All,75024.0,0.107,0.196,0.0909,,0.0065,0.7,1.0,,1074.21,1.18,12.94,1.39,1.39
ouro_preto_do_oeste__ro,All,36395.0,0.233,0.196,0.0909,0.0038,0.25,0.7,1.0,0.0009,0.0,2.56,28.31,1.74,1.74
ouro_verde_do_oeste__pr,All,6056.0,0.369,0.196,0.0909,0.0046,0.0506,0.7,1.0,0.0001,0.0,4.05,44.59,0.676,0.676
ourém__pa,All,18020.0,0.1,0.196,0.0909,0.0024,0.0333,0.7,1.0,0.0001,366.74,1.1,12.12,1.02,1.02
pacaembu__sp,All,14339.0,0.117,0.196,0.0909,0.0098,0.0244,0.7,1.0,0.0012,52.02,1.28,14.14,1.18,1.18
pacajus__ce,All,72925.0,0.116,0.196,0.0909,0.0027,0.012,0.7,1.0,0.0001,6325.63,1.27,13.98,1.02,1.02
pacajá__pa,All,48183.0,0.15,0.196,0.0909,0.0031,0.0081,0.7,1.0,0.0002,993.58,1.65,18.16,0.305,0.305
pacaraima__rr,All,17575.0,0.287,0.196,0.0909,0.0035,0.176,0.7,1.0,0.0003,0.0,3.15,34.75,1.7,1.7
pacatuba__ce,All,84266.0,0.182,0.196,0.0909,0.0043,0.0086,0.7,1.0,0.0003,3113.4,2.0,21.98,2.15,2.15
pacatuba__se,All,14572.0,0.0419,0.196,0.0909,0.0045,0.0354,0.7,1.0,0.0002,777.7,0.461,5.08,1.37,1.37
pacoti__ce,All,12384.0,0.161,0.196,0.0909,0.0024,0.0105,0.7,1.0,0.0002,1505.98,1.77,19.45,0.662,0.662
pacujá__ce,All,6598.0,0.154,0.196,0.0909,,0.0297,0.7,1.0,,1305.7,1.7,18.69,0.507,0.507
padre_bernardo__go,All,34173.0,0.126,0.196,0.0909,0.0026,0.0183,0.7,1.0,0.0003,236.69,1.38,15.21,0.574,0.574
padre_marcos__pi,All,6937.0,0.073,0.196,0.0909,0.0027,0.0303,0.7,1.0,0.0005,468.18,0.803,8.84,0.916,0.916
paiçandu__pr,All,41694.0,0.184,0.196,0.0909,0.0047,0.0323,0.7,1.0,0.0011,260.1,2.03,22.32,0.408,0.408
palestina__al,All,5061.0,0.071,0.196,0.0909,0.0022,0.0359,0.7,1.0,0.0003,473.38,0.781,8.6,0.925,0.925
palestina_do_pará__pa,All,7665.0,0.177,0.196,0.0909,0.0049,0.0676,0.7,1.0,0.0009,195.07,1.95,21.41,0.468,0.468
palhano__ce,All,9480.0,0.156,0.196,0.0909,0.0037,0.016,0.7,1.0,0.0004,249.7,1.72,18.9,0.77,0.77
palhoça__sc,All,173515.0,0.176,0.196,0.0909,,0.0106,0.7,1.0,,10794.15,1.93,21.27,0.205,0.205
palmares__pe,All,63882.0,0.0992,0.196,0.0909,0.009,0.0064,0.7,1.0,0.0003,3324.08,1.09,12.0,0.992,0.992
palmares_paulista__sp,All,13408.0,0.0853,0.196,0.0909,0.0101,0.0261,0.7,1.0,0.0009,174.27,0.938,10.32,0.661,0.661
palmas__to,All,302118.0,0.132,0.196,0.0909,0.0015,0.0043,0.7,1.0,0.0001,8052.7,1.46,16.02,0.25,0.25
palmeira__pr,All,34216.0,0.0945,0.196,0.0909,0.0071,0.029,0.7,1.0,0.0013,153.46,1.04,11.43,0.714,0.714
palmeira_das_missões__rs,All,33636.0,0.0865,0.196,0.0909,0.0046,0.0035,0.7,1.0,0.0004,1024.79,0.952,10.47,0.946,0.946
palmeira_dos_índios__al,All,73950.0,0.122,0.196,0.0909,0.0047,0.0144,0.7,1.0,0.0006,1404.54,1.34,14.77,0.389,0.389
palmeirais__pi,All,14684.0,0.167,0.196,0.0909,0.0056,0.007,0.7,1.0,0.0007,187.27,1.84,20.23,0.418,0.418
palmeirante__to,All,6086.0,0.019,0.196,0.0909,0.0058,0.0301,0.7,1.0,0.0005,236.69,0.209,2.32,3.49,3.49
palmeiras_de_goiás__go,All,29147.0,0.134,0.196,0.0909,0.0083,0.051,0.7,1.0,0.0012,260.1,1.48,16.25,0.411,0.411
palmeiras_do_tocantins__to,All,6725.0,0.142,0.196,0.0909,0.0023,0.0109,0.7,1.0,0.0001,109.24,1.56,17.12,1.96,1.96
palmeirândia__ma,All,19919.0,0.157,0.196,0.0909,0.0108,0.0161,0.7,1.0,0.0015,0.0,1.72,18.96,2.63,2.63
palmital__sp,All,22443.0,0.159,0.196,0.0909,0.0044,0.0138,0.7,1.0,0.0001,-26.01,1.75,19.26,4.23,4.23
palmitos__sc,All,16331.0,0.141,0.196,0.0909,0.0019,0.0077,0.7,1.0,0.0001,455.17,1.55,17.01,1.31,1.31
palmácia__ce,All,13455.0,0.147,0.196,0.0909,0.0019,0.0258,0.7,1.0,0.0001,1003.99,1.61,17.74,1.73,1.73
palotina__pr,All,32164.0,0.177,0.196,0.0909,0.0018,0.0134,0.7,1.0,0.0005,410.96,1.95,21.43,0.357,0.357
pancas__es,All,23416.0,0.236,0.196,0.0909,0.0021,0.25,0.7,1.0,0.0001,0.0,2.59,28.66,1.79,1.79
panelas__pe,All,26739.0,0.204,0.196,0.0909,0.0046,0.0313,0.7,1.0,0.001,410.96,2.24,24.66,0.257,0.257
panorama__sp,All,15935.0,0.126,0.196,0.0909,0.0082,0.0204,0.7,1.0,0.0005,49.42,1.38,15.24,0.61,0.61
papanduva__sc,All,19513.0,0.118,0.196,0.0909,0.0097,0.0383,0.7,1.0,0.0003,65.02,1.3,14.27,1.34,1.34
paracambi__rj,All,52780.0,0.117,0.196,0.0909,0.0076,0.0096,0.7,1.0,0.0002,1069.01,1.29,14.15,1.75,1.75
paracatu__mg,All,94090.0,0.118,0.196,0.0909,,0.0052,0.7,1.0,,1675.04,1.3,14.27,0.603,0.603
paracuru__ce,All,35427.0,0.129,0.196,0.0909,0.0044,0.0211,0.7,1.0,0.0003,3565.97,1.41,15.56,0.958,0.958
paragominas__pa,All,114276.0,0.128,0.196,0.0909,0.0078,0.0161,0.7,1.0,0.0007,3519.15,1.41,15.49,0.716,0.716
paraguaçu_paulista__sp,All,46160.0,0.0566,0.196,0.0909,0.0044,0.0226,0.7,1.0,0.0007,655.45,0.622,6.85,1.03,1.03
paraibano__ma,All,21600.0,0.103,0.196,0.0909,0.0012,0.021,0.7,1.0,0.0001,647.65,1.13,12.42,0.576,0.576
paraipaba__ce,All,33071.0,0.236,0.196,0.0909,0.003,0.0345,0.7,1.0,0.0001,1706.26,2.6,28.57,0.579,0.579
paraisópolis__mg,All,21294.0,0.093,0.196,0.0909,0.0111,0.0178,0.7,1.0,0.0005,130.05,1.02,11.26,0.558,0.558
parambu__ce,All,31836.0,0.0763,0.196,0.0909,0.0051,0.0172,0.7,1.0,0.0003,2007.97,0.839,9.23,1.36,1.36
paramoti__ce,All,12348.0,0.116,0.196,0.0909,0.0014,0.0218,0.7,1.0,0.0001,751.69,1.28,14.05,0.856,0.856
paranaguá__pr,All,156485.0,0.213,0.196,0.0909,0.0027,0.0329,0.7,1.0,0.0003,2330.5,2.34,25.76,0.247,0.247
paranapanema__sp,All,20399.0,0.193,0.196,0.0909,0.0044,0.0236,0.7,1.0,0.0005,75.43,2.13,23.39,0.669,0.669
paranavaí__pr,All,89258.0,0.151,0.196,0.0909,0.0052,0.0223,0.7,1.0,0.0004,239.29,1.66,18.28,1.34,1.34
paranaíba__ms,All,42569.0,0.0549,0.196,0.0909,0.0031,0.25,0.7,1.0,0.0005,754.29,0.604,7.19,0.918,0.918
paranã__to,All,10553.0,0.495,0.196,0.0909,0.0714,,0.7,1.0,,0.0,5.45,,1.18,1.18
paraty__rj,All,43597.0,0.0769,0.196,0.0909,0.0057,0.0061,0.7,1.0,0.0002,1937.74,0.846,9.31,0.87,0.87
parauapebas__pa,All,210356.0,0.2,0.196,0.0909,0.0019,0.0142,0.7,1.0,0.0001,19127.75,2.2,24.19,1.02,1.02
paraíba_do_sul__rj,All,44728.0,0.13,0.196,0.0909,0.0059,0.0158,0.7,1.0,0.0002,1349.92,1.43,15.68,0.541,0.541
paraíso__sp,All,6519.0,0.194,0.196,0.0909,0.0069,0.0229,0.7,1.0,0.001,49.42,2.13,23.46,0.234,0.234
paraíso_do_norte__pr,All,13968.0,0.165,0.196,0.0909,0.0086,0.0298,0.7,1.0,0.0005,0.0,1.82,19.99,2.0,2.0
paraíso_do_tocantins__to,All,51765.0,0.137,0.196,0.0909,0.0055,0.0053,0.7,1.0,0.0003,538.41,1.51,16.62,1.29,1.29
paraú__rn,All,3806.0,0.252,0.196,0.0909,0.0086,0.25,0.7,1.0,0.0009,0.0,2.77,30.58,1.05,1.05
paraúna__go,All,11098.0,0.167,0.196,0.0909,0.0131,0.011,0.7,1.0,0.0011,0.0,1.84,20.24,1.42,1.42
pardinho__sp,All,6499.0,0.105,0.196,0.0909,0.0032,0.0368,0.7,1.0,0.0001,150.86,1.15,12.65,1.44,1.44
parintins__am,All,115416.0,0.232,0.196,0.0909,0.0021,0.0214,0.7,1.0,0.0,11402.78,2.55,28.02,2.12,2.12
paripiranga__ba,All,29279.0,0.134,0.196,0.0909,0.0049,0.0353,0.7,1.0,0.0009,106.64,1.47,16.23,0.579,0.579
paripueira__al,All,13308.0,0.119,0.196,0.0909,0.0117,0.0227,0.7,1.0,0.0008,236.69,1.31,14.39,0.894,0.894
pariquera-açu__sp,All,19844.0,0.14,0.196,0.0909,0.0035,0.0261,0.7,1.0,0.0001,580.02,1.54,16.94,1.03,1.03
parnamirim__pe,All,22230.0,0.124,0.196,0.0909,0.0044,0.0139,0.7,1.0,0.0003,65.02,1.36,14.98,2.64,2.64
parnamirim__rn,All,264084.0,0.255,0.196,0.0909,0.0039,0.25,0.7,1.0,0.0001,0.0,2.81,31.03,1.15,1.15
parnarama__ma,All,35256.0,0.0236,0.196,0.0909,0.0021,0.0249,0.7,1.0,0.0004,647.65,0.26,2.87,1.9,1.9
parnaíba__pi,All,154609.0,0.396,0.196,0.0909,,0.0084,0.7,1.0,,76219.7,4.36,47.97,0.871,0.871
parobé__rs,All,58855.0,0.145,0.196,0.0909,0.0039,0.0257,0.7,1.0,0.0008,481.18,1.59,17.51,0.448,0.448
passa_e_fica__rn,All,13410.0,0.372,0.196,0.0909,0.0041,0.25,0.7,1.0,0.0013,0.0,4.09,45.06,0.267,0.267
passa_quatro__mg,All,16507.0,0.184,0.196,0.0909,0.0053,0.0272,0.7,1.0,0.0008,44.22,2.02,22.21,0.48,0.48
passira__pe,All,29222.0,0.115,0.196,0.0909,0.0092,0.05,0.7,1.0,0.0008,475.98,1.27,13.96,1.69,1.69
passo_de_camaragibe__al,All,15397.0,0.1,0.196,0.0909,0.0062,0.0429,0.7,1.0,0.0004,689.26,1.1,12.14,1.15,1.15
passo_fundo__rs,All,205308.0,0.11,0.196,0.0909,0.0034,0.0073,0.7,1.0,0.0001,7230.78,1.21,13.26,0.642,0.642
passos__mg,All,115826.0,0.117,0.196,0.0909,0.0022,0.0105,0.7,1.0,0.0003,775.1,1.29,14.15,0.39,0.39
pastos_bons__ma,All,19667.0,0.0948,0.196,0.0909,0.0038,0.0144,0.7,1.0,0.0002,150.86,1.04,11.47,0.916,0.916
pato_branco__pr,All,83710.0,0.127,0.196,0.0909,,0.0262,0.7,1.0,,691.87,1.39,15.32,0.41,0.41
patos__pb,All,108681.0,0.147,0.196,0.0909,0.0055,0.25,0.7,1.0,0.0005,5612.96,1.62,17.99,0.272,0.272
patos_de_minas__mg,All,154013.0,0.146,0.196,0.0909,,0.0079,0.7,1.0,,6094.14,1.6,17.61,0.284,0.284
patrocínio__mg,All,91665.0,0.173,0.196,0.0909,0.0028,0.0231,0.7,1.0,0.0003,1544.99,1.9,20.94,0.26,0.26
patrocínio_do_muriaé__mg,All,5741.0,0.0295,0.196,0.0909,0.0062,0.0009,0.7,1.0,0.0003,171.67,0.324,3.57,2.9,2.9
patu__rn,All,12883.0,0.355,0.196,0.0909,0.0096,0.25,0.7,1.0,0.0003,0.0,3.9,43.04,1.34,1.34
paty_do_alferes__rj,All,28047.0,0.105,0.196,0.0909,0.0096,0.0256,0.7,1.0,0.0003,231.49,1.16,12.76,1.0,1.0
pau_brasil__ba,All,9929.0,0.102,0.196,0.0909,0.015,0.0396,0.7,1.0,0.0018,150.86,1.13,12.41,0.728,0.728
pau_d'arco__pa,All,5538.0,0.0796,0.196,0.0909,0.0063,0.017,0.7,1.0,0.0012,236.69,0.875,9.63,1.04,1.04
pau_dos_ferros__rn,All,30698.0,0.269,0.196,0.0909,0.0037,0.25,0.7,1.0,0.0012,0.0,2.96,32.7,1.1,1.1
paudalho__pe,All,57071.0,0.127,0.196,0.0909,0.0117,0.0063,0.7,1.0,0.0004,907.75,1.39,15.32,1.96,1.96
pauini__am,All,19620.0,0.271,0.196,0.0909,,0.264,0.7,1.0,,3433.32,2.98,32.89,0.738,0.738
paulino_neves__ma,All,16195.0,0.143,0.196,0.0909,0.0015,0.0081,0.7,1.0,0.0001,20.81,1.57,17.29,2.12,2.12
paulista__pb,All,12470.0,0.131,0.196,0.0909,0.0025,0.25,0.7,1.0,0.0001,85.83,1.44,16.13,2.56,2.56
paulista__pe,All,335092.0,0.129,0.196,0.0909,0.0119,0.0053,0.7,1.0,0.0002,3131.6,1.42,15.64,1.89,1.89
paulo_afonso__ba,All,118960.0,0.0926,0.196,0.0909,0.0055,0.0322,0.7,1.0,0.0007,928.56,1.02,11.22,0.772,0.772
paulo_jacinto__al,All,7640.0,0.142,0.196,0.0909,0.0074,0.0068,0.7,1.0,0.0006,65.02,1.56,17.14,1.48,1.48
paulo_ramos__ma,All,21250.0,0.156,0.196,0.0909,0.0014,0.0198,0.7,1.0,0.0001,1230.27,1.71,18.83,0.951,0.951
paulínia__sp,All,110518.0,0.104,0.196,0.0909,0.0015,0.012,0.7,1.0,0.0002,8351.81,1.14,12.59,0.641,0.641
paverama__rs,All,8572.0,0.173,0.196,0.0909,0.0084,0.0084,0.7,1.0,0.0008,20.81,1.9,20.91,0.838,0.838
pavussu__pi,All,3714.0,0.0096,0.196,0.0909,0.0033,0.0734,0.7,1.0,0.0001,374.54,0.106,1.42,2.23,2.23
paço_do_lumiar__ma,All,123419.0,0.129,0.196,0.0909,0.023,0.0062,0.7,1.0,0.0003,215.88,1.41,15.56,1.57,1.57
peabiru__pr,All,14136.0,0.23,0.196,0.0909,0.0153,0.0475,0.7,1.0,0.0012,0.0,2.53,27.84,0.748,0.748
pederneiras__sp,All,47154.0,0.0921,0.196,0.0909,0.0021,0.0116,0.7,1.0,0.0001,933.76,1.01,11.15,0.897,0.897
pedra__pe,All,22843.0,0.179,0.196,0.0909,0.0111,0.0049,0.7,1.0,0.0015,44.22,1.97,21.71,0.603,0.603
pedra_azul__mg,All,24567.0,0.108,0.196,0.0909,0.0019,0.0152,0.7,1.0,0.0003,600.83,1.19,13.11,0.487,0.487
pedra_branca__ce,All,43691.0,0.242,0.196,0.0909,0.004,0.3,0.7,1.0,0.0014,49.42,2.67,29.52,0.659,0.659
pedra_branca_do_amapari__ap,All,16667.0,0.5,0.196,0.0909,,0.932,0.7,1.0,,2913.12,5.5,61.34,11.79,11.79
pedra_preta__mt,All,17802.0,0.092,0.196,0.0909,0.0019,0.0119,0.7,1.0,0.0006,936.36,1.01,11.13,0.994,0.994
pedras_de_fogo__pb,All,28743.0,0.15,0.196,0.0909,0.0021,0.25,0.7,1.0,0.0001,3087.39,1.65,18.35,1.31,1.31
