Region,Date,Estimated Population,Total Tests,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
,2020-02-08,,,78,14,0,78,14,64,20.29,20.29,4.43,,,,3.11,1.29,,,,-0.3314,-0.032,,0.0,0.0,,,,,,,
,2020-02-09,,,82,20,0,82,20,62,26.0,26.0,5.86,,,,2.49,1.4,,,,0.0914,0.0903,,0.0,0.0,,,,,,,
,2020-02-10,,,153,25,0,153,25,128,25.29,25.29,7.86,,,,2.34,1.54,,,,0.149,0.214,,0.0,0.0,,,,,,,
,2020-02-11,,,153,36,0,153,36,117,22.71,22.71,9.29,,,,4.31,1.57,,,,0.714,,,0.0,0.0,,,,,,,
,2020-02-12,,,193,47,0,193,47,146,32.14,32.14,10.57,,,,4.03,1.83,,,,1.17,-0.0411,-0.1154,0.0,0.0,,,,,,,
,2020-02-13,,,193,61,0,193,61,132,41.86,41.86,12.29,,,,6.69,2.03,,,,0.903,-0.152,-0.203,0.0,0.0,,,,,,,
,2020-02-14,,,236,72,0,236,72,164,46.14,46.14,15.0,,,,8.34,2.46,,,,-0.1143,-0.4869,,0.0,0.0,,,,,,,
,2020-02-15,,,303,88,0,303,88,215,58.71,58.71,18.0,,,,6.86,2.91,,,,-0.6114,-0.8011,,0.0,0.0,,,,,,,
,2020-02-16,,,375,106,1,375,107,268,64.43,64.43,21.57,,,,3.74,3.34,,,,-1.72,-0.8034,,0.0093,0.0027,,,,,,,
,2020-02-17,,,476,130,1,476,131,345,66.43,66.43,25.14,,,,0.971,3.34,,,,-2.8343,,,0.0076,0.0021,,,,,,,
,2020-02-18,,,564,162,1,564,163,401,60.57,60.57,29.0,,,,-1.9143,3.09,,,,-3.1143,,,0.0061,0.0018,,,,,,,
,2020-02-19,,,644,198,1,644,199,445,51.0,51.0,31.71,,,,-5.8286,2.66,,,,-2.6057,,,0.005,0.0016,,,,,,,
,2020-02-20,,,658,237,3,658,240,418,49.14,49.14,33.43,0.429,33.86,15.29,-8.7143,1.91,,,,-1.7371,,,0.0125,0.0046,,,,,,,
,2020-02-21,,,660,275,3,660,278,382,35.29,35.29,34.86,0.429,35.29,0.0,-9.2857,0.914,,,,,,,0.0108,0.0045,,,,,,,
,2020-02-22,,,660,310,3,660,313,347,22.86,22.86,34.71,0.429,35.14,-12.2857,-7.7143,0.0571,,,,,,,0.0096,0.0045,,,,,,,
,2020-02-23,,,719,340,4,719,344,375,14.14,14.14,33.57,0.571,34.14,-20.0,-7.3429,-0.7143,0.0286,-0.6857,-6.6571,,,,0.0116,0.0056,,,,,,,
,2020-02-24,,,723,374,4,723,378,345,12.43,12.43,32.0,0.286,32.29,-19.8571,-4.2571,-1.3429,0.0286,-1.3143,-2.9429,,,,0.0106,0.0055,,,,,,,
,2020-02-25,,,724,405,4,724,409,315,12.43,12.43,29.86,0.571,30.43,-18.0,-3.2571,-1.5429,0.0,-1.5429,-1.7143,,,,0.0098,0.0055,,,,,,,
,2020-02-26,,,743,433,5,743,438,305,14.0,14.0,28.14,0.571,28.71,-14.7143,-1.4,-1.6857,-0.0286,-1.7143,0.314,,,,0.0114,0.0067,,,,,,,
,2020-02-27,,,745,461,5,745,466,279,6.57,6.57,27.0,0.429,27.43,-20.8571,-0.8571,-1.6857,0.0286,-1.6571,0.8,,,,0.0107,0.0067,,,,,,,
,2020-02-28,,,747,484,7,747,491,256,7.14,7.14,25.14,0.429,25.57,-18.4286,-1.3143,-1.5714,0.0,-1.5714,0.257,,,,0.0143,0.0094,,,,,,,
,2020-02-29,,,758,507,7,758,514,244,8.14,8.14,23.57,0.429,24.0,-15.8571,-1.6286,-1.5429,0.0,-1.5429,-0.0857,,,,0.0136,0.0092,,,,,,,
,2020-03-01,,,765,529,7,765,536,229,5.86,5.86,22.0,0.571,22.57,-16.7143,0.0,-1.5429,0.0,-1.5429,1.54,,,,0.0131,0.0092,,,,,,,
,2020-03-02,,,773,550,7,773,557,216,5.86,5.86,20.43,0.571,21.0,-15.1429,-0.0286,-1.4286,0.0286,-1.4,1.37,,,,0.0126,0.0091,,,,,,,
,2020-03-03,,,781,570,7,781,577,204,6.57,6.57,19.29,0.429,19.71,-13.1429,-0.1714,-1.4,0.0857,-1.3143,1.14,,,,0.0121,0.009,,,,,,,
,2020-03-04,,,784,587,9,784,596,188,7.0,7.0,18.0,0.571,18.57,-11.5714,0.0571,-1.2571,0.0571,-1.2,1.26,,,,0.0151,0.0115,,,,,,,
,2020-03-05,,,786,604,9,786,613,173,7.29,7.29,16.57,0.857,17.43,-10.1429,0.229,-1.2,0.0857,-1.1143,1.34,,,,0.0147,0.0115,,,,,,,
,2020-03-06,,13555,793,619,10,793,629,164,6.14,6.14,15.71,0.857,16.57,-10.4286,0.0857,-1.0857,0.0857,-1.0,1.09,,,,0.0159,0.0126,,,,,,17.09,
,2020-03-07,,13855,807,633,11,807,644,163,7.0,7.0,14.43,1.0,15.43,-8.4286,-0.0286,-1.0,0.0857,-0.9143,0.886,0.166,,,0.0171,0.0136,,,,,,17.17,
,2020-03-08,,14154,816,645,13,816,658,158,7.0,7.0,13.86,0.857,14.71,-7.7143,0.6,-0.8571,0.0286,-0.8286,1.43,0.143,,,0.0198,0.0159,,,,,,17.35,
,2020-03-09,,14635,816,660,13,816,673,143,6.86,6.86,13.0,1.0,14.0,-7.1429,0.886,-0.7143,0.0286,-0.6857,1.57,0.297,,,0.0193,0.0159,,,,,,17.94,
,2020-03-10,,14970,830,671,14,830,685,145,10.29,10.29,12.29,1.0,13.29,-3.0,0.943,-0.4286,-0.0571,-0.4857,1.43,,0.0777,,0.0204,0.0169,,,,,,18.04,
,2020-03-11,,15413,833,684,15,833,699,134,10.57,10.57,12.14,1.0,13.14,-2.5714,1.57,-0.3429,-0.0286,-0.3714,1.94,0.423,0.0869,,0.0215,0.018,,,,,,18.5,
,2020-03-12,,16089,834,695,16,834,711,123,11.71,11.71,12.29,0.714,13.0,-1.2857,2.37,-0.1143,-0.0571,-0.1714,2.54,0.554,0.0149,,0.0225,0.0192,,,,,,19.29,
,2020-03-13,,16530,865,705,17,865,722,143,14.86,14.86,12.14,0.714,12.86,2.0,2.71,0.114,-0.0571,0.0571,2.66,0.577,,-0.0306,0.0235,0.0197,,,,,,19.11,
,2020-03-14,,16911,881,718,18,881,736,145,18.71,18.71,12.43,0.714,13.14,5.57,3.66,0.314,-0.0571,0.257,3.4,0.371,-0.0469,-0.0331,0.0245,0.0204,,,,,,19.2,
,2020-03-15,,17219,898,731,18,898,749,149,23.86,23.86,12.86,0.714,13.57,10.29,3.83,0.457,0.114,0.571,3.26,0.251,-0.0754,-0.0027,0.024,0.02,,,,,,19.17,
,2020-03-16,,17935,920,745,18,920,763,157,28.86,28.86,13.71,0.714,14.43,14.43,3.43,0.714,0.114,0.829,2.6,0.189,-0.0789,,0.0236,0.0196,,,,,,19.49,
,2020-03-17,,18812,961,758,19,961,777,184,30.86,30.86,14.57,1.29,15.86,15.0,3.63,0.829,0.229,1.06,2.57,0.177,0.0011,,0.0245,0.0198,,,,,,19.58,
,2020-03-18,,20014,1000,774,20,1000,794,206,32.0,32.0,15.71,1.29,17.0,15.0,3.66,0.943,0.314,1.26,2.4,0.183,0.0503,,0.0252,0.02,,,,,,20.01,
,2020-03-19,,21376,1036,791,21,1036,812,224,36.86,36.86,16.57,1.86,18.43,18.43,4.54,1.06,0.457,1.51,3.03,0.377,0.0697,,0.0259,0.0203,,,,,,20.63,
,2020-03-20,,22743,1081,807,26,1081,833,248,42.14,42.14,17.57,2.29,19.86,22.29,4.74,1.37,0.4,1.77,2.97,0.503,-0.0217,-0.016,0.0312,0.0241,,,,,,21.04,
,2020-03-21,,23805,1105,828,27,1105,855,250,51.57,51.57,19.0,3.0,22.0,29.57,5.31,1.49,0.629,2.11,3.2,0.537,0.0389,-0.0402,0.0316,0.0244,,,,,,21.54,
,2020-03-22,,24609,1156,847,31,1156,878,278,54.57,54.57,21.43,3.29,24.71,29.86,6.14,1.89,0.486,2.37,3.77,0.0686,-0.0789,-0.051,0.0353,0.0268,,,,,,21.29,
,2020-03-23,,25746,1215,868,34,1215,902,313,58.57,58.57,23.14,4.43,27.57,31.0,6.34,2.37,0.429,2.8,3.54,0.377,-0.1509,,0.0377,0.028,,,,,,21.19,
,2020-03-24,,26660,1322,891,40,1322,931,391,67.57,67.57,26.0,4.29,30.29,37.29,4.89,2.86,0.171,3.03,1.86,-0.0171,-0.1851,-0.0688,0.043,0.0303,,,,,,20.17,
,2020-03-25,,27532,1382,924,43,1382,967,415,73.86,73.86,29.43,4.43,33.86,40.0,6.63,3.03,0.229,3.26,3.37,-0.2514,-0.0971,,0.0445,0.0311,,,,,,19.92,
,2020-03-26,,28507,1446,953,52,1446,1005,441,76.0,76.0,33.29,3.86,37.14,38.86,5.23,3.54,-0.0571,3.49,1.74,-0.3886,-0.3051,,0.0517,0.036,,,,,,19.71,
,2020-03-27,,29389,1554,989,56,1554,1045,509,87.71,87.71,36.57,4.43,41.0,46.71,4.89,3.66,0.0286,3.69,1.2,-0.4171,,,0.0536,0.036,,,,,,18.91,
,2020-03-28,,29915,1622,1034,58,1622,1092,530,84.71,84.71,40.86,4.14,45.0,39.71,4.4,3.86,-0.1429,3.71,0.686,-1.1486,,,0.0531,0.0358,,,,,,18.44,
,2020-03-29,,30777,1688,1080,58,1688,1138,550,92.0,92.0,44.29,4.43,48.71,43.29,2.8,4.03,-0.1429,3.89,-1.0857,-0.2971,,,0.051,0.0344,,,,,,18.23,
,2020-03-30,,31800,1829,1124,65,1829,1189,640,95.86,95.86,48.71,3.71,52.43,43.43,0.886,3.94,-0.2286,3.71,-2.8286,-0.7429,,,0.0547,0.0355,,,,,,17.39,
,2020-03-31,,32726,1915,1177,69,1915,1246,669,90.0,90.0,53.43,3.14,56.57,33.43,3.74,3.57,-0.0286,3.54,0.2,-0.4286,,,0.0554,0.036,,,,,,17.09,
,2020-04-01,,33733,2026,1234,74,2026,1308,718,92.14,92.14,56.29,3.29,59.57,32.57,1.17,3.6,-0.0857,3.51,-2.3429,0.114,,,0.0566,0.0365,,,,,,16.65,
,2020-04-02,,34557,2117,1294,78,2117,1372,745,103.43,103.43,58.71,4.0,62.71,40.71,2.26,3.31,0.0571,3.37,-1.1143,0.297,,,0.0569,0.0368,,,,,,16.32,
,2020-04-03,,35442,2184,1363,78,2184,1441,743,97.86,97.86,62.29,4.0,66.29,31.57,3.37,3.09,0.171,3.26,0.114,-0.5657,,,0.0541,0.0357,,,,,,16.23,
,2020-04-04,,36304,2267,1428,81,2267,1509,758,107.14,107.14,65.29,4.0,69.29,37.86,2.37,3.17,0.0571,3.23,-0.8571,0.131,-0.1886,,0.0537,0.0357,,,,,,16.01,
,2020-04-05,,37219,2412,1491,86,2412,1577,835,106.86,106.86,68.86,4.0,72.86,34.0,0.914,3.14,-0.0286,3.11,-2.2,-0.7429,-0.2537,,0.0545,0.0357,,,,,,15.43,
,2020-04-06,,39011,2514,1560,93,2514,1653,861,104.0,104.0,72.14,3.57,75.71,28.29,1.83,2.91,0.0286,2.94,-1.1143,-0.8286,,,0.0563,0.037,,,,,,15.52,
,2020-04-07,,40702,2665,1634,97,2665,1731,934,108.0,108.0,74.43,3.86,78.29,29.71,-1.4571,2.83,0.0,2.83,-4.2857,-0.9714,-0.2206,,0.056,0.0364,,,,,,15.27,
,2020-04-08,,42315,2774,1716,102,2774,1818,956,107.0,107.0,76.86,4.14,81.0,26.0,-0.7714,2.43,-0.0286,2.4,-3.1714,-0.8514,,,0.0561,0.0368,,,,,,15.25,
,2020-04-09,,43886,2845,1799,103,2845,1902,943,99.86,99.86,79.43,4.0,83.43,16.43,-2.4857,2.17,0.0286,2.2,-4.6857,-0.9714,,,0.0542,0.0362,,,,,,15.43,
,2020-04-10,,45446,2940,1884,105,2940,1989,951,103.0,103.0,81.0,3.86,84.86,18.14,-3.3429,1.66,0.0,1.66,-5.0,,,,0.0528,0.0357,,,,,,15.46,
,2020-04-11,,46547,3016,1966,110,3016,2076,940,91.57,91.57,83.0,3.71,86.71,4.86,-3.0286,1.2,0.0857,1.29,-4.3143,,,,0.053,0.0365,,,,,,15.43,
,2020-04-12,,47215,3111,2047,114,3111,2161,950,91.29,91.29,82.71,3.86,86.57,4.71,-0.0286,0.743,0.143,0.886,-0.9143,,,,0.0528,0.0366,,,,,,15.18,
,2020-04-13,,48549,3235,2127,120,3235,2247,988,91.86,91.86,82.86,4.57,87.43,4.43,-0.5429,0.714,0.0857,0.8,-1.3429,,,,0.0534,0.0371,,,,,,15.01,
,2020-04-14,,49748,3306,2215,123,3306,2338,968,99.71,99.71,83.14,4.71,87.86,11.86,3.03,0.543,0.0857,0.629,2.4,,,,0.0526,0.0372,,,,,,15.05,
,2020-04-15,,50703,3413,2295,129,3413,2424,989,100.29,100.29,84.57,4.29,88.86,11.43,3.57,1.0,0.0,1.0,2.57,,,,0.0532,0.0378,,,,,,14.86,
,2020-04-16,,51603,3488,2379,135,3488,2514,974,106.71,106.71,85.71,4.14,89.86,16.86,5.6,1.29,-0.2,1.09,4.51,,,,0.0537,0.0387,,,,,,14.79,
,2020-04-17,,52445,3638,2466,138,3638,2604,1034,109.14,109.14,87.71,3.86,91.57,17.57,4.23,1.83,-0.2857,1.54,2.69,0.366,,,0.053,0.0379,,,,,,14.42,
,2020-04-18,,53005,3718,2558,140,3718,2698,1020,119.86,119.86,89.29,3.57,92.86,27.0,7.46,1.94,-0.0857,1.86,5.6,1.02,,,0.0519,0.0377,,,,,,14.26,
,2020-04-19,,53632,3858,2647,143,3858,2790,1068,120.86,120.86,92.29,3.29,95.57,25.29,4.86,2.34,-0.0286,2.31,2.54,0.36,,,0.0513,0.0371,,,,,,13.9,
,2020-04-20,,55476,3999,2741,147,3999,2888,1111,137.57,137.57,94.29,3.86,98.14,39.43,8.66,2.37,0.143,2.51,6.14,1.18,0.329,,0.0509,0.0368,,,,,,13.87,
,2020-04-21,,56853,4145,2840,148,4145,2988,1157,131.0,131.0,97.43,4.0,101.43,29.57,7.4,2.77,0.371,3.14,4.26,0.509,0.0446,,0.0495,0.0357,,,,,,13.72,
,2020-04-22,,58003,4259,2941,152,4259,3093,1166,152.43,152.43,99.57,4.57,104.14,48.29,10.11,2.8,0.629,3.43,6.69,2.01,0.339,,0.0491,0.0357,,,,,,13.62,
,2020-04-23,,59026,4451,3039,162,4451,3201,1250,156.86,156.86,103.14,5.43,108.57,48.29,10.0,3.4,0.629,4.03,5.97,1.24,0.0,-0.1383,0.0506,0.0364,,,,,,13.26,
,2020-04-24,,59840,4555,3148,166,4555,3314,1241,171.43,171.43,106.29,6.43,112.71,58.71,14.91,4.0,0.6,4.6,10.31,2.06,0.233,0.0043,0.0501,0.0364,,,,,,13.14,
,2020-04-25,,60459,4785,3255,172,4785,3427,1358,187.57,187.57,111.29,7.0,118.29,69.29,14.86,5.11,0.343,5.46,9.4,1.18,-0.3623,-0.1358,0.0502,0.0359,,,,,,12.64,
,2020-04-26,,60956,4956,3369,181,4956,3550,1406,205.57,205.57,117.43,7.0,124.43,81.14,17.69,6.14,0.229,6.37,11.31,1.67,0.0663,-0.0375,0.051,0.0365,,,,,,12.3,
,2020-04-27,,61684,5199,3485,192,5199,3677,1522,226.71,226.71,125.14,6.29,131.43,95.29,16.0,7.34,0.0857,7.43,8.57,0.2,-0.3394,-0.1536,0.0522,0.0369,,,,,,11.86,
,2020-04-28,,62368,5458,3619,197,5458,3816,1642,245.29,245.29,133.86,6.57,140.43,104.86,18.37,8.03,0.171,8.2,10.17,1.57,-0.1874,,0.0516,0.0361,,,,,,11.43,
,2020-04-29,,62844,5698,3763,201,5698,3964,1734,251.43,251.43,143.0,6.86,149.86,101.57,15.91,8.97,0.171,9.14,6.77,0.36,-0.5349,-0.1856,0.0507,0.0353,,,,,,11.03,
,2020-04-30,,63340,6038,3915,206,6038,4121,1917,279.43,279.43,151.43,7.86,159.29,120.14,22.71,9.34,0.514,9.86,12.86,0.24,-0.0423,,0.05,0.0341,,,,,,10.49,
,2020-05-01,,63713,6272,4085,212,6272,4297,1975,285.14,285.14,162.29,7.86,170.14,115.0,19.49,10.37,0.629,11.0,8.49,-1.0,-0.8617,,0.0493,0.0338,,,,,,10.16,
,2020-05-02,,64094,6545,4256,220,6545,4476,2069,340.29,340.29,171.86,8.86,180.71,159.57,17.2,11.17,0.657,11.83,5.37,-0.0114,-0.4091,,0.0492,0.0336,,,,,,9.79,
,2020-05-03,,64436,6912,4429,236,6912,4665,2247,342.71,342.71,185.71,9.71,195.43,147.29,13.37,11.74,0.457,12.2,1.17,-2.7371,-0.472,,0.0506,0.0341,,,,,,9.32,
,2020-05-04,,64958,7195,4621,247,7195,4868,2327,337.43,337.43,198.86,10.14,209.0,128.43,15.86,11.74,0.6,12.34,3.51,-1.6857,,,0.0507,0.0343,,,,,,9.03,
,2020-05-05,,65589,7840,4822,259,7840,5081,2759,346.29,346.29,210.14,10.14,220.29,126.0,9.03,12.43,0.229,12.66,-3.6286,-2.12,,,0.051,0.033,,,,,,8.37,
,2020-05-06,,66046,8097,5063,269,8097,5332,2765,364.43,364.43,221.0,10.86,231.86,132.57,11.06,12.37,-0.1143,12.26,-1.2,-0.6457,,,0.0505,0.0332,,,,,,8.16,
,2020-05-07,,66460,8400,5307,277,8400,5584,2816,385.43,385.43,234.0,10.0,244.0,141.43,6.6,12.46,-0.3429,12.11,-5.5143,-0.1486,,,0.0496,0.033,,,,,,7.91,
,2020-05-08,,66861,8696,5556,283,8696,5839,2857,398.0,398.0,247.57,9.14,256.71,141.29,10.14,12.06,-0.3714,11.69,-1.5429,1.34,,,0.0485,0.0325,,,,,,7.69,
,2020-05-09,,67133,9096,5803,296,9096,6099,2997,370.43,370.43,261.14,8.43,269.57,100.86,15.11,12.06,-0.5714,11.49,3.63,0.937,,,0.0485,0.0325,,,,,,7.38,
,2020-05-10,,67400,9610,6067,306,9610,6373,3237,397.0,397.0,270.43,8.29,278.71,118.29,15.71,11.86,-0.0286,11.83,3.89,2.68,,,0.048,0.0318,,,,,,7.01,
,2020-05-11,,67758,9981,6354,311,9981,6665,3316,440.0,440.0,281.29,8.0,289.29,150.71,15.74,11.83,0.371,12.2,3.54,2.23,-0.0411,,0.0467,0.0312,,,,,,6.79,
,2020-05-12,,68107,10433,6650,318,10433,6968,3465,464.0,464.0,293.29,9.86,303.14,160.86,20.0,12.11,0.343,12.46,7.54,0.88,0.0514,,0.0456,0.0305,,,,,,6.53,
,2020-05-13,,68335,10876,6956,327,10876,7283,3593,476.71,476.71,306.71,11.0,317.71,159.0,21.31,12.74,0.486,13.23,8.09,1.13,-0.2297,,0.0449,0.0301,,,,,,6.28,
,2020-05-14,,68659,11480,7276,333,11480,7609,3871,470.43,470.43,321.71,10.14,331.86,138.57,19.51,13.26,0.686,13.94,5.57,1.19,0.229,,0.0438,0.029,,,,,,5.98,
,2020-05-15,,68988,11944,7609,352,11944,7961,3983,503.57,503.57,334.14,10.71,344.86,158.71,21.37,13.97,0.457,14.43,6.94,1.53,0.658,0.162,0.0442,0.0295,,,,,,5.78,
,2020-05-16,,69206,12433,7950,373,12433,8323,4110,537.57,537.57,347.57,11.43,359.0,178.57,21.71,14.66,0.4,15.06,6.66,3.38,0.603,,0.0448,0.03,,,,,,5.57,
,2020-05-17,,69395,12903,8319,377,12903,8696,4207,570.86,570.86,363.14,12.14,375.29,195.57,27.66,15.17,0.571,15.74,11.91,4.17,0.859,-0.1383,0.0434,0.0292,,,,,,5.38,
,2020-05-18,,69657,13506,8693,386,13506,9079,4427,585.29,585.29,380.0,13.0,393.0,192.29,38.2,16.46,0.314,16.77,21.43,4.15,0.662,-0.2498,0.0425,0.0286,,,,,,5.16,
,2020-05-19,,69876,14196,9083,398,14196,9481,4715,608.71,608.71,397.57,13.0,410.57,198.14,40.37,18.46,0.343,18.8,21.57,5.49,-0.4629,-0.2766,0.042,0.028,,,,,,4.92,
,2020-05-20,,,14872,9498,412,14872,9910,4962,694.57,694.57,416.43,12.29,428.71,265.86,42.11,20.43,0.286,20.71,21.4,4.84,-0.5909,-0.4672,0.0416,0.0277,,,,,,,
,2020-05-21,,70338,15577,9936,424,15577,10360,5217,739.43,739.43,439.86,13.14,453.0,286.43,49.17,22.63,0.0571,22.69,26.49,1.06,-0.7794,-0.4533,0.0409,0.0272,,,,,,4.52,
,2020-05-22,,70526,16205,10392,443,16205,10835,5370,781.43,781.43,465.29,13.57,478.86,302.57,51.86,25.06,0.0286,25.09,26.77,1.22,-1.4766,,0.0409,0.0273,,,,,,4.35,
,2020-05-23,,70697,17295,10865,459,17295,11324,5971,831.14,831.14,493.14,13.29,506.43,324.71,43.51,27.17,0.314,27.49,16.03,0.251,-1.6046,,0.0405,0.0265,,,,,,4.09,
,2020-05-24,,70880,18079,11398,469,18079,11867,6212,868.0,868.0,522.86,13.14,536.0,332.0,46.46,28.86,0.0857,28.94,17.51,-1.8914,-0.5189,,0.0395,0.0259,,,,,,3.92,
,2020-05-25,,71101,18976,11950,481,18976,12431,6545,912.14,912.14,552.29,13.86,566.14,346.0,43.37,30.6,-0.0571,30.54,12.83,-3.1829,-0.3874,,0.0387,0.0253,,,,,,3.75,
,2020-05-26,,71405,20014,12535,491,20014,13026,6988,971.71,971.71,584.14,13.57,597.71,374.0,39.71,31.31,0.371,31.69,8.03,-1.5314,0.293,,0.0377,0.0245,,,,,,3.57,
,2020-05-27,,71581,20948,13158,504,20948,13662,7286,998.29,998.29,618.29,13.29,631.57,366.71,35.94,31.86,0.6,32.46,3.49,-0.72,,,0.0369,0.0241,,,,,,3.42,
,2020-05-28,,71750,21962,13802,521,21962,14323,7639,1029.71,1029.71,649.71,15.14,664.86,364.86,35.86,31.86,0.886,32.74,3.11,1.71,,,0.0364,0.0237,,,,,,3.27,
,2020-05-29,,71909,23007,14481,538,23007,15019,7988,1047.71,1047.71,682.14,16.14,698.29,349.43,42.86,31.11,1.86,32.97,9.89,6.27,,0.23,0.0358,0.0234,,,,,,3.13,
,2020-05-30,,72082,24283,15193,552,24283,15745,8538,1091.43,1091.43,711.57,18.29,729.86,361.57,51.94,31.94,2.03,33.97,17.97,9.98,,,0.0351,0.0227,,,,,,2.97,
,2020-05-31,,72319,25287,15946,575,25287,16521,8766,1186.0,1186.0,739.71,22.86,762.57,423.43,71.09,33.71,1.83,35.54,35.54,14.62,1.44,,0.0348,0.0227,,,,,,2.86,
,2020-06-01,,72507,26310,16725,594,26310,17319,8991,1258.0,1258.0,778.0,23.43,801.43,456.57,85.86,35.94,2.77,38.71,47.14,13.44,-0.832,,0.0343,0.0226,,,,,,2.76,
,2020-06-02,,72683,27654,17516,619,27654,18135,9519,1385.14,1385.14,818.29,24.29,842.57,542.57,108.94,39.71,3.37,43.09,65.86,8.94,-2.2446,,0.0341,0.0224,,,,,,2.63,
,2020-06-03,,72871,29250,18336,664,29250,19000,10250,1477.0,1477.0,861.86,30.0,891.86,585.14,110.06,46.11,2.97,49.09,60.97,2.11,-5.5703,-1.3026,0.0349,0.0227,,,,,,2.49,
,2020-06-04,,73040,30768,19248,685,30768,19933,10835,1636.14,1636.14,910.14,35.14,945.29,690.86,96.63,51.31,3.23,54.54,42.09,-1.24,-6.2914,,0.0344,0.0223,,,,,,2.37,
,2020-06-05,,73225,32703,20209,708,32703,20917,11786,1736.29,1736.29,970.29,37.71,1008.0,728.29,81.66,55.11,3.34,58.46,23.2,-13.2343,-5.0686,,0.0338,0.0216,,,,,,2.24,
,2020-06-06,,73359,34622,21226,762,34622,21988,12634,1741.14,1741.14,1034.57,39.57,1074.14,667.0,79.66,57.43,3.09,60.51,19.14,-18.0171,-3.3291,,0.0347,0.022,,,,,,2.12,
,2020-06-07,,,36740,22317,821,36740,23138,13602,1793.43,1793.43,1093.86,41.0,1134.86,658.57,42.77,59.2,3.09,62.29,-19.5143,-16.4057,,,0.0355,0.0223,,,,,,,
,2020-06-08,,,38464,23517,858,38464,24375,14089,1875.29,1875.29,1149.0,45.43,1194.43,680.86,19.97,57.8,2.74,60.54,-40.5714,-14.5314,,,0.0352,0.0223,,,,,,,
,2020-06-09,,73751,39842,24758,896,39842,25654,14188,1850.0,1850.0,1206.14,50.57,1256.71,593.29,14.6,53.89,2.94,56.83,-42.2286,-12.7486,,,0.0349,0.0225,,,,,,1.85,
,2020-06-10,,,41804,25993,951,41804,26944,14860,1836.14,1836.14,1259.29,51.43,1310.71,525.43,9.0,49.86,3.09,52.94,-43.9429,-3.1829,,,0.0353,0.0227,,,,,,,
,2020-06-11,,,43895,27291,1003,43895,28294,15601,1814.14,1814.14,1304.0,54.29,1358.29,455.86,15.91,45.89,3.2,49.09,-33.1714,2.27,,,0.0354,0.0228,,,,,,,
