Country,Date,Latitude,Longitude,Estimated Population,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff3 Recovered,Diff3 Deaths,Diff3 Closed,Diff3 Active,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Spain,2020-03-04,40.0,-4.0,47545141,,,222,2,2,4,218,,,,,,,,,,,,,,,,0.5,0.009,0.034,4.67,0.0421,0.0421,0.0841,4.59,,
Sri Lanka,2020-03-04,7.0,81.0,22017708,,,1,1,0,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.034,0.0454,0.0,0.0454,0.0454,0.0,,
Sudan,2020-03-04,12.86,30.22,43832398,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Suriname,2020-03-04,3.92,-56.0278,589022,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Sweden,2020-03-04,63.0,16.0,10331337,1400,People Tested,35,0,0,0,35,,,,,,,,,,,,,,,,NaN,0.0,0.034,3.39,0.0,0.0,0.0,3.39,40.0,135.51
Switzerland,2020-03-04,46.82,8.23,8675300,3901,Samples Tested,90,3,0,3,87,,,,,,,,,,,,,,,,0.0,0.0,0.034,10.37,0.0,0.346,0.346,10.03,43.34,449.67
Taiwan,2020-03-04,23.7,121.0,,,,42,12,1,13,29,,,,,,,,,,,,,,,,0.0769,0.0238,0.034,,,,,,,
Tajikistan,2020-03-04,38.86,71.28,9494572,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Tanzania,2020-03-04,-6.369,34.89,59664818,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Thailand,2020-03-04,15.0,101.0,70187992,3895,People Tested,43,31,1,32,11,,,,,,,,,,,,,,,,0.0312,0.0233,0.034,0.613,0.0142,0.442,0.456,0.157,90.58,55.49
Togo,2020-03-04,8.62,0.825,8313208,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Trinidad And Tobago,2020-03-04,10.69,-61.2225,1404205,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Tunisia,2020-03-04,34.0,9.0,11792303,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0848,0.0,0.0,0.0,0.0848,,
Turkey,2020-03-04,38.96,35.24,84767099,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Uganda,2020-03-04,1.0,32.0,45624665,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Ukraine,2020-03-04,48.38,31.17,44143362,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0227,0.0,0.0,0.0,0.0227,,
United Arab Emirates,2020-03-04,24.0,54.0,10910461,,,27,5,0,5,22,,,,,,,,,,,,,,,,0.0,0.0,0.034,2.47,0.0,0.458,0.458,2.02,,
United Kingdom,2020-03-04,24.55,-43.9022,67359087,16659,People Tested,86,8,0,8,78,,,,,,,,,,,,,,,,0.0,0.0,0.034,1.28,0.0,0.119,0.119,1.16,193.71,247.32
United States,2020-03-04,37.09,-95.7129,332049547,7278,Samples Tested,149,7,11,18,131,,,,,,,,,,,,,,,,0.611,0.0738,0.034,0.449,0.0331,0.0211,0.0542,0.395,48.85,21.92
Uruguay,2020-03-04,-32.5228,-55.7658,3464003,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Uzbekistan,2020-03-04,41.38,64.59,34035959,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Venezuela,2020-03-04,6.42,-66.5897,29442841,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Vietnam,2020-03-04,16.0,108.0,97455744,1785,Units Unclear,16,16,0,16,0,,,,,,,,,,,,,,,,0.0,0.0,0.034,0.164,0.0,0.164,0.164,0.0,111.56,18.32
West Bank And Gaza,2020-03-04,31.95,35.23,4801744,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Western Sahara,2020-03-04,24.22,-12.8858,,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,,,,,,,
Zambia,2020-03-04,-15.4167,28.28,18364219,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Zimbabwe,2020-03-04,-20.0,30.0,14755201,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
