Country,Date,Latitude,Longitude,Estimated Population,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff3 Recovered,Diff3 Deaths,Diff3 Closed,Diff3 Active,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
South Africa,2020-03-12,-30.5595,22.94,59411676,848,Units Unclear,17,0,0,0,17,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.286,0.0,0.0,0.0,0.286,49.88,14.27
South Korea,2020-03-12,36.0,128.0,52144578,234998,People Tested,7869,333,66,399,7470,,,,,,,,,,,,,,,,0.165,0.0084,0.034,150.91,1.27,6.39,7.65,143.26,29.86,4506.66
Spain,2020-03-12,40.0,-4.0,47545141,,,2277,183,55,238,2039,,,,,,,,,,,,,,,,0.231,0.0242,0.034,47.89,1.16,3.85,5.01,42.89,,
Sri Lanka,2020-03-12,7.0,81.0,22017708,,,2,1,0,1,1,,,,,,,,,,,,,,,,0.0,0.0,0.034,0.0908,0.0,0.0454,0.0454,0.0454,,
Sudan,2020-03-12,12.86,30.22,43832398,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Suriname,2020-03-12,3.92,-56.0278,589022,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Sweden,2020-03-12,63.0,16.0,10331337,5700,People Tested,599,1,1,2,597,,,,,,,,,,,,,,,,0.5,0.0017,0.034,57.98,0.0968,0.0968,0.194,57.79,9.52,551.72
Switzerland,2020-03-12,46.82,8.23,8675300,17891,Samples Tested,652,4,4,8,644,,,,,,,,,,,,,,,,0.5,0.0061,0.034,75.16,0.461,0.461,0.922,74.23,27.44,2062.29
Taiwan,2020-03-12,23.7,121.0,,16089,Samples Tested,49,20,1,21,28,,,,,,,,,,,,,,,,0.0476,0.0204,0.034,,,,,,328.35,
Tajikistan,2020-03-12,38.86,71.28,9494572,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Tanzania,2020-03-12,-6.369,34.89,59664818,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Thailand,2020-03-12,15.0,101.0,70187992,5496,People Tested,70,34,1,35,35,,,,,,,,,,,,,,,,0.0286,0.0143,0.034,0.997,0.0142,0.484,0.499,0.499,78.51,78.3
Togo,2020-03-12,8.62,0.825,8313208,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.12,0.0,0.0,0.0,0.12,,
Trinidad And Tobago,2020-03-12,10.69,-61.2225,1404205,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Tunisia,2020-03-12,34.0,9.0,11792303,141,Units Unclear,7,0,0,0,7,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.594,0.0,0.0,0.0,0.594,20.14,11.96
Turkey,2020-03-12,38.96,35.24,84767099,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0118,0.0,0.0,0.0,0.0118,,
Uganda,2020-03-12,1.0,32.0,45624665,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Ukraine,2020-03-12,48.38,31.17,44143362,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0227,0.0,0.0,0.0,0.0227,,
United Arab Emirates,2020-03-12,24.0,54.0,10910461,,,85,17,0,17,68,,,,,,,,,,,,,,,,0.0,0.0,0.034,7.79,0.0,1.56,1.56,6.23,,
United Kingdom,2020-03-12,24.55,-43.9022,67359087,29764,People Tested,459,19,9,28,431,,,,,,,,,,,,,,,,0.321,0.0196,0.034,6.81,0.134,0.282,0.416,6.4,64.85,441.87
United States,2020-03-12,37.09,-95.7129,332049547,17717,Units Unclear,1663,12,41,53,1610,,,,,,,,,,,,,,,,0.774,0.0247,0.034,5.01,0.123,0.0361,0.16,4.85,10.65,53.36
United States,2020-03-12,37.09,-95.7129,332049547,34102,Samples Tested,1663,12,41,53,1610,,,,,,,,,,,,,,,,0.774,0.0247,0.034,5.01,0.123,0.0361,0.16,4.85,20.51,102.7
Uruguay,2020-03-12,-32.5228,-55.7658,3464003,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Uzbekistan,2020-03-12,41.38,64.59,34035959,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Venezuela,2020-03-12,6.42,-66.5897,29442841,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Vietnam,2020-03-12,16.0,108.0,97455744,4588,Units Unclear,39,16,0,16,23,,,,,,,,,,,,,,,,0.0,0.0,0.034,0.4,0.0,0.164,0.164,0.236,117.64,47.08
West Bank And Gaza,2020-03-12,31.95,35.23,4801744,,,30,0,0,0,30,,,,,,,,,,,,,,,,NaN,0.0,0.034,6.25,0.0,0.0,0.0,6.25,,
Western Sahara,2020-03-12,24.22,-12.8858,,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,,,,,,,
Zambia,2020-03-12,-15.4167,28.28,18364219,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Zimbabwe,2020-03-12,-20.0,30.0,14755201,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
