Date,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ_closed,μ_infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
2020-03-14,213724406,9001,,,151,0,0,1253,0,1253,391.5,,,,,117.833,,,,,51.646,9.724,-4.50694,,0.0,5.863,0.0,0.0,0.0,5.863,,
2020-03-15,213724406,9001,,,162,0,0,1345,0,1345,442.667,,,,,166.444,,,,,56.944,3.865,-5.55035,,0.0,6.293,0.0,0.0,0.0,6.293,,
2020-03-16,213724406,9001,,,200,8,0,1660,8,1652,650.167,,,,,271.361,,,,,60.167,-7.53646,-8.14757,0.0,0.0,7.767,0.0,0.03743,0.03743,7.73,,
2020-03-17,213724406,9001,,,321,17,1,2664,18,2646,888.167,,,,,304.333,,,,,42.715,-11.10764,-6.27995,0.05556,0.00038,12.465,0.00468,0.07954,0.08422,12.38,,
2020-03-18,213724406,9001,,,372,17,3,3088,20,3068,1188.167,,,,,358.5,,,,,21.5,-22.86632,,0.15,0.00097,14.449,0.01404,0.07954,0.09358,14.355,,
2020-03-19,213724406,9001,,,621,17,6,5154,23,5131,1862.0,1.5,,,,337.306,,,,,12.514,-21.25521,,0.2609,0.00116,24.115,0.02807,0.07954,0.1076,24.008,,
2020-03-20,213724406,9001,,,793,17,11,6582,28,6554,2217.5,0.0,5.5,5.5,2212.0,357.361,,,,,-31.29861,-21.12326,,0.3929,0.00167,30.797,0.05147,0.07954,0.131,30.666,,
2020-03-21,213724406,9001,,,1021,17,15,8474,32,8442,2593.667,0.0,7.167,7.167,2586.5,354.389,,,,,-42.30556,-7.55382,,0.4688,0.00177,39.649,0.07018,0.07954,0.1497,39.499,,
2020-03-22,213724406,9001,,,1546,17,25,12832,42,12790,2674.0,0.0,8.833,8.833,2665.167,233.306,0.6667,,,,-62.99306,,,0.5952,0.00195,60.04,0.117,0.07954,0.1965,59.843,,
2020-03-23,213724406,9001,,,1924,17,34,15969,51,15918,3032.333,5.5,11.0,16.5,3015.833,168.083,,1.917,,,-17.70139,,,0.6667,0.00213,74.718,0.1591,0.07954,0.2386,74.479,,
2020-03-24,213724406,9001,,,2247,17,46,18650,63,18587,3314.5,5.5,12.833,18.333,3296.167,105.389,,1.944,,,37.292,,,0.7302,0.00247,87.262,0.2152,0.07954,0.2948,86.967,,
2020-03-25,213724406,9001,,,2554,17,59,21198,76,21122,3261.833,5.5,14.333,19.833,3242.0,283.583,,2.472,,,86.569,,,0.7763,0.00278,99.184,0.2761,0.07954,0.3556,98.828,,
2020-03-26,213724406,9001,,,2985,50,77,24776,127,24649,3226.0,5.5,17.0,22.5,3203.5,382.472,26.972,2.694,29.667,352.806,134.701,27.566,,0.6063,0.00311,115.925,0.3603,0.2339,0.5942,115.331,,
2020-03-27,213724406,9001,,,3417,50,92,28361,142,28219,3226.0,163.167,18.833,182.0,3044.0,514.361,26.972,4.306,31.278,483.083,146.514,-6.51215,,0.6479,0.00324,132.699,0.4305,0.2339,0.6644,132.035,,
2020-03-28,213724406,9001,,,3904,50,111,32403,161,32242,4375.5,172.833,23.667,196.5,4179.0,644.194,26.972,4.5,31.472,612.722,147.556,-25.70833,-17.32031,0.6894,0.00343,151.611,0.5194,0.2339,0.7533,150.858,,
2020-03-29,213724406,9001,,,4256,50,136,35325,186,35139,5327.167,167.333,27.167,194.5,5132.667,869.639,26.972,5.75,32.722,836.917,60.521,-40.56076,,0.7312,0.00385,165.283,0.6363,0.2339,0.8703,164.413,,
2020-03-30,213724406,9001,,,4579,996,159,38006,1155,36851,6400.667,167.333,38.667,206.0,6194.667,972.694,-25.58333,5.944,-19.63889,992.333,31.868,-41.71528,,0.1377,0.00418,177.827,0.7439,4.66,5.404,172.423,,
2020-03-31,213724406,9001,,,5717,1054,201,47451,1255,46196,7127.0,167.333,41.333,208.667,6918.333,756.444,-28.80556,6.139,-22.66667,779.111,-15.72917,-16.67187,,0.1602,0.00424,222.02,0.9405,4.932,5.872,216.148,,
2020-04-01,213724406,9001,,,6836,1054,240,56739,1294,55445,8443.833,167.333,51.5,218.833,8225.0,771.667,-27.88889,7.861,-20.02778,791.694,-19.30556,-12.30382,,0.1855,0.00423,265.477,1.123,4.932,6.055,259.423,,
2020-04-02,213724406,9001,,,8044,1054,324,66765,1378,65387,9062.167,9.667,54.5,64.167,8998.0,806.722,-27.88889,7.306,-20.58333,827.306,-6.16667,,,0.2351,0.00485,312.388,1.516,4.932,6.448,305.941,,
2020-04-03,213724406,9001,,,9056,1054,359,75165,1413,73752,8914.167,0.0,60.5,60.5,8853.667,895.472,-17.27778,9.528,-7.75,903.222,-17.34722,,,0.2541,0.00478,351.691,1.68,4.932,6.611,345.08,,
2020-04-04,213724406,9001,,,10360,1054,445,85988,1499,84489,9957.167,0.0,74.333,74.333,9882.833,731.778,-17.27778,8.417,-8.86111,740.639,5.076,,,0.2969,0.00518,402.331,2.082,4.932,7.014,395.318,,
2020-04-05,213724406,9001,,,11130,1054,486,92379,1540,90839,11241.0,0.0,82.5,82.5,11158.5,702.278,9.0,8.639,17.639,684.639,-97.17361,,,0.3156,0.00526,432.234,2.274,4.932,7.206,425.029,,
2020-04-06,213724406,9001,,,12161,1054,564,100936,1618,99318,12499.833,63.667,98.5,162.167,12337.667,827.028,,8.222,,,-127.26389,-31.21181,,0.3486,0.00559,472.272,2.639,4.932,7.57,464.701,,
2020-04-07,213724406,9001,62985,samples tested,14034,1054,686,116482,1740,114742,12834.5,63.667,102.0,165.667,12668.833,506.778,,5.444,,,-106.86806,,,0.3943,0.00589,545.01,3.21,4.932,8.141,536.869,4.488,294.702
2020-04-08,213724406,9001,,samples tested,16170,1054,819,134211,1873,132338,13275.833,63.667,106.333,170.0,13105.833,222.722,,6.056,,,-119.77083,,,0.4373,0.0061,627.963,3.832,4.932,8.764,619.199,,
2020-04-09,213724406,9001,,samples tested,18092,1436,950,150164,2386,147778,13876.333,63.667,109.833,173.5,13702.833,274.806,3183.278,5.417,3188.694,-2913.88889,66.861,,,0.3982,0.00633,702.606,4.445,6.719,11.164,691.442,,
2020-04-10,213724406,9001,,samples tested,19638,1436,1057,162995,2493,160502,12997.833,63.667,107.0,170.667,12827.167,347.944,3183.278,7.083,3190.361,-2842.41667,199.938,,,0.424,0.00648,762.641,4.946,6.719,11.665,750.976,,
2020-04-11,213724406,9001,,samples tested,20727,1436,1124,172034,2560,169474,12577.333,4038.0,118.833,4156.833,8420.5,774.222,3183.278,10.528,3193.806,-2419.58333,267.215,0.1875,,0.4391,0.00653,804.934,5.259,6.719,11.978,792.956,,
2020-04-12,213724406,9001,,samples tested,22192,1436,1223,184194,2659,181535,14148.667,19163.333,131.0,19294.333,-5145.66667,1022.472,3183.278,13.111,3196.389,-2173.91667,281.264,-48.39931,,0.4599,0.00664,861.83,5.722,6.719,12.441,849.388,,
2020-04-13,213724406,9001,,samples tested,23430,1436,1328,194469,2764,191705,14922.167,19163.333,144.5,19307.833,-4385.66667,1343.667,5051.694,13.667,5065.361,-3721.69444,67.611,-101.80556,-0.97656,0.4805,0.00683,909.905,6.214,6.719,12.933,896.973,,
2020-04-14,213724406,9001,,samples tested,25262,25282,1532,209675,26814,182861,17921.167,19163.333,169.5,19332.833,-1411.66667,1473.0,3726.917,9.5,3736.417,-2263.41667,6.34,-120.31424,,0.05713,0.00731,981.053,7.168,118.293,125.461,855.593,,
2020-04-15,213724406,9001,,samples tested,28320,116416,1736,235056,118152,116904,20011.167,19163.333,188.5,19351.833,659.333,1044.667,-1126.97222,6.083,-1120.88889,2165.556,-140.00694,-3.71875,,0.01469,0.00739,1099.809,8.123,544.701,552.824,546.985,,
2020-04-16,213724406,9001,,samples tested,30425,116416,1924,252528,118340,134188,21059.833,30373.833,189.0,30562.833,-9503.0,1047.833,-590.47222,3.194,-587.27778,1635.111,-199.99306,32.007,,0.01626,0.00762,1181.559,9.002,544.701,553.704,627.855,,
2020-04-17,213724406,9001,,samples tested,33682,116416,2141,279561,118557,161004,21415.333,26399.5,175.833,26575.333,-5160.0,783.639,-301.11111,4.806,-296.30556,1079.944,52.736,,,0.01806,0.00766,1308.044,10.018,544.701,554.719,753.325,,
2020-04-18,213724406,9001,,samples tested,36658,116416,2354,304261,118770,185491,20416.667,12401.5,167.5,12569.0,7847.667,673.028,-51.63889,6.083,-45.55556,718.583,134.368,,15.6,0.01982,0.00774,1423.614,11.014,544.701,555.716,867.898,,
2020-04-19,213724406,9001,,samples tested,38654,183679,2462,320828,186141,134687,21209.167,15620.5,163.667,15784.167,5425.0,1255.611,-3441.5,12.806,-3428.69444,4684.306,357.882,99.918,,0.01323,0.00767,1501.129,11.52,859.42,870.939,630.19,,
2020-04-20,213724406,9001,132467,samples tested,40743,183679,2587,338167,186266,151901,22623.0,17356.667,198.333,17555.0,5068.0,1585.306,-2550.38889,17.889,-2532.5,4117.806,531.826,94.408,,0.01389,0.00765,1582.257,12.104,859.42,871.524,710.733,3.251,619.803
2020-04-21,213724406,9001,132467,samples tested,43079,190825,2741,357556,193566,163990,24049.333,18853.5,225.0,19078.5,4970.833,2215.167,-187.63889,23.806,-163.83333,2379.0,452.41,-52.00347,-65.07856,0.01416,0.00767,1672.977,12.825,892.855,905.68,767.297,3.075,619.803
2020-04-22,213724406,9001,132467,samples tested,45757,210139,2906,379783,213045,166738,28593.5,9724.833,265.833,9990.667,18602.833,2800.333,-937.41667,33.194,-904.22222,3704.556,512.0,-140.20486,-83.88759,0.01364,0.00765,1776.975,13.597,983.224,996.821,780.154,2.895,619.803
2020-04-23,213724406,9001,132467,samples tested,50036,220556,3331,415299,223887,191412,30927.167,11097.167,283.167,11380.333,19546.833,3065.25,-1150.0,27.556,-1122.44444,4187.694,149.868,-160.39583,,0.01488,0.00802,1943.152,15.585,1031.965,1047.55,895.602,2.647,619.803
2020-04-24,213724406,9001,132467,samples tested,54043,229537,3704,448557,233241,215316,33707.667,11275.667,310.333,11586.0,22121.667,3633.306,-1233.27778,26.444,-1206.83333,4840.139,-28.99306,-241.14236,,0.01588,0.00826,2098.764,17.331,1073.986,1091.317,1007.447,2.451,619.803
2020-04-25,213724406,9001,132467,samples tested,59324,242028,4057,492389,246085,246304,38011.167,9996.0,362.833,10358.833,27652.333,2814.639,426.306,21.111,447.417,2367.222,-189.17361,-125.18056,,0.01649,0.00824,2303.85,18.982,1132.43,1151.413,1152.437,2.233,619.803
2020-04-26,213724406,9001,132467,samples tested,63100,250262,4286,523730,254548,269182,41014.5,10456.667,363.667,10820.333,30194.167,2684.361,637.0,21.556,658.556,2025.806,-452.56944,,,0.01684,0.00818,2450.492,20.054,1170.957,1191.01,1259.482,2.099,619.803
2020-04-27,213724406,9001,132467,samples tested,67446,258479,4603,559802,263082,296720,45849.167,11453.833,383.667,11837.5,34011.667,2308.556,852.556,16.278,868.833,1439.722,-350.85417,,,0.0175,0.00822,2619.27,21.537,1209.403,1230.94,1388.33,1.964,619.803
2020-04-28,213724406,9001,132467,samples tested,73235,270115,5083,607850,275198,332652,45481.333,12282.667,392.5,12675.167,32806.167,1823.028,1393.722,2.972,1396.694,426.333,-309.11806,,,0.01847,0.00836,2844.083,23.783,1263.847,1287.63,1556.453,1.809,619.803
2020-04-29,213724406,9001,132467,samples tested,79685,283296,5513,661386,288809,372577,47033.333,14919.167,412.5,15331.667,31701.667,1411.222,1505.5,6.75,1512.25,-101.02778,39.187,,,0.01909,0.00834,3094.574,25.795,1325.52,1351.315,1743.259,1.662,619.803
2020-04-30,213724406,9001,132467,samples tested,87187,298260,6006,723652,304266,419386,47559.0,16391.0,408.0,16799.0,30760.0,1447.889,1649.667,7.778,1657.444,-209.55556,454.59,,,0.01974,0.0083,3385.912,28.102,1395.536,1423.637,1962.275,1.519,619.803
2020-05-01,213724406,9001,132467,samples tested,92202,315724,6412,765277,322136,443141,48949.333,18358.333,380.667,18739.0,30210.333,2465.306,1944.028,11.75,1955.778,509.528,791.611,100.813,,0.0199,0.00838,3580.672,30.001,1477.248,1507.249,2073.423,1.437,619.803
2020-05-02,213724406,9001,132467,samples tested,97100,339777,6761,805930,346538,459392,49481.833,19489.667,404.167,19893.833,29588.0,3641.389,1746.472,21.694,1768.167,1873.222,715.528,-165.73785,,0.01951,0.00839,3770.884,31.634,1589.79,1621.425,2149.46,1.364,619.803
2020-05-03,213724406,9001,132467,samples tested,101826,356825,7051,845156,363876,481280,54536.5,21351.833,430.333,21782.167,32754.333,4577.667,1578.194,32.139,1610.333,2967.333,442.438,-328.48264,-83.0217,0.01938,0.00834,3954.42,32.991,1669.557,1702.548,2251.872,1.301,619.803
2020-05-04,213724406,9001,132467,samples tested,108620,380265,7367,901546,387632,513914,60273.167,23946.833,463.0,24409.833,35863.333,4310.0,1353.556,40.889,1394.444,2915.556,-208.36111,-354.92361,,0.01901,0.00817,4218.264,34.47,1779.231,1813.7,2404.564,1.22,619.803
2020-05-05,213724406,9001,132467,samples tested,115455,400234,7938,958277,408172,550105,68881.667,25398.0,542.667,25940.667,42941.0,4235.056,1169.861,35.833,1205.694,3029.361,-522.31944,-231.27431,,0.01945,0.00828,4483.704,37.141,1872.664,1909.805,2573.899,1.147,619.803
2020-05-06,213724406,9001,132467,samples tested,126611,426371,8588,1050871,434959,615912,75025.0,25860.167,600.833,26461.0,48564.0,2807.944,1335.361,35.861,1371.222,1436.722,-704.16667,,,0.01974,0.00817,4916.944,40.183,1994.957,2035.14,2881.805,1.046,619.803
2020-05-07,213724406,9001,132467,samples tested,135773,459405,9190,1126916,468595,658321,74809.333,26479.667,626.0,27105.667,47703.667,2488.389,1328.694,35.333,1364.028,1124.361,-482.65972,,,0.01961,0.00816,5272.753,42.999,2149.521,2192.52,3080.233,0.9757,619.803
2020-05-08,213724406,9001,132467,samples tested,146894,492165,10017,1219220,502182,717038,74892.167,26508.833,619.167,27128.0,47764.167,1493.333,420.083,20.167,440.25,1053.083,262.479,,,0.01995,0.00822,5704.636,46.869,2302.802,2349.671,3354.965,0.9018,619.803
2020-05-09,213724406,9001,132467,samples tested,156061,511986,10656,1295306,522642,772664,71384.167,29364.0,645.5,30009.5,41374.667,2304.417,1058.444,19.472,1077.917,1226.5,377.771,,,0.02039,0.00823,6060.637,49.859,2395.543,2445.402,3615.235,0.8488,619.803
2020-05-10,213724406,9001,132467,samples tested,162699,539143,11123,1350402,550266,800136,75203.5,31919.0,675.0,32594.0,42609.5,3857.861,1284.917,21.75,1306.667,2551.194,1099.396,156.434,,0.02021,0.00824,6318.427,52.044,2522.608,2574.652,3743.775,0.8142,619.803
2020-05-11,213724406,9001,132467,samples tested,169594,559287,11653,1407630,570940,836690,77841.667,27918.5,663.667,28582.167,49259.5,3999.472,1746.472,20.833,1767.306,2232.167,1002.285,23.99,,0.02041,0.00828,6586.192,54.523,2616.861,2671.384,3914.808,0.7811,619.803
2020-05-12,213724406,9001,132467,samples tested,178214,602555,12461,1479176,615016,864160,88851.5,32210.833,717.667,32928.5,55923.0,5890.917,1529.75,14.417,1544.167,4346.75,888.215,-260.2066,-99.85937,0.02026,0.00842,6920.95,58.304,2819.308,2877.612,4043.338,0.7433,619.803
2020-05-13,213724406,9001,132467,samples tested,190137,650919,13240,1578137,664159,913978,97956.5,34189.167,756.5,34945.667,63010.833,6313.556,1221.028,19.25,1240.278,5073.278,473.729,-143.25,-51.10026,0.01993,0.00839,7383.981,61.949,3045.6,3107.549,4276.433,0.6967,619.803
2020-05-14,213724406,9001,132467,samples tested,203165,659676,13999,1686270,673675,1012595,98889.0,36987.667,744.167,37731.833,61157.167,7410.722,3924.5,24.389,3948.889,3461.833,58.569,-243.00347,,0.02078,0.0083,7889.927,65.5,3086.573,3152.073,4737.854,0.652,619.803
2020-05-15,213724406,9001,132467,samples tested,220291,705251,14962,1828415,720213,1108202,106729.667,38542.5,732.0,39274.5,67455.167,5894.389,4082.0,21.639,4103.639,1790.75,429.285,-180.41146,,0.02077,0.00818,8555.013,70.006,3299.815,3369.821,5185.192,0.6013,619.803
2020-05-16,213724406,9001,132467,samples tested,233511,744278,15662,1938141,759940,1178201,113084.833,39245.167,790.5,40035.667,73049.167,6125.194,4851.556,23.528,4875.083,1250.111,-83.79861,-235.65972,,0.02061,0.00808,9068.412,73.281,3482.419,3555.701,5512.712,0.5673,619.803
2020-05-17,213724406,9001,132467,samples tested,241080,781213,16118,2000964,797331,1203633,122306.0,51465.5,810.0,52275.5,70030.5,8030.694,5009.25,39.722,5048.972,2981.722,-247.91667,,,0.02021,0.00806,9362.356,75.415,3655.235,3730.65,5631.706,0.5495,619.803
2020-05-18,213724406,9001,132467,samples tested,255368,833810,16853,2119554,850663,1268891,124217.833,56702.833,847.5,57550.333,66667.5,7075.528,4977.667,39.472,5017.139,2058.389,-884.06944,,,0.01981,0.00795,9917.23,78.854,3901.333,3980.187,5937.043,0.5187,619.803
2020-05-19,213724406,9001,132467,samples tested,271885,886390,17983,2256646,904373,1352273,134707.667,63298.5,897.667,64196.167,70511.5,4902.722,4304.25,20.75,4325.0,577.722,,,,0.01988,0.00797,10558.672,84.141,4147.35,4231.491,6327.181,0.4872,619.803
2020-05-20,213724406,9001,132467,samples tested,291579,968469,18859,2420106,987328,1432778,147073.167,67043.167,982.5,68025.667,79047.5,2588.917,1085.0,22.028,1107.028,1481.889,,,,0.0191,0.00779,11323.489,88.24,4531.392,4619.632,6703.858,0.4543,619.803
2020-05-21,213724406,9001,132467,samples tested,310087,1045468,20047,2573722,1065515,1508207,149182.833,68408.5,968.833,69377.333,79805.5,,,,,,,,,0.01881,0.00779,12042.247,93.798,4891.664,4985.462,7056.784,0.4272,619.803
2020-05-22,213724406,9001,132467,samples tested,330890,1124069,21048,2746387,1145117,1601270,142501.167,65070.667,915.0,65985.667,76515.5,,,,,,,,,0.01838,0.00766,12850.133,98.482,5259.432,5357.914,7492.219,0.4003,619.803
2020-05-23,213724406,9001,132467,samples tested,347398,1183472,22013,2883403,1205485,1677918,137839.5,57975.5,942.167,58917.667,78921.833,,,,,,,,,0.01826,0.00763,13491.22,102.997,5537.374,5640.371,7850.849,0.3813,619.803
2020-05-24,213724406,9001,132467,samples tested,363211,1244261,22666,3014651,1266927,1747724,,,,,,,,,,,,,,0.01789,0.00752,14105.319,106.052,5821.801,5927.854,8177.466,0.3647,619.803
2020-05-25,213724406,9001,132467,samples tested,374898,1276814,23473,3111653,1300287,1811366,,,,,,,,,,,,,,0.01805,0.00754,14559.184,109.828,5974.114,6083.943,8475.242,0.3533,619.803
2020-05-26,213724406,9001,132467,samples tested,391222,1316322,24512,3247143,1340834,1906309,,,,,,,,,,,,,,0.01828,0.00755,15193.131,114.69,6158.969,6273.659,8919.473,0.3386,619.803
